"run","order","capture","capture_sha256","payload","payload_sha256","bit_symbols","bit_symbols_sha256","ea_restart_status","notes"
"restart_reduced_xor_random1_sampler_island_local_warmup10_line6_1000x125_strict_20260528_line6_repeat02","msb","E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\restart_reduced_xor_random1_sampler_island_local_warmup10_line6_1000x125_strict_20260528_line6_repeat02.bin","5E4DA78B91DCDA186653D1B4C4F1448B70DA728FB26C0D308D94D913583BD0AD","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w10_line6_repeat02_20260528\payloads\restart_reduced_xor_random1_sampler_island_local_warmup10_line6_1000x125_strict_20260528_line6_repeat02.payload.bin","F5C55F25BF7F3C158361EBE913E9B2388428779873A3637E4C91E766A601FA7E","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w10_line6_repeat02_20260528\bit_symbols\restart_reduced_xor_random1_sampler_island_local_warmup10_line6_1000x125_strict_20260528_line6_repeat02.msb.bits.bin","48178252372304F8C52AA2498CBCF144ED41277E19FABA1B36F654693C04E8E5","not_run","reduced_xor variant=sampler_island_local warmup=10 mode=line index=6"
"restart_reduced_xor_random1_sampler_island_local_warmup10_line6_1000x125_strict_20260528_line6_repeat02","lsb","E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\restart_reduced_xor_random1_sampler_island_local_warmup10_line6_1000x125_strict_20260528_line6_repeat02.bin","5E4DA78B91DCDA186653D1B4C4F1448B70DA728FB26C0D308D94D913583BD0AD","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w10_line6_repeat02_20260528\payloads\restart_reduced_xor_random1_sampler_island_local_warmup10_line6_1000x125_strict_20260528_line6_repeat02.payload.bin","F5C55F25BF7F3C158361EBE913E9B2388428779873A3637E4C91E766A601FA7E","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w10_line6_repeat02_20260528\bit_symbols\restart_reduced_xor_random1_sampler_island_local_warmup10_line6_1000x125_strict_20260528_line6_repeat02.lsb.bits.bin","18524B8954E1AF7C0D38C1237C38029F50C1AAA92EB127575F9E7CC4BCCAD87A","not_run","reduced_xor variant=sampler_island_local warmup=10 mode=line index=6"
