byte_index,bit_index,ones,zeros,p1,x,msb_expanded_column,lsb_expanded_column
0,0,500,500,0.500000000,500,7,0
0,1,494,506,0.494000000,506,6,1
0,2,485,515,0.485000000,515,5,2
0,3,529,471,0.529000000,529,4,3
0,4,502,498,0.502000000,502,3,4
0,5,494,506,0.494000000,506,2,5
0,6,497,503,0.497000000,503,1,6
0,7,500,500,0.500000000,500,0,7
1,0,484,516,0.484000000,516,15,8
1,1,502,498,0.502000000,502,14,9
1,2,476,524,0.476000000,524,13,10
1,3,514,486,0.514000000,514,12,11
1,4,531,469,0.531000000,531,11,12
1,5,502,498,0.502000000,502,10,13
1,6,502,498,0.502000000,502,9,14
1,7,518,482,0.518000000,518,8,15
2,0,488,512,0.488000000,512,23,16
2,1,478,522,0.478000000,522,22,17
2,2,462,538,0.462000000,538,21,18
2,3,506,494,0.506000000,506,20,19
2,4,493,507,0.493000000,507,19,20
2,5,508,492,0.508000000,508,18,21
2,6,512,488,0.512000000,512,17,22
2,7,489,511,0.489000000,511,16,23
3,0,516,484,0.516000000,516,31,24
3,1,502,498,0.502000000,502,30,25
3,2,527,473,0.527000000,527,29,26
3,3,531,469,0.531000000,531,28,27
3,4,516,484,0.516000000,516,27,28
3,5,489,511,0.489000000,511,26,29
3,6,480,520,0.480000000,520,25,30
3,7,478,522,0.478000000,522,24,31
4,0,512,488,0.512000000,512,39,32
4,1,506,494,0.506000000,506,38,33
4,2,500,500,0.500000000,500,37,34
4,3,491,509,0.491000000,509,36,35
4,4,512,488,0.512000000,512,35,36
4,5,491,509,0.491000000,509,34,37
4,6,499,501,0.499000000,501,33,38
4,7,493,507,0.493000000,507,32,39
5,0,524,476,0.524000000,524,47,40
5,1,498,502,0.498000000,502,46,41
5,2,484,516,0.484000000,516,45,42
5,3,487,513,0.487000000,513,44,43
5,4,509,491,0.509000000,509,43,44
5,5,477,523,0.477000000,523,42,45
5,6,485,515,0.485000000,515,41,46
5,7,510,490,0.510000000,510,40,47
6,0,495,505,0.495000000,505,55,48
6,1,501,499,0.501000000,501,54,49
6,2,503,497,0.503000000,503,53,50
6,3,501,499,0.501000000,501,52,51
6,4,500,500,0.500000000,500,51,52
6,5,482,518,0.482000000,518,50,53
6,6,497,503,0.497000000,503,49,54
6,7,503,497,0.503000000,503,48,55
7,0,480,520,0.480000000,520,63,56
7,1,536,464,0.536000000,536,62,57
7,2,484,516,0.484000000,516,61,58
7,3,520,480,0.520000000,520,60,59
7,4,487,513,0.487000000,513,59,60
7,5,524,476,0.524000000,524,58,61
7,6,492,508,0.492000000,508,57,62
7,7,509,491,0.509000000,509,56,63
8,0,492,508,0.492000000,508,71,64
8,1,490,510,0.490000000,510,70,65
8,2,509,491,0.509000000,509,69,66
8,3,478,522,0.478000000,522,68,67
8,4,496,504,0.496000000,504,67,68
8,5,483,517,0.483000000,517,66,69
8,6,494,506,0.494000000,506,65,70
8,7,475,525,0.475000000,525,64,71
9,0,462,538,0.462000000,538,79,72
9,1,498,502,0.498000000,502,78,73
9,2,496,504,0.496000000,504,77,74
9,3,492,508,0.492000000,508,76,75
9,4,501,499,0.501000000,501,75,76
9,5,481,519,0.481000000,519,74,77
9,6,492,508,0.492000000,508,73,78
9,7,506,494,0.506000000,506,72,79
10,0,508,492,0.508000000,508,87,80
10,1,493,507,0.493000000,507,86,81
10,2,505,495,0.505000000,505,85,82
10,3,510,490,0.510000000,510,84,83
10,4,497,503,0.497000000,503,83,84
10,5,485,515,0.485000000,515,82,85
10,6,495,505,0.495000000,505,81,86
10,7,513,487,0.513000000,513,80,87
11,0,498,502,0.498000000,502,95,88
11,1,504,496,0.504000000,504,94,89
11,2,500,500,0.500000000,500,93,90
11,3,509,491,0.509000000,509,92,91
11,4,466,534,0.466000000,534,91,92
11,5,508,492,0.508000000,508,90,93
11,6,547,453,0.547000000,547,89,94
11,7,491,509,0.491000000,509,88,95
12,0,479,521,0.479000000,521,103,96
12,1,478,522,0.478000000,522,102,97
12,2,516,484,0.516000000,516,101,98
12,3,541,459,0.541000000,541,100,99
12,4,502,498,0.502000000,502,99,100
12,5,505,495,0.505000000,505,98,101
12,6,509,491,0.509000000,509,97,102
12,7,506,494,0.506000000,506,96,103
13,0,507,493,0.507000000,507,111,104
13,1,498,502,0.498000000,502,110,105
13,2,499,501,0.499000000,501,109,106
13,3,513,487,0.513000000,513,108,107
13,4,496,504,0.496000000,504,107,108
13,5,522,478,0.522000000,522,106,109
13,6,507,493,0.507000000,507,105,110
13,7,516,484,0.516000000,516,104,111
14,0,505,495,0.505000000,505,119,112
14,1,484,516,0.484000000,516,118,113
14,2,503,497,0.503000000,503,117,114
14,3,518,482,0.518000000,518,116,115
14,4,486,514,0.486000000,514,115,116
14,5,480,520,0.480000000,520,114,117
14,6,472,528,0.472000000,528,113,118
14,7,486,514,0.486000000,514,112,119
15,0,486,514,0.486000000,514,127,120
15,1,494,506,0.494000000,506,126,121
15,2,486,514,0.486000000,514,125,122
15,3,526,474,0.526000000,526,124,123
15,4,508,492,0.508000000,508,123,124
15,5,478,522,0.478000000,522,122,125
15,6,484,516,0.484000000,516,121,126
15,7,494,506,0.494000000,506,120,127
16,0,514,486,0.514000000,514,135,128
16,1,511,489,0.511000000,511,134,129
16,2,522,478,0.522000000,522,133,130
16,3,473,527,0.473000000,527,132,131
16,4,490,510,0.490000000,510,131,132
16,5,503,497,0.503000000,503,130,133
16,6,510,490,0.510000000,510,129,134
16,7,493,507,0.493000000,507,128,135
17,0,517,483,0.517000000,517,143,136
17,1,511,489,0.511000000,511,142,137
17,2,487,513,0.487000000,513,141,138
17,3,497,503,0.497000000,503,140,139
17,4,508,492,0.508000000,508,139,140
17,5,503,497,0.503000000,503,138,141
17,6,520,480,0.520000000,520,137,142
17,7,454,546,0.454000000,546,136,143
18,0,509,491,0.509000000,509,151,144
18,1,498,502,0.498000000,502,150,145
18,2,511,489,0.511000000,511,149,146
18,3,488,512,0.488000000,512,148,147
18,4,495,505,0.495000000,505,147,148
18,5,479,521,0.479000000,521,146,149
18,6,463,537,0.463000000,537,145,150
18,7,473,527,0.473000000,527,144,151
19,0,510,490,0.510000000,510,159,152
19,1,489,511,0.489000000,511,158,153
19,2,473,527,0.473000000,527,157,154
19,3,473,527,0.473000000,527,156,155
19,4,503,497,0.503000000,503,155,156
19,5,501,499,0.501000000,501,154,157
19,6,497,503,0.497000000,503,153,158
19,7,489,511,0.489000000,511,152,159
20,0,508,492,0.508000000,508,167,160
20,1,513,487,0.513000000,513,166,161
20,2,485,515,0.485000000,515,165,162
20,3,502,498,0.502000000,502,164,163
20,4,459,541,0.459000000,541,163,164
20,5,476,524,0.476000000,524,162,165
20,6,500,500,0.500000000,500,161,166
20,7,497,503,0.497000000,503,160,167
21,0,506,494,0.506000000,506,175,168
21,1,501,499,0.501000000,501,174,169
21,2,486,514,0.486000000,514,173,170
21,3,495,505,0.495000000,505,172,171
21,4,470,530,0.470000000,530,171,172
21,5,494,506,0.494000000,506,170,173
21,6,498,502,0.498000000,502,169,174
21,7,484,516,0.484000000,516,168,175
22,0,479,521,0.479000000,521,183,176
22,1,521,479,0.521000000,521,182,177
22,2,501,499,0.501000000,501,181,178
22,3,471,529,0.471000000,529,180,179
22,4,518,482,0.518000000,518,179,180
22,5,502,498,0.502000000,502,178,181
22,6,476,524,0.476000000,524,177,182
22,7,507,493,0.507000000,507,176,183
23,0,490,510,0.490000000,510,191,184
23,1,472,528,0.472000000,528,190,185
23,2,522,478,0.522000000,522,189,186
23,3,496,504,0.496000000,504,188,187
23,4,482,518,0.482000000,518,187,188
23,5,490,510,0.490000000,510,186,189
23,6,475,525,0.475000000,525,185,190
23,7,518,482,0.518000000,518,184,191
24,0,495,505,0.495000000,505,199,192
24,1,491,509,0.491000000,509,198,193
24,2,504,496,0.504000000,504,197,194
24,3,527,473,0.527000000,527,196,195
24,4,487,513,0.487000000,513,195,196
24,5,517,483,0.517000000,517,194,197
24,6,477,523,0.477000000,523,193,198
24,7,476,524,0.476000000,524,192,199
25,0,491,509,0.491000000,509,207,200
25,1,489,511,0.489000000,511,206,201
25,2,500,500,0.500000000,500,205,202
25,3,514,486,0.514000000,514,204,203
25,4,500,500,0.500000000,500,203,204
25,5,496,504,0.496000000,504,202,205
25,6,475,525,0.475000000,525,201,206
25,7,499,501,0.499000000,501,200,207
26,0,483,517,0.483000000,517,215,208
26,1,515,485,0.515000000,515,214,209
26,2,487,513,0.487000000,513,213,210
26,3,481,519,0.481000000,519,212,211
26,4,519,481,0.519000000,519,211,212
26,5,481,519,0.481000000,519,210,213
26,6,508,492,0.508000000,508,209,214
26,7,508,492,0.508000000,508,208,215
27,0,477,523,0.477000000,523,223,216
27,1,486,514,0.486000000,514,222,217
27,2,478,522,0.478000000,522,221,218
27,3,477,523,0.477000000,523,220,219
27,4,509,491,0.509000000,509,219,220
27,5,497,503,0.497000000,503,218,221
27,6,499,501,0.499000000,501,217,222
27,7,513,487,0.513000000,513,216,223
28,0,496,504,0.496000000,504,231,224
28,1,522,478,0.522000000,522,230,225
28,2,534,466,0.534000000,534,229,226
28,3,507,493,0.507000000,507,228,227
28,4,509,491,0.509000000,509,227,228
28,5,499,501,0.499000000,501,226,229
28,6,502,498,0.502000000,502,225,230
28,7,487,513,0.487000000,513,224,231
29,0,526,474,0.526000000,526,239,232
29,1,527,473,0.527000000,527,238,233
29,2,488,512,0.488000000,512,237,234
29,3,491,509,0.491000000,509,236,235
29,4,504,496,0.504000000,504,235,236
29,5,477,523,0.477000000,523,234,237
29,6,484,516,0.484000000,516,233,238
29,7,483,517,0.483000000,517,232,239
30,0,522,478,0.522000000,522,247,240
30,1,487,513,0.487000000,513,246,241
30,2,500,500,0.500000000,500,245,242
30,3,464,536,0.464000000,536,244,243
30,4,519,481,0.519000000,519,243,244
30,5,466,534,0.466000000,534,242,245
30,6,496,504,0.496000000,504,241,246
30,7,492,508,0.492000000,508,240,247
31,0,481,519,0.481000000,519,255,248
31,1,510,490,0.510000000,510,254,249
31,2,492,508,0.492000000,508,253,250
31,3,508,492,0.508000000,508,252,251
31,4,496,504,0.496000000,504,251,252
31,5,487,513,0.487000000,513,250,253
31,6,499,501,0.499000000,501,249,254
31,7,486,514,0.486000000,514,248,255
32,0,489,511,0.489000000,511,263,256
32,1,472,528,0.472000000,528,262,257
32,2,498,502,0.498000000,502,261,258
32,3,490,510,0.490000000,510,260,259
32,4,473,527,0.473000000,527,259,260
32,5,494,506,0.494000000,506,258,261
32,6,503,497,0.503000000,503,257,262
32,7,537,463,0.537000000,537,256,263
33,0,489,511,0.489000000,511,271,264
33,1,518,482,0.518000000,518,270,265
33,2,510,490,0.510000000,510,269,266
33,3,524,476,0.524000000,524,268,267
33,4,495,505,0.495000000,505,267,268
33,5,501,499,0.501000000,501,266,269
33,6,485,515,0.485000000,515,265,270
33,7,469,531,0.469000000,531,264,271
34,0,510,490,0.510000000,510,279,272
34,1,502,498,0.502000000,502,278,273
34,2,506,494,0.506000000,506,277,274
34,3,501,499,0.501000000,501,276,275
34,4,522,478,0.522000000,522,275,276
34,5,482,518,0.482000000,518,274,277
34,6,515,485,0.515000000,515,273,278
34,7,504,496,0.504000000,504,272,279
35,0,483,517,0.483000000,517,287,280
35,1,509,491,0.509000000,509,286,281
35,2,486,514,0.486000000,514,285,282
35,3,503,497,0.503000000,503,284,283
35,4,520,480,0.520000000,520,283,284
35,5,504,496,0.504000000,504,282,285
35,6,504,496,0.504000000,504,281,286
35,7,497,503,0.497000000,503,280,287
36,0,493,507,0.493000000,507,295,288
36,1,485,515,0.485000000,515,294,289
36,2,503,497,0.503000000,503,293,290
36,3,495,505,0.495000000,505,292,291
36,4,493,507,0.493000000,507,291,292
36,5,473,527,0.473000000,527,290,293
36,6,503,497,0.503000000,503,289,294
36,7,485,515,0.485000000,515,288,295
37,0,489,511,0.489000000,511,303,296
37,1,495,505,0.495000000,505,302,297
37,2,505,495,0.505000000,505,301,298
37,3,487,513,0.487000000,513,300,299
37,4,477,523,0.477000000,523,299,300
37,5,475,525,0.475000000,525,298,301
37,6,511,489,0.511000000,511,297,302
37,7,506,494,0.506000000,506,296,303
38,0,511,489,0.511000000,511,311,304
38,1,489,511,0.489000000,511,310,305
38,2,516,484,0.516000000,516,309,306
38,3,493,507,0.493000000,507,308,307
38,4,528,472,0.528000000,528,307,308
38,5,486,514,0.486000000,514,306,309
38,6,505,495,0.505000000,505,305,310
38,7,485,515,0.485000000,515,304,311
39,0,489,511,0.489000000,511,319,312
39,1,527,473,0.527000000,527,318,313
39,2,485,515,0.485000000,515,317,314
39,3,495,505,0.495000000,505,316,315
39,4,497,503,0.497000000,503,315,316
39,5,477,523,0.477000000,523,314,317
39,6,496,504,0.496000000,504,313,318
39,7,486,514,0.486000000,514,312,319
40,0,497,503,0.497000000,503,327,320
40,1,515,485,0.515000000,515,326,321
40,2,500,500,0.500000000,500,325,322
40,3,502,498,0.502000000,502,324,323
40,4,475,525,0.475000000,525,323,324
40,5,493,507,0.493000000,507,322,325
40,6,471,529,0.471000000,529,321,326
40,7,501,499,0.501000000,501,320,327
41,0,481,519,0.481000000,519,335,328
41,1,501,499,0.501000000,501,334,329
41,2,474,526,0.474000000,526,333,330
41,3,515,485,0.515000000,515,332,331
41,4,498,502,0.498000000,502,331,332
41,5,507,493,0.507000000,507,330,333
41,6,520,480,0.520000000,520,329,334
41,7,498,502,0.498000000,502,328,335
42,0,484,516,0.484000000,516,343,336
42,1,508,492,0.508000000,508,342,337
42,2,477,523,0.477000000,523,341,338
42,3,498,502,0.498000000,502,340,339
42,4,511,489,0.511000000,511,339,340
42,5,478,522,0.478000000,522,338,341
42,6,486,514,0.486000000,514,337,342
42,7,491,509,0.491000000,509,336,343
43,0,528,472,0.528000000,528,351,344
43,1,498,502,0.498000000,502,350,345
43,2,506,494,0.506000000,506,349,346
43,3,469,531,0.469000000,531,348,347
43,4,511,489,0.511000000,511,347,348
43,5,483,517,0.483000000,517,346,349
43,6,545,455,0.545000000,545,345,350
43,7,499,501,0.499000000,501,344,351
44,0,489,511,0.489000000,511,359,352
44,1,490,510,0.490000000,510,358,353
44,2,469,531,0.469000000,531,357,354
44,3,481,519,0.481000000,519,356,355
44,4,522,478,0.522000000,522,355,356
44,5,519,481,0.519000000,519,354,357
44,6,518,482,0.518000000,518,353,358
44,7,512,488,0.512000000,512,352,359
45,0,506,494,0.506000000,506,367,360
45,1,488,512,0.488000000,512,366,361
45,2,498,502,0.498000000,502,365,362
45,3,496,504,0.496000000,504,364,363
45,4,519,481,0.519000000,519,363,364
45,5,486,514,0.486000000,514,362,365
45,6,505,495,0.505000000,505,361,366
45,7,518,482,0.518000000,518,360,367
46,0,527,473,0.527000000,527,375,368
46,1,517,483,0.517000000,517,374,369
46,2,495,505,0.495000000,505,373,370
46,3,494,506,0.494000000,506,372,371
46,4,514,486,0.514000000,514,371,372
46,5,500,500,0.500000000,500,370,373
