name,ref_name,loc,bel
u_entropy_source/SAMPLE_DATA_LINE_LOOP[0].SAMPLE_DATA_BIT_LOOP[1].sampled_data_reg[1],FDRE,SLICE_X46Y31,SLICEM.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[0].SAMPLE_DATA_BIT_LOOP[2].sampled_data_reg[2],FDRE,SLICE_X47Y31,SLICEL.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[0].SAMPLE_DATA_BIT_LOOP[3].sampled_data_reg[3],FDRE,SLICE_X48Y31,SLICEL.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[0].SAMPLE_DATA_BIT_LOOP[4].sampled_data_reg[4],FDRE,SLICE_X49Y31,SLICEL.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[0].SAMPLE_DATA_BIT_LOOP[5].sampled_data_reg[5],FDRE,SLICE_X50Y31,SLICEM.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[0].SAMPLE_DATA_BIT_LOOP[6].sampled_data_reg[6],FDRE,SLICE_X51Y31,SLICEL.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[0].SAMPLE_DATA_BIT_LOOP[7].sampled_data_reg[7],FDRE,SLICE_X52Y31,SLICEL.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[1].SAMPLE_DATA_BIT_LOOP[0].sampled_data_reg[8],FDRE,SLICE_X45Y32,SLICEL.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[1].SAMPLE_DATA_BIT_LOOP[1].sampled_data_reg[9],FDRE,SLICE_X46Y32,SLICEM.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[1].SAMPLE_DATA_BIT_LOOP[2].sampled_data_reg[10],FDRE,SLICE_X47Y32,SLICEL.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[1].SAMPLE_DATA_BIT_LOOP[3].sampled_data_reg[11],FDRE,SLICE_X48Y32,SLICEL.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[1].SAMPLE_DATA_BIT_LOOP[4].sampled_data_reg[12],FDRE,SLICE_X49Y32,SLICEL.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[1].SAMPLE_DATA_BIT_LOOP[5].sampled_data_reg[13],FDRE,SLICE_X50Y32,SLICEM.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[1].SAMPLE_DATA_BIT_LOOP[6].sampled_data_reg[14],FDRE,SLICE_X51Y32,SLICEL.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[1].SAMPLE_DATA_BIT_LOOP[7].sampled_data_reg[15],FDRE,SLICE_X52Y32,SLICEL.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[2].SAMPLE_DATA_BIT_LOOP[0].sampled_data_reg[16],FDRE,SLICE_X45Y33,SLICEL.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[2].SAMPLE_DATA_BIT_LOOP[1].sampled_data_reg[17],FDRE,SLICE_X46Y33,SLICEM.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[2].SAMPLE_DATA_BIT_LOOP[2].sampled_data_reg[18],FDRE,SLICE_X47Y33,SLICEL.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[2].SAMPLE_DATA_BIT_LOOP[3].sampled_data_reg[19],FDRE,SLICE_X48Y33,SLICEL.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[2].SAMPLE_DATA_BIT_LOOP[4].sampled_data_reg[20],FDRE,SLICE_X49Y33,SLICEL.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[2].SAMPLE_DATA_BIT_LOOP[5].sampled_data_reg[21],FDRE,SLICE_X50Y33,SLICEM.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[2].SAMPLE_DATA_BIT_LOOP[6].sampled_data_reg[22],FDRE,SLICE_X51Y33,SLICEL.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[2].SAMPLE_DATA_BIT_LOOP[7].sampled_data_reg[23],FDRE,SLICE_X52Y33,SLICEL.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[3].SAMPLE_DATA_BIT_LOOP[0].sampled_data_reg[24],FDRE,SLICE_X45Y34,SLICEL.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[3].SAMPLE_DATA_BIT_LOOP[1].sampled_data_reg[25],FDRE,SLICE_X46Y34,SLICEM.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[3].SAMPLE_DATA_BIT_LOOP[2].sampled_data_reg[26],FDRE,SLICE_X47Y34,SLICEL.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[3].SAMPLE_DATA_BIT_LOOP[3].sampled_data_reg[27],FDRE,SLICE_X48Y34,SLICEL.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[3].SAMPLE_DATA_BIT_LOOP[4].sampled_data_reg[28],FDRE,SLICE_X49Y34,SLICEL.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[3].SAMPLE_DATA_BIT_LOOP[5].sampled_data_reg[29],FDRE,SLICE_X50Y34,SLICEM.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[3].SAMPLE_DATA_BIT_LOOP[6].sampled_data_reg[30],FDRE,SLICE_X51Y34,SLICEL.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[3].SAMPLE_DATA_BIT_LOOP[7].sampled_data_reg[31],FDRE,SLICE_X52Y34,SLICEL.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[4].SAMPLE_DATA_BIT_LOOP[0].sampled_data_reg[32],FDRE,SLICE_X45Y35,SLICEL.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[4].SAMPLE_DATA_BIT_LOOP[1].sampled_data_reg[33],FDRE,SLICE_X46Y35,SLICEM.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[4].SAMPLE_DATA_BIT_LOOP[2].sampled_data_reg[34],FDRE,SLICE_X47Y35,SLICEL.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[4].SAMPLE_DATA_BIT_LOOP[3].sampled_data_reg[35],FDRE,SLICE_X48Y35,SLICEL.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[4].SAMPLE_DATA_BIT_LOOP[4].sampled_data_reg[36],FDRE,SLICE_X49Y35,SLICEL.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[4].SAMPLE_DATA_BIT_LOOP[5].sampled_data_reg[37],FDRE,SLICE_X50Y35,SLICEM.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[4].SAMPLE_DATA_BIT_LOOP[6].sampled_data_reg[38],FDRE,SLICE_X51Y35,SLICEL.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[4].SAMPLE_DATA_BIT_LOOP[7].sampled_data_reg[39],FDRE,SLICE_X52Y35,SLICEL.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[5].SAMPLE_DATA_BIT_LOOP[0].sampled_data_reg[40],FDRE,SLICE_X45Y36,SLICEL.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[5].SAMPLE_DATA_BIT_LOOP[1].sampled_data_reg[41],FDRE,SLICE_X46Y36,SLICEM.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[5].SAMPLE_DATA_BIT_LOOP[2].sampled_data_reg[42],FDRE,SLICE_X47Y36,SLICEL.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[5].SAMPLE_DATA_BIT_LOOP[3].sampled_data_reg[43],FDRE,SLICE_X48Y36,SLICEL.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[5].SAMPLE_DATA_BIT_LOOP[4].sampled_data_reg[44],FDRE,SLICE_X49Y36,SLICEL.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[5].SAMPLE_DATA_BIT_LOOP[5].sampled_data_reg[45],FDRE,SLICE_X50Y36,SLICEM.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[5].SAMPLE_DATA_BIT_LOOP[6].sampled_data_reg[46],FDRE,SLICE_X51Y36,SLICEL.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[5].SAMPLE_DATA_BIT_LOOP[7].sampled_data_reg[47],FDRE,SLICE_X52Y36,SLICEL.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[6].SAMPLE_DATA_BIT_LOOP[0].sampled_data_reg[48],FDRE,SLICE_X45Y37,SLICEL.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[6].SAMPLE_DATA_BIT_LOOP[1].sampled_data_reg[49],FDRE,SLICE_X46Y37,SLICEM.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[6].SAMPLE_DATA_BIT_LOOP[2].sampled_data_reg[50],FDRE,SLICE_X47Y37,SLICEL.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[6].SAMPLE_DATA_BIT_LOOP[3].sampled_data_reg[51],FDRE,SLICE_X48Y37,SLICEL.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[6].SAMPLE_DATA_BIT_LOOP[4].sampled_data_reg[52],FDRE,SLICE_X49Y37,SLICEL.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[6].SAMPLE_DATA_BIT_LOOP[5].sampled_data_reg[53],FDRE,SLICE_X50Y37,SLICEM.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[6].SAMPLE_DATA_BIT_LOOP[6].sampled_data_reg[54],FDRE,SLICE_X51Y37,SLICEL.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[6].SAMPLE_DATA_BIT_LOOP[7].sampled_data_reg[55],FDRE,SLICE_X52Y37,SLICEL.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[7].SAMPLE_DATA_BIT_LOOP[0].sampled_data_reg[56],FDRE,SLICE_X45Y38,SLICEL.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[7].SAMPLE_DATA_BIT_LOOP[1].sampled_data_reg[57],FDRE,SLICE_X46Y38,SLICEM.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[7].SAMPLE_DATA_BIT_LOOP[2].sampled_data_reg[58],FDRE,SLICE_X47Y38,SLICEL.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[7].SAMPLE_DATA_BIT_LOOP[3].sampled_data_reg[59],FDRE,SLICE_X48Y38,SLICEL.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[7].SAMPLE_DATA_BIT_LOOP[4].sampled_data_reg[60],FDRE,SLICE_X49Y38,SLICEL.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[7].SAMPLE_DATA_BIT_LOOP[5].sampled_data_reg[61],FDRE,SLICE_X50Y38,SLICEM.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[7].SAMPLE_DATA_BIT_LOOP[6].sampled_data_reg[62],FDRE,SLICE_X51Y38,SLICEL.A5FF
u_entropy_source/SAMPLE_DATA_LINE_LOOP[7].SAMPLE_DATA_BIT_LOOP[7].sampled_data_reg[63],FDRE,SLICE_X52Y38,SLICEL.A5FF
u_entropy_source/VCC,VCC,,
u_entropy_source/rand_bit_i_1,LUT5,SLICE_X44Y33,SLICEL.A6LUT
u_entropy_source/rand_bit_i_10,LUT6,SLICE_X49Y37,SLICEL.A6LUT
u_entropy_source/rand_bit_i_11,LUT6,SLICE_X49Y38,SLICEL.A6LUT
u_entropy_source/rand_bit_i_12,LUT6,SLICE_X48Y36,SLICEL.A6LUT
u_entropy_source/rand_bit_i_13,LUT6,SLICE_X49Y37,SLICEL.B6LUT
u_entropy_source/rand_bit_i_2,LUT5,SLICE_X47Y31,SLICEL.A6LUT
u_entropy_source/rand_bit_i_3,LUT6,SLICE_X49Y31,SLICEL.A6LUT
u_entropy_source/rand_bit_i_4,LUT6,SLICE_X49Y36,SLICEL.A6LUT
u_entropy_source/rand_bit_i_5,LUT6,SLICE_X47Y33,SLICEL.B6LUT
u_entropy_source/rand_bit_i_6,LUT6,SLICE_X49Y32,SLICEL.A6LUT
u_entropy_source/rand_bit_i_7,LUT6,SLICE_X47Y34,SLICEL.A6LUT
u_entropy_source/rand_bit_i_8,LUT6,SLICE_X49Y35,SLICEL.A6LUT
u_entropy_source/rand_bit_i_9,LUT6,SLICE_X49Y34,SLICEL.A6LUT
u_entropy_source/rand_bit_reg,FDRE,SLICE_X44Y33,SLICEL.AFF
u_entropy_source/u_BUFG,BUFG,BUFGCTRL_X0Y0,BUFG.BUFG
u_fifo_generator_0,fifo_generator_0,,
u_fifo_generator_0/U0,fifo_generator_0fifo_generator_v13_2_9,,
u_fifo_generator_0/U0/inst_fifo_gen,fifo_generator_0fifo_generator_v13_2_9_synth,,
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf,fifo_generator_0fifo_generator_top,,
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf,fifo_generator_0fifo_generator_ramfifo,,
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx,fifo_generator_0clk_x_pntrs,,
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/gmux.gm[2].gms.ms_i_1,LUT4,SLICE_X31Y38,SLICEL.C6LUT
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/gmux.gm[2].gms.ms_i_1__0,LUT4,SLICE_X30Y38,SLICEM.C6LUT
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/gmux.gm[3].gms.ms_i_1,LUT4,SLICE_X31Y38,SLICEL.D6LUT
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/gmux.gm[3].gms.ms_i_1__0,LUT4,SLICE_X30Y38,SLICEM.D6LUT
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/gmux.gm[4].gms.ms_i_1,LUT4,SLICE_X31Y39,SLICEL.A6LUT
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/gmux.gm[4].gms.ms_i_1__0,LUT4,SLICE_X30Y39,SLICEM.A6LUT
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst,fifo_generator_0xpm_cdc_gray__parameterized1,,
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/GND,GND,,
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/VCC,VCC,,
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/dest_graysync_ff_reg[0][0],FDRE,SLICE_X32Y37,SLICEM.AFF
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/dest_graysync_ff_reg[0][1],FDRE,SLICE_X32Y41,SLICEM.AFF
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/dest_graysync_ff_reg[0][2],FDRE,SLICE_X33Y42,SLICEL.AFF
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/dest_graysync_ff_reg[0][3],FDRE,SLICE_X33Y42,SLICEL.BFF
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/dest_graysync_ff_reg[0][4],FDRE,SLICE_X33Y40,SLICEL.AFF
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/dest_graysync_ff_reg[0][5],FDRE,SLICE_X32Y39,SLICEM.AFF
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/dest_graysync_ff_reg[0][6],FDRE,SLICE_X32Y39,SLICEM.BFF
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/dest_graysync_ff_reg[1][0],FDRE,SLICE_X32Y37,SLICEM.A5FF
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/dest_graysync_ff_reg[1][1],FDRE,SLICE_X32Y41,SLICEM.A5FF
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/dest_graysync_ff_reg[1][2],FDRE,SLICE_X33Y42,SLICEL.A5FF
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/dest_graysync_ff_reg[1][3],FDRE,SLICE_X33Y42,SLICEL.B5FF
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/dest_graysync_ff_reg[1][4],FDRE,SLICE_X33Y40,SLICEL.A5FF
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/dest_graysync_ff_reg[1][5],FDRE,SLICE_X32Y39,SLICEM.A5FF
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/dest_graysync_ff_reg[1][6],FDRE,SLICE_X32Y39,SLICEM.B5FF
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/dest_out_bin_ff[0]_i_1,LUT2,SLICE_X32Y37,SLICEM.B6LUT
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/dest_out_bin_ff[1]_i_1,LUT6,SLICE_X32Y41,SLICEM.B6LUT
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/dest_out_bin_ff[2]_i_1,LUT5,SLICE_X31Y41,SLICEL.A6LUT
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/dest_out_bin_ff[3]_i_1,LUT4,SLICE_X31Y41,SLICEL.B6LUT
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/dest_out_bin_ff[4]_i_1,LUT3,SLICE_X31Y41,SLICEL.C6LUT
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/dest_out_bin_ff[5]_i_1,LUT2,SLICE_X29Y39,SLICEL.A6LUT
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/dest_out_bin_ff_reg[0],FDRE,SLICE_X32Y37,SLICEM.BFF
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/dest_out_bin_ff_reg[1],FDRE,SLICE_X30Y38,SLICEM.AFF
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/dest_out_bin_ff_reg[2],FDRE,SLICE_X31Y41,SLICEL.AFF
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/dest_out_bin_ff_reg[3],FDRE,SLICE_X31Y41,SLICEL.BFF
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/dest_out_bin_ff_reg[4],FDRE,SLICE_X31Y41,SLICEL.CFF
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/dest_out_bin_ff_reg[5],FDRE,SLICE_X29Y39,SLICEL.AFF
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/dest_out_bin_ff_reg[6],FDRE,SLICE_X31Y39,SLICEL.AFF
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/src_gray_ff[0]_i_1,LUT2,SLICE_X33Y41,SLICEL.A6LUT
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/src_gray_ff[1]_i_1,LUT2,SLICE_X33Y41,SLICEL.A5LUT
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/src_gray_ff[2]_i_1,LUT2,SLICE_X33Y41,SLICEL.B6LUT
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/src_gray_ff[3]_i_1,LUT2,SLICE_X33Y41,SLICEL.B5LUT
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/src_gray_ff[4]_i_1,LUT2,SLICE_X33Y39,SLICEL.A6LUT
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/src_gray_ff[5]_i_1,LUT2,SLICE_X33Y39,SLICEL.A5LUT
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/src_gray_ff_reg[0],FDRE,SLICE_X33Y41,SLICEL.AFF
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/src_gray_ff_reg[1],FDRE,SLICE_X33Y41,SLICEL.A5FF
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/src_gray_ff_reg[2],FDRE,SLICE_X33Y41,SLICEL.BFF
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/src_gray_ff_reg[3],FDRE,SLICE_X33Y41,SLICEL.B5FF
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/src_gray_ff_reg[4],FDRE,SLICE_X33Y39,SLICEL.AFF
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/src_gray_ff_reg[5],FDRE,SLICE_X33Y39,SLICEL.A5FF
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/src_gray_ff_reg[6],FDRE,SLICE_X33Y39,SLICEL.C5FF
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/wr_pntr_cdc_inst,fifo_generator_0xpm_cdc_gray,,
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/wr_pntr_cdc_inst/GND,GND,,
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/wr_pntr_cdc_inst/VCC,VCC,,
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/wr_pntr_cdc_inst/dest_graysync_ff_reg[0][3],FDRE,SLICE_X34Y40,SLICEM.AFF
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/wr_pntr_cdc_inst/dest_graysync_ff_reg[0][4],FDRE,SLICE_X32Y38,SLICEM.AFF
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/wr_pntr_cdc_inst/dest_graysync_ff_reg[0][5],FDRE,SLICE_X34Y40,SLICEM.BFF
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/wr_pntr_cdc_inst/dest_graysync_ff_reg[0][6],FDRE,SLICE_X34Y40,SLICEM.CFF
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/wr_pntr_cdc_inst/dest_graysync_ff_reg[0][7],FDRE,SLICE_X32Y38,SLICEM.BFF
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/wr_pntr_cdc_inst/dest_graysync_ff_reg[0][8],FDRE,SLICE_X33Y38,SLICEL.AFF
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/wr_pntr_cdc_inst/dest_graysync_ff_reg[0][9],FDRE,SLICE_X33Y39,SLICEL.BFF
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/wr_pntr_cdc_inst/dest_graysync_ff_reg[1][3],FDRE,SLICE_X34Y40,SLICEM.A5FF
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/wr_pntr_cdc_inst/dest_graysync_ff_reg[1][4],FDRE,SLICE_X32Y38,SLICEM.A5FF
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/wr_pntr_cdc_inst/dest_graysync_ff_reg[1][5],FDRE,SLICE_X34Y40,SLICEM.B5FF
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/wr_pntr_cdc_inst/dest_graysync_ff_reg[1][6],FDRE,SLICE_X34Y40,SLICEM.C5FF
