label,input_frames_csv,packed_bin,packed_bin_sha256,restart_count,bytes_per_restart,packed_bytes,expanded_bits,total_ones,overall_p1,row_ones_mean,row_ones_std,row_ones_min,row_ones_max,worst_byte_index,worst_bit_index,worst_ones,worst_zeros,worst_x,worst_p1,worst_msb_expanded_column,worst_lsb_expanded_column,issue_count,missing_count,duplicate_count,out_of_range_count,created_at
restart_fifo_diag_regs_only_warmup5_1000x32_run01_no_xadc,E:\Project\MLDSA\RO_TRNG\data\experiments\restart_fifo_diag_20260524\restart_fifo_diag_regs_only_warmup5_1000x32_run01_no_xadc.frames.csv,E:\Project\MLDSA\RO_TRNG\data\experiments\restart_fifo_diag_20260524\restart_fifo_diag_regs_only_warmup5_1000x32_run01_no_xadc.send_packed.bin,8665D8BF5157A8303EDBDA6F72D81252612EFBB3BD1D635EBCEED42481981430,1000,32,32000,256000,72988,0.285109375,72.988000000,7.648258364,51,101,0,3,101,899,899,0.101000000,4,3,0,0,0,0,2026-05-24 22:28:14
