name,ref_name_formal,ref_name_compact,formal_loc,compact_loc,formal_bel,compact_bel,loc_changed,bel_changed
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/wr_pntr_cdc_inst/src_gray_ff[6]_i_1,LUT2,LUT2,SLICE_X32Y40,SLICE_X31Y40,SLICEM.B6LUT,SLICEL.C6LUT,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/wr_pntr_cdc_inst/src_gray_ff[7]_i_1,LUT2,LUT2,SLICE_X32Y40,SLICE_X31Y40,SLICEM.B5LUT,SLICEL.C5LUT,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/wr_pntr_cdc_inst/src_gray_ff[8]_i_1,LUT2,LUT2,SLICE_X33Y40,SLICE_X31Y39,SLICEL.B6LUT,SLICEL.C6LUT,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/wr_pntr_cdc_inst/src_gray_ff_reg[3],FDRE,FDRE,SLICE_X32Y40,SLICE_X31Y39,SLICEM.CFF,SLICEL.DFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/wr_pntr_cdc_inst/src_gray_ff_reg[4],FDRE,FDRE,SLICE_X32Y40,SLICE_X31Y39,SLICEM.AFF,SLICEL.BFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/wr_pntr_cdc_inst/src_gray_ff_reg[5],FDRE,FDRE,SLICE_X32Y40,SLICE_X31Y39,SLICEM.A5FF,SLICEL.B5FF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/wr_pntr_cdc_inst/src_gray_ff_reg[6],FDRE,FDRE,SLICE_X32Y40,SLICE_X31Y40,SLICEM.BFF,SLICEL.CFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/wr_pntr_cdc_inst/src_gray_ff_reg[7],FDRE,FDRE,SLICE_X32Y40,SLICE_X31Y40,SLICEM.B5FF,SLICEL.C5FF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/wr_pntr_cdc_inst/src_gray_ff_reg[8],FDRE,FDRE,SLICE_X33Y40,SLICE_X31Y39,SLICEL.BFF,SLICEL.CFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/wr_pntr_cdc_inst/src_gray_ff_reg[9],FDRE,FDRE,SLICE_X33Y40,SLICE_X31Y40,SLICEL.B5FF,SLICEL.DFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.rd/gr1.gr1_int.rfwft/DEVICE_7SERIES.NO_BMM_INFO.SDP.WIDE_PRIM18_sp.ram_i_1,LUT4,LUT4,SLICE_X34Y37,SLICE_X32Y42,SLICEM.C6LUT,SLICEM.B5LUT,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.rd/gr1.gr1_int.rfwft/aempty_fwft_fb_i_i_1,LUT5,LUT5,SLICE_X35Y37,SLICE_X32Y42,SLICEL.D6LUT,SLICEM.B6LUT,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.rd/gr1.gr1_int.rfwft/aempty_fwft_fb_i_reg,FDRE,FDRE,SLICE_X35Y37,SLICE_X32Y42,SLICEL.A5FF,SLICEM.AFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.rd/gr1.gr1_int.rfwft/aempty_fwft_i_reg,FDRE,FDRE,SLICE_X35Y37,SLICE_X32Y42,SLICEL.B5FF,SLICEM.BFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.rd/gr1.gr1_int.rfwft/empty_fwft_fb_i_i_1,LUT4,LUT4,SLICE_X35Y37,SLICE_X32Y42,SLICEL.C6LUT,SLICEM.C6LUT,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.rd/gr1.gr1_int.rfwft/empty_fwft_fb_i_reg,FDRE,FDRE,SLICE_X35Y37,SLICE_X32Y42,SLICEL.CFF,SLICEM.CFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.rd/gr1.gr1_int.rfwft/empty_fwft_fb_o_i_i_1,LUT4,LUT4,SLICE_X35Y37,SLICE_X32Y43,SLICEL.A6LUT,SLICEM.A6LUT,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.rd/gr1.gr1_int.rfwft/empty_fwft_fb_o_i_reg,FDRE,FDRE,SLICE_X35Y37,SLICE_X32Y43,SLICEL.AFF,SLICEM.AFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.rd/gr1.gr1_int.rfwft/empty_fwft_i_reg,FDRE,FDRE,SLICE_X36Y38,SLICE_X32Y42,SLICEM.AFF,SLICEM.DFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.rd/gr1.gr1_int.rfwft/gc0.count_d1[6]_i_1,LUT4,LUT4,SLICE_X35Y37,SLICE_X32Y42,SLICEL.D5LUT,SLICEM.A5LUT,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.rd/gr1.gr1_int.rfwft/goreg_bm.dout_i[0]_i_1,LUT3,LUT3,SLICE_X35Y37,SLICE_X32Y42,SLICEL.C5LUT,SLICEM.A6LUT,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.rd/gr1.gr1_int.rfwft/gpregsm1.curr_fwft_state[0]_i_1,LUT3,LUT3,SLICE_X34Y37,SLICE_X32Y43,SLICEM.A6LUT,SLICEM.B6LUT,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.rd/gr1.gr1_int.rfwft/gpregsm1.curr_fwft_state[1]_i_1,LUT4,LUT4,SLICE_X34Y37,SLICE_X32Y43,SLICEM.A5LUT,SLICEM.B5LUT,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.rd/gr1.gr1_int.rfwft/gpregsm1.curr_fwft_state_reg[0],FDRE,FDRE,SLICE_X34Y37,SLICE_X32Y43,SLICEM.AFF,SLICEM.BFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.rd/gr1.gr1_int.rfwft/gpregsm1.curr_fwft_state_reg[1],FDRE,FDRE,SLICE_X34Y37,SLICE_X32Y43,SLICEM.A5FF,SLICEM.B5FF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.rd/gr1.gr1_int.rfwft/gpregsm1.user_valid_i_1,LUT4,LUT4,SLICE_X35Y37,SLICE_X32Y43,SLICEL.B6LUT,SLICEM.C6LUT,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.rd/gr1.gr1_int.rfwft/gpregsm1.user_valid_reg,FDRE,FDRE,SLICE_X35Y37,SLICE_X32Y43,SLICEL.BFF,SLICEM.CFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.rd/gras.rsts/ram_empty_fb_i_reg,FDRE,FDRE,SLICE_X34Y37,SLICE_X32Y42,SLICEM.CFF,SLICEM.C5FF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.rd/gras.rsts/ram_empty_i_reg,FDRE,FDRE,SLICE_X34Y37,SLICE_X32Y41,SLICEM.DFF,SLICEM.AFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.rd/rpntr/gc0.count[0]_i_1,LUT1,LUT1,SLICE_X35Y39,SLICE_X28Y42,SLICEL.A6LUT,SLICEL.A6LUT,True,False
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.rd/rpntr/gc0.count[1]_i_1,LUT2,LUT2,SLICE_X35Y39,SLICE_X28Y42,SLICEL.A5LUT,SLICEL.A5LUT,True,False
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.rd/rpntr/gc0.count[2]_i_1,LUT3,LUT3,SLICE_X35Y39,SLICE_X28Y42,SLICEL.B6LUT,SLICEL.B6LUT,True,False
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.rd/rpntr/gc0.count[3]_i_1,LUT4,LUT4,SLICE_X35Y39,SLICE_X28Y42,SLICEL.B5LUT,SLICEL.B5LUT,True,False
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.rd/rpntr/gc0.count[4]_i_1,LUT5,LUT5,SLICE_X34Y39,SLICE_X28Y41,SLICEM.A5LUT,SLICEL.A5LUT,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.rd/rpntr/gc0.count[5]_i_1,LUT6,LUT6,SLICE_X35Y39,SLICE_X28Y41,SLICEL.C6LUT,SLICEL.B6LUT,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.rd/rpntr/gc0.count[6]_i_1,LUT3,LUT3,SLICE_X34Y38,SLICE_X29Y41,SLICEM.A6LUT,SLICEL.A6LUT,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.rd/rpntr/gc0.count[6]_i_2,LUT5,LUT5,SLICE_X34Y39,SLICE_X28Y41,SLICEM.A6LUT,SLICEL.A6LUT,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.rd/rpntr/gc0.count_d1_reg[0],FDRE,FDRE,SLICE_X34Y39,SLICE_X28Y41,SLICEM.AFF,SLICEL.AFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.rd/rpntr/gc0.count_d1_reg[1],FDRE,FDRE,SLICE_X34Y39,SLICE_X28Y41,SLICEM.BFF,SLICEL.B5FF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.rd/rpntr/gc0.count_d1_reg[2],FDRE,FDRE,SLICE_X34Y39,SLICE_X28Y41,SLICEM.CFF,SLICEL.CFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.rd/rpntr/gc0.count_d1_reg[3],FDRE,FDRE,SLICE_X34Y39,SLICE_X28Y41,SLICEM.DFF,SLICEL.DFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.rd/rpntr/gc0.count_d1_reg[4],FDRE,FDRE,SLICE_X34Y38,SLICE_X29Y41,SLICEM.A5FF,SLICEL.A5FF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.rd/rpntr/gc0.count_d1_reg[5],FDRE,FDRE,SLICE_X34Y38,SLICE_X29Y41,SLICEM.BFF,SLICEL.BFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.rd/rpntr/gc0.count_d1_reg[6],FDRE,FDRE,SLICE_X34Y38,SLICE_X29Y41,SLICEM.CFF,SLICEL.CFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.rd/rpntr/gc0.count_reg[0],FDRE,FDRE,SLICE_X35Y39,SLICE_X28Y42,SLICEL.AFF,SLICEL.AFF,True,False
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.rd/rpntr/gc0.count_reg[1],FDRE,FDRE,SLICE_X35Y39,SLICE_X28Y42,SLICEL.A5FF,SLICEL.A5FF,True,False
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.rd/rpntr/gc0.count_reg[2],FDRE,FDRE,SLICE_X35Y39,SLICE_X28Y42,SLICEL.BFF,SLICEL.BFF,True,False
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.rd/rpntr/gc0.count_reg[3],FDRE,FDRE,SLICE_X35Y39,SLICE_X28Y42,SLICEL.B5FF,SLICEL.B5FF,True,False
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.rd/rpntr/gc0.count_reg[4],FDRE,FDRE,SLICE_X34Y39,SLICE_X28Y41,SLICEM.B5FF,SLICEL.C5FF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.rd/rpntr/gc0.count_reg[5],FDRE,FDRE,SLICE_X35Y39,SLICE_X28Y41,SLICEL.CFF,SLICEL.BFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.rd/rpntr/gc0.count_reg[6],FDRE,FDRE,SLICE_X34Y38,SLICE_X29Y41,SLICEM.AFF,SLICEL.AFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.rd/rpntr/ram_empty_i_i_1,LUT6,LUT6,SLICE_X34Y37,SLICE_X32Y42,SLICEM.B6LUT,SLICEM.D6LUT,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.rd/rpntr/ram_empty_i_i_2,LUT6,LUT6,SLICE_X34Y38,SLICE_X29Y41,SLICEM.B6LUT,SLICEL.B6LUT,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.rd/rpntr/ram_empty_i_i_3,LUT6,LUT6,SLICE_X34Y39,SLICE_X28Y41,SLICEM.C6LUT,SLICEL.D6LUT,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.rd/rpntr/ram_empty_i_i_4,LUT4,LUT4,SLICE_X34Y39,SLICE_X28Y40,SLICEM.B6LUT,SLICEL.A6LUT,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.rd/rpntr/ram_empty_i_i_5,LUT6,LUT6,SLICE_X34Y38,SLICE_X29Y41,SLICEM.C6LUT,SLICEL.C6LUT,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.rd/rpntr/ram_empty_i_i_6,LUT4,LUT4,SLICE_X34Y39,SLICE_X28Y41,SLICEM.D6LUT,SLICEL.C6LUT,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.rd/rpntr/ram_empty_i_i_7,LUT6,LUT6,SLICE_X34Y38,SLICE_X29Y41,SLICEM.D6LUT,SLICEL.D6LUT,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.wr/gwas.wsts/DEVICE_7SERIES.NO_BMM_INFO.SDP.WIDE_PRIM18_sp.ram_i_2,LUT2,LUT2,SLICE_X31Y40,SLICE_X34Y38,SLICEL.B6LUT,SLICEM.C6LUT,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.wr/gwas.wsts/c1/gmux.gm[0].gm1.m1_CARRY4,CARRY4,CARRY4,SLICE_X31Y38,SLICE_X33Y38,SLICEL.CARRY4,SLICEL.CARRY4,True,False
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.wr/gwas.wsts/c1/gmux.gm[4].gms.ms_CARRY4,CARRY4,CARRY4,SLICE_X31Y39,SLICE_X33Y39,SLICEL.CARRY4,SLICEL.CARRY4,True,False
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.wr/gwas.wsts/c1/ram_full_i_i_1,LUT4,LUT4,SLICE_X31Y40,SLICE_X34Y38,SLICEL.B5LUT,SLICEM.C5LUT,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.wr/gwas.wsts/c2/gmux.gm[0].gm1.m1_CARRY4,CARRY4,CARRY4,SLICE_X30Y38,SLICE_X32Y38,SLICEM.CARRY4,SLICEM.CARRY4,True,False
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.wr/gwas.wsts/c2/gmux.gm[4].gms.ms_CARRY4,CARRY4,CARRY4,SLICE_X30Y39,SLICE_X32Y39,SLICEM.CARRY4,SLICEM.CARRY4,True,False
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.wr/gwas.wsts/ram_full_fb_i_reg,FDRE,FDRE,SLICE_X31Y39,SLICE_X32Y38,SLICEL.BFF,SLICEM.AFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.wr/gwas.wsts/ram_full_i_reg,FDRE,FDRE,SLICE_X32Y40,SLICE_X32Y38,SLICEM.C5FF,SLICEM.BFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.wr/wpntr/gic0.gc0.count[0]_i_1,LUT1,LUT1,SLICE_X30Y40,SLICE_X35Y38,SLICEM.B6LUT,SLICEL.B6LUT,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.wr/wpntr/gic0.gc0.count[1]_i_1,LUT2,LUT2,SLICE_X30Y37,SLICE_X35Y38,SLICEM.A6LUT,SLICEL.A6LUT,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.wr/wpntr/gic0.gc0.count[2]_i_1,LUT3,LUT3,SLICE_X30Y37,SLICE_X35Y38,SLICEM.A5LUT,SLICEL.A5LUT,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.wr/wpntr/gic0.gc0.count[3]_i_1,LUT4,LUT4,SLICE_X30Y37,SLICE_X33Y40,SLICEM.B6LUT,SLICEL.A6LUT,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.wr/wpntr/gic0.gc0.count[4]_i_1,LUT5,LUT5,SLICE_X30Y37,SLICE_X33Y40,SLICEM.B5LUT,SLICEL.A5LUT,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.wr/wpntr/gic0.gc0.count[5]_i_1,LUT6,LUT6,SLICE_X30Y37,SLICE_X33Y40,SLICEM.C6LUT,SLICEL.B6LUT,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.wr/wpntr/gic0.gc0.count[6]_i_1,LUT2,LUT2,SLICE_X30Y40,SLICE_X34Y38,SLICEM.A6LUT,SLICEM.A6LUT,True,False
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.wr/wpntr/gic0.gc0.count[7]_i_1,LUT3,LUT3,SLICE_X30Y40,SLICE_X34Y38,SLICEM.A5LUT,SLICEM.A5LUT,True,False
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.wr/wpntr/gic0.gc0.count[8]_i_1,LUT4,LUT4,SLICE_X31Y40,SLICE_X34Y38,SLICEL.A6LUT,SLICEM.B6LUT,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.wr/wpntr/gic0.gc0.count[9]_i_1,LUT5,LUT5,SLICE_X31Y40,SLICE_X34Y38,SLICEL.A5LUT,SLICEM.B5LUT,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.wr/wpntr/gic0.gc0.count[9]_i_2,LUT6,LUT6,SLICE_X30Y39,SLICE_X34Y38,SLICEM.C6LUT,SLICEM.D6LUT,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.wr/wpntr/gic0.gc0.count_d1_reg[0],FDRE,FDRE,SLICE_X30Y40,SLICE_X34Y39,SLICEM.B5FF,SLICEM.AFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.wr/wpntr/gic0.gc0.count_d1_reg[1],FDRE,FDRE,SLICE_X30Y39,SLICE_X33Y39,SLICEM.AFF,SLICEL.AFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.wr/wpntr/gic0.gc0.count_d1_reg[2],FDRE,FDRE,SLICE_X30Y39,SLICE_X35Y38,SLICEM.BFF,SLICEL.B5FF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.wr/wpntr/gic0.gc0.count_d1_reg[3],FDRE,FDRE,SLICE_X30Y39,SLICE_X33Y40,SLICEM.CFF,SLICEL.B5FF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.wr/wpntr/gic0.gc0.count_d1_reg[4],FDRE,FDRE,SLICE_X30Y39,SLICE_X34Y38,SLICEM.DFF,SLICEM.CFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.wr/wpntr/gic0.gc0.count_d1_reg[5],FDRE,FDRE,SLICE_X31Y37,SLICE_X33Y38,SLICEL.AFF,SLICEL.AFF,True,False
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.wr/wpntr/gic0.gc0.count_d1_reg[6],FDRE,FDRE,SLICE_X31Y38,SLICE_X33Y38,SLICEL.AFF,SLICEL.BFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.wr/wpntr/gic0.gc0.count_d1_reg[7],FDRE,FDRE,SLICE_X30Y40,SLICE_X33Y38,SLICEM.CFF,SLICEL.CFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.wr/wpntr/gic0.gc0.count_d1_reg[8],FDRE,FDRE,SLICE_X31Y38,SLICE_X33Y39,SLICEL.BFF,SLICEL.BFF,True,False
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.wr/wpntr/gic0.gc0.count_d1_reg[9],FDRE,FDRE,SLICE_X31Y40,SLICE_X33Y39,SLICEL.BFF,SLICEL.CFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.wr/wpntr/gic0.gc0.count_d2_reg[0],FDRE,FDRE,SLICE_X30Y40,SLICE_X33Y40,SLICEM.DFF,SLICEL.CFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.wr/wpntr/gic0.gc0.count_d2_reg[1],FDRE,FDRE,SLICE_X30Y39,SLICE_X33Y39,SLICEM.B5FF,SLICEL.DFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.wr/wpntr/gic0.gc0.count_d2_reg[2],FDRE,FDRE,SLICE_X30Y40,SLICE_X33Y38,SLICEM.C5FF,SLICEL.DFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.wr/wpntr/gic0.gc0.count_d2_reg[3],FDRE,FDRE,SLICE_X31Y40,SLICE_X33Y40,SLICEL.CFF,SLICEL.DFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.wr/wpntr/gic0.gc0.count_d2_reg[4],FDRE,FDRE,SLICE_X31Y40,SLICE_X34Y38,SLICEL.DFF,SLICEM.DFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.wr/wpntr/gic0.gc0.count_d2_reg[5],FDRE,FDRE,SLICE_X31Y38,SLICE_X33Y39,SLICEL.CFF,SLICEL.B5FF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.wr/wpntr/gic0.gc0.count_d2_reg[6],FDRE,FDRE,SLICE_X31Y40,SLICE_X33Y39,SLICEL.C5FF,SLICEL.C5FF,True,False
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.wr/wpntr/gic0.gc0.count_d2_reg[7],FDRE,FDRE,SLICE_X30Y40,SLICE_X33Y40,SLICEM.D5FF,SLICEL.C5FF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.wr/wpntr/gic0.gc0.count_d2_reg[8],FDRE,FDRE,SLICE_X31Y38,SLICE_X33Y39,SLICEL.DFF,SLICEL.D5FF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gl0.wr/wpntr/gic0.gc0.count_d2_reg[9],FDRE,FDRE,SLICE_X31Y40,SLICE_X33Y40,SLICEL.D5FF,SLICEL.D5FF,True,False
