name,ref_name_formal,ref_name_compact,formal_loc,compact_loc,formal_bel,compact_bel,loc_changed,bel_changed
state_count_reg[44]_i_2,CARRY4,CARRY4,SLICE_X41Y46,SLICE_X40Y44,SLICEL.CARRY4,SLICEL.CARRY4,True,False
state_count_reg[45],FDRE,FDRE,SLICE_X42Y47,SLICE_X41Y45,SLICEM.AFF,SLICEL.AFF,True,True
state_count_reg[46],FDRE,FDRE,SLICE_X42Y47,SLICE_X41Y45,SLICEM.BFF,SLICEL.BFF,True,True
state_count_reg[47],FDRE,FDRE,SLICE_X42Y47,SLICE_X41Y45,SLICEM.CFF,SLICEL.CFF,True,True
state_count_reg[48],FDRE,FDRE,SLICE_X42Y47,SLICE_X41Y45,SLICEM.DFF,SLICEL.DFF,True,True
state_count_reg[48]_i_2,CARRY4,CARRY4,SLICE_X41Y47,SLICE_X40Y45,SLICEL.CARRY4,SLICEL.CARRY4,True,False
state_count_reg[49],FDRE,FDRE,SLICE_X39Y48,SLICE_X41Y46,SLICEL.AFF,SLICEL.AFF,True,False
state_count_reg[4],FDRE,FDRE,SLICE_X40Y38,SLICE_X41Y35,SLICEL.DFF,SLICEL.AFF,True,True
state_count_reg[4]_i_2,CARRY4,CARRY4,SLICE_X41Y36,SLICE_X40Y34,SLICEL.CARRY4,SLICEL.CARRY4,True,False
state_count_reg[50],FDRE,FDRE,SLICE_X39Y48,SLICE_X41Y46,SLICEL.BFF,SLICEL.BFF,True,False
state_count_reg[51],FDRE,FDRE,SLICE_X39Y48,SLICE_X41Y46,SLICEL.CFF,SLICEL.CFF,True,False
state_count_reg[52],FDRE,FDRE,SLICE_X39Y48,SLICE_X41Y46,SLICEL.DFF,SLICEL.DFF,True,False
state_count_reg[52]_i_2,CARRY4,CARRY4,SLICE_X41Y48,SLICE_X40Y46,SLICEL.CARRY4,SLICEL.CARRY4,True,False
state_count_reg[53],FDRE,FDRE,SLICE_X40Y49,SLICE_X39Y47,SLICEL.AFF,SLICEL.AFF,True,False
state_count_reg[54],FDRE,FDRE,SLICE_X40Y49,SLICE_X39Y47,SLICEL.BFF,SLICEL.BFF,True,False
state_count_reg[55],FDRE,FDRE,SLICE_X40Y49,SLICE_X41Y47,SLICEL.CFF,SLICEL.AFF,True,True
state_count_reg[56],FDRE,FDRE,SLICE_X40Y49,SLICE_X39Y47,SLICEL.DFF,SLICEL.CFF,True,True
state_count_reg[56]_i_2,CARRY4,CARRY4,SLICE_X41Y49,SLICE_X40Y47,SLICEL.CARRY4,SLICEL.CARRY4,True,False
state_count_reg[57],FDRE,FDRE,SLICE_X40Y50,SLICE_X39Y48,SLICEL.AFF,SLICEL.AFF,True,False
state_count_reg[58],FDRE,FDRE,SLICE_X40Y50,SLICE_X41Y48,SLICEL.BFF,SLICEL.AFF,True,True
state_count_reg[59],FDRE,FDRE,SLICE_X40Y50,SLICE_X41Y48,SLICEL.CFF,SLICEL.BFF,True,True
state_count_reg[5],FDRE,FDRE,SLICE_X42Y40,SLICE_X41Y35,SLICEM.BFF,SLICEL.BFF,True,True
state_count_reg[60],FDRE,FDRE,SLICE_X42Y50,SLICE_X41Y48,SLICEM.AFF,SLICEL.CFF,True,True
state_count_reg[60]_i_2,CARRY4,CARRY4,SLICE_X41Y50,SLICE_X40Y48,SLICEL.CARRY4,SLICEL.CARRY4,True,False
state_count_reg[61],FDRE,FDRE,SLICE_X42Y50,SLICE_X39Y48,SLICEM.BFF,SLICEL.BFF,True,True
state_count_reg[62],FDRE,FDRE,SLICE_X42Y50,SLICE_X39Y48,SLICEM.CFF,SLICEL.CFF,True,True
state_count_reg[63],FDRE,FDRE,SLICE_X40Y50,SLICE_X41Y48,SLICEL.DFF,SLICEL.DFF,True,False
state_count_reg[63]_i_6,CARRY4,CARRY4,SLICE_X41Y51,SLICE_X40Y49,SLICEL.CARRY4,SLICEL.CARRY4,True,False
state_count_reg[6],FDRE,FDRE,SLICE_X42Y39,SLICE_X39Y35,SLICEM.BFF,SLICEL.CFF,True,True
state_count_reg[7],FDRE,FDRE,SLICE_X42Y38,SLICE_X41Y35,SLICEM.BFF,SLICEL.CFF,True,True
state_count_reg[8],FDRE,FDRE,SLICE_X42Y38,SLICE_X39Y35,SLICEM.CFF,SLICEL.DFF,True,True
state_count_reg[8]_i_2,CARRY4,CARRY4,SLICE_X41Y37,SLICE_X40Y35,SLICEL.CARRY4,SLICEL.CARRY4,True,False
state_count_reg[9],FDRE,FDRE,SLICE_X42Y38,SLICE_X39Y36,SLICEM.DFF,SLICEL.BFF,True,True
u_entropy_source/RO_SAMPLE_LOOP[1].u_LUT6_not1/u_LUT6,LUT6,LUT6,SLICE_X46Y32,SLICE_X47Y33,SLICEM.B6LUT,SLICEL.A6LUT,True,True
u_entropy_source/RO_SAMPLE_LOOP[7].u_LUT6_not1/u_LUT6,LUT6,LUT6,SLICE_X49Y45,SLICE_X49Y45,SLICEL.B6LUT,SLICEL.A6LUT,False,True
u_entropy_source/RO_SAMPLE_NAND.u_LUT6_nand2_1/u_LUT6,LUT6,LUT6,SLICE_X47Y33,SLICE_X46Y34,SLICEL.A6LUT,SLICEM.B6LUT,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/gmux.gm[2].gms.ms_i_1,LUT4,LUT4,SLICE_X31Y38,SLICE_X33Y38,SLICEL.C6LUT,SLICEL.C6LUT,True,False
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/gmux.gm[2].gms.ms_i_1__0,LUT4,LUT4,SLICE_X30Y38,SLICE_X32Y38,SLICEM.C6LUT,SLICEM.C6LUT,True,False
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/gmux.gm[3].gms.ms_i_1,LUT4,LUT4,SLICE_X31Y38,SLICE_X33Y38,SLICEL.D6LUT,SLICEL.D6LUT,True,False
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/gmux.gm[3].gms.ms_i_1__0,LUT4,LUT4,SLICE_X30Y38,SLICE_X32Y38,SLICEM.D6LUT,SLICEM.D6LUT,True,False
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/gmux.gm[4].gms.ms_i_1,LUT4,LUT4,SLICE_X31Y39,SLICE_X33Y39,SLICEL.A6LUT,SLICEL.A6LUT,True,False
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/gmux.gm[4].gms.ms_i_1__0,LUT4,LUT4,SLICE_X30Y39,SLICE_X32Y39,SLICEM.A6LUT,SLICEM.A6LUT,True,False
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/dest_graysync_ff_reg[0][0],FDRE,FDRE,SLICE_X32Y37,SLICE_X30Y39,SLICEM.AFF,SLICEM.AFF,True,False
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/dest_graysync_ff_reg[0][1],FDRE,FDRE,SLICE_X32Y41,SLICE_X30Y39,SLICEM.AFF,SLICEM.BFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/dest_graysync_ff_reg[0][2],FDRE,FDRE,SLICE_X33Y42,SLICE_X30Y39,SLICEL.AFF,SLICEM.CFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/dest_graysync_ff_reg[0][3],FDRE,FDRE,SLICE_X33Y42,SLICE_X30Y39,SLICEL.BFF,SLICEM.DFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/dest_graysync_ff_reg[0][4],FDRE,FDRE,SLICE_X33Y40,SLICE_X31Y40,SLICEL.AFF,SLICEL.AFF,True,False
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/dest_graysync_ff_reg[0][5],FDRE,FDRE,SLICE_X32Y39,SLICE_X31Y40,SLICEM.AFF,SLICEL.BFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/dest_graysync_ff_reg[0][6],FDRE,FDRE,SLICE_X32Y39,SLICE_X31Y41,SLICEM.BFF,SLICEL.AFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/dest_graysync_ff_reg[1][0],FDRE,FDRE,SLICE_X32Y37,SLICE_X30Y39,SLICEM.A5FF,SLICEM.A5FF,True,False
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/dest_graysync_ff_reg[1][1],FDRE,FDRE,SLICE_X32Y41,SLICE_X30Y39,SLICEM.A5FF,SLICEM.B5FF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/dest_graysync_ff_reg[1][2],FDRE,FDRE,SLICE_X33Y42,SLICE_X30Y39,SLICEL.A5FF,SLICEM.C5FF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/dest_graysync_ff_reg[1][3],FDRE,FDRE,SLICE_X33Y42,SLICE_X30Y39,SLICEL.B5FF,SLICEM.D5FF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/dest_graysync_ff_reg[1][4],FDRE,FDRE,SLICE_X33Y40,SLICE_X31Y40,SLICEL.A5FF,SLICEL.A5FF,True,False
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/dest_graysync_ff_reg[1][5],FDRE,FDRE,SLICE_X32Y39,SLICE_X31Y40,SLICEM.A5FF,SLICEL.B5FF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/dest_graysync_ff_reg[1][6],FDRE,FDRE,SLICE_X32Y39,SLICE_X31Y41,SLICEM.B5FF,SLICEL.A5FF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/dest_out_bin_ff[0]_i_1,LUT2,LUT2,SLICE_X32Y37,SLICE_X31Y39,SLICEM.B6LUT,SLICEL.A6LUT,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/dest_out_bin_ff[1]_i_1,LUT6,LUT6,SLICE_X32Y41,SLICE_X31Y40,SLICEM.B6LUT,SLICEL.D6LUT,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/dest_out_bin_ff[2]_i_1,LUT5,LUT5,SLICE_X31Y41,SLICE_X32Y40,SLICEL.A6LUT,SLICEM.B6LUT,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/dest_out_bin_ff[3]_i_1,LUT4,LUT4,SLICE_X31Y41,SLICE_X32Y40,SLICEL.B6LUT,SLICEM.C6LUT,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/dest_out_bin_ff[4]_i_1,LUT3,LUT3,SLICE_X31Y41,SLICE_X32Y40,SLICEL.C6LUT,SLICEM.D6LUT,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/dest_out_bin_ff[5]_i_1,LUT2,LUT2,SLICE_X29Y39,SLICE_X32Y40,SLICEL.A6LUT,SLICEM.A6LUT,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/dest_out_bin_ff_reg[0],FDRE,FDRE,SLICE_X32Y37,SLICE_X31Y39,SLICEM.BFF,SLICEL.AFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/dest_out_bin_ff_reg[1],FDRE,FDRE,SLICE_X30Y38,SLICE_X31Y39,SLICEM.AFF,SLICEL.A5FF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/dest_out_bin_ff_reg[2],FDRE,FDRE,SLICE_X31Y41,SLICE_X32Y40,SLICEL.AFF,SLICEM.BFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/dest_out_bin_ff_reg[3],FDRE,FDRE,SLICE_X31Y41,SLICE_X32Y40,SLICEL.BFF,SLICEM.CFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/dest_out_bin_ff_reg[4],FDRE,FDRE,SLICE_X31Y41,SLICE_X32Y40,SLICEL.CFF,SLICEM.DFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/dest_out_bin_ff_reg[5],FDRE,FDRE,SLICE_X29Y39,SLICE_X32Y40,SLICEL.AFF,SLICEM.AFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/dest_out_bin_ff_reg[6],FDRE,FDRE,SLICE_X31Y39,SLICE_X32Y39,SLICEL.AFF,SLICEM.AFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/src_gray_ff[0]_i_1,LUT2,LUT2,SLICE_X33Y41,SLICE_X30Y40,SLICEL.A6LUT,SLICEM.A6LUT,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/src_gray_ff[1]_i_1,LUT2,LUT2,SLICE_X33Y41,SLICE_X30Y40,SLICEL.A5LUT,SLICEM.A5LUT,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/src_gray_ff[2]_i_1,LUT2,LUT2,SLICE_X33Y41,SLICE_X30Y40,SLICEL.B6LUT,SLICEM.B6LUT,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/src_gray_ff[3]_i_1,LUT2,LUT2,SLICE_X33Y41,SLICE_X30Y40,SLICEL.B5LUT,SLICEM.B5LUT,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/src_gray_ff[4]_i_1,LUT2,LUT2,SLICE_X33Y39,SLICE_X30Y40,SLICEL.A6LUT,SLICEM.C6LUT,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/src_gray_ff[5]_i_1,LUT2,LUT2,SLICE_X33Y39,SLICE_X30Y40,SLICEL.A5LUT,SLICEM.C5LUT,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/src_gray_ff_reg[0],FDRE,FDRE,SLICE_X33Y41,SLICE_X30Y40,SLICEL.AFF,SLICEM.AFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/src_gray_ff_reg[1],FDRE,FDRE,SLICE_X33Y41,SLICE_X30Y40,SLICEL.A5FF,SLICEM.A5FF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/src_gray_ff_reg[2],FDRE,FDRE,SLICE_X33Y41,SLICE_X30Y40,SLICEL.BFF,SLICEM.BFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/src_gray_ff_reg[3],FDRE,FDRE,SLICE_X33Y41,SLICE_X30Y40,SLICEL.B5FF,SLICEM.B5FF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/src_gray_ff_reg[4],FDRE,FDRE,SLICE_X33Y39,SLICE_X30Y40,SLICEL.AFF,SLICEM.CFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/src_gray_ff_reg[5],FDRE,FDRE,SLICE_X33Y39,SLICE_X30Y40,SLICEL.A5FF,SLICEM.C5FF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/rd_pntr_cdc_inst/src_gray_ff_reg[6],FDRE,FDRE,SLICE_X33Y39,SLICE_X30Y41,SLICEL.C5FF,SLICEM.AFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/wr_pntr_cdc_inst/dest_graysync_ff_reg[0][3],FDRE,FDRE,SLICE_X34Y40,SLICE_X29Y39,SLICEM.AFF,SLICEL.AFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/wr_pntr_cdc_inst/dest_graysync_ff_reg[0][4],FDRE,FDRE,SLICE_X32Y38,SLICE_X28Y39,SLICEM.AFF,SLICEL.AFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/wr_pntr_cdc_inst/dest_graysync_ff_reg[0][5],FDRE,FDRE,SLICE_X34Y40,SLICE_X28Y39,SLICEM.BFF,SLICEL.BFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/wr_pntr_cdc_inst/dest_graysync_ff_reg[0][6],FDRE,FDRE,SLICE_X34Y40,SLICE_X28Y40,SLICEM.CFF,SLICEL.AFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/wr_pntr_cdc_inst/dest_graysync_ff_reg[0][7],FDRE,FDRE,SLICE_X32Y38,SLICE_X29Y40,SLICEM.BFF,SLICEL.AFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/wr_pntr_cdc_inst/dest_graysync_ff_reg[0][8],FDRE,FDRE,SLICE_X33Y38,SLICE_X29Y39,SLICEL.AFF,SLICEL.BFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/wr_pntr_cdc_inst/dest_graysync_ff_reg[0][9],FDRE,FDRE,SLICE_X33Y39,SLICE_X29Y40,SLICEL.BFF,SLICEL.BFF,True,False
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/wr_pntr_cdc_inst/dest_graysync_ff_reg[1][3],FDRE,FDRE,SLICE_X34Y40,SLICE_X29Y39,SLICEM.A5FF,SLICEL.A5FF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/wr_pntr_cdc_inst/dest_graysync_ff_reg[1][4],FDRE,FDRE,SLICE_X32Y38,SLICE_X28Y39,SLICEM.A5FF,SLICEL.A5FF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/wr_pntr_cdc_inst/dest_graysync_ff_reg[1][5],FDRE,FDRE,SLICE_X34Y40,SLICE_X28Y39,SLICEM.B5FF,SLICEL.B5FF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/wr_pntr_cdc_inst/dest_graysync_ff_reg[1][6],FDRE,FDRE,SLICE_X34Y40,SLICE_X28Y40,SLICEM.C5FF,SLICEL.A5FF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/wr_pntr_cdc_inst/dest_graysync_ff_reg[1][7],FDRE,FDRE,SLICE_X32Y38,SLICE_X29Y40,SLICEM.B5FF,SLICEL.A5FF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/wr_pntr_cdc_inst/dest_graysync_ff_reg[1][8],FDRE,FDRE,SLICE_X33Y38,SLICE_X29Y39,SLICEL.A5FF,SLICEL.B5FF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/wr_pntr_cdc_inst/dest_graysync_ff_reg[1][9],FDRE,FDRE,SLICE_X33Y39,SLICE_X29Y40,SLICEL.B5FF,SLICEL.B5FF,True,False
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/wr_pntr_cdc_inst/dest_out_bin_ff[3]_i_1,LUT2,LUT2,SLICE_X34Y40,SLICE_X29Y39,SLICEM.D6LUT,SLICEL.C6LUT,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/wr_pntr_cdc_inst/dest_out_bin_ff[4]_i_1,LUT6,LUT6,SLICE_X33Y38,SLICE_X28Y39,SLICEL.D6LUT,SLICEL.C6LUT,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/wr_pntr_cdc_inst/dest_out_bin_ff[5]_i_1,LUT5,LUT5,SLICE_X33Y39,SLICE_X28Y40,SLICEL.D6LUT,SLICEL.C6LUT,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/wr_pntr_cdc_inst/dest_out_bin_ff[6]_i_1,LUT4,LUT4,SLICE_X33Y39,SLICE_X28Y40,SLICEL.C6LUT,SLICEL.B6LUT,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/wr_pntr_cdc_inst/dest_out_bin_ff[7]_i_1,LUT3,LUT3,SLICE_X33Y38,SLICE_X29Y40,SLICEL.C6LUT,SLICEL.D6LUT,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/wr_pntr_cdc_inst/dest_out_bin_ff[8]_i_1,LUT2,LUT2,SLICE_X33Y38,SLICE_X29Y40,SLICEL.B6LUT,SLICEL.C6LUT,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/wr_pntr_cdc_inst/dest_out_bin_ff_reg[3],FDRE,FDRE,SLICE_X34Y40,SLICE_X29Y39,SLICEM.DFF,SLICEL.CFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/wr_pntr_cdc_inst/dest_out_bin_ff_reg[4],FDRE,FDRE,SLICE_X34Y37,SLICE_X28Y40,SLICEM.BFF,SLICEL.B5FF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/wr_pntr_cdc_inst/dest_out_bin_ff_reg[5],FDRE,FDRE,SLICE_X33Y39,SLICE_X28Y40,SLICEL.DFF,SLICEL.CFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/wr_pntr_cdc_inst/dest_out_bin_ff_reg[6],FDRE,FDRE,SLICE_X33Y39,SLICE_X28Y40,SLICEL.CFF,SLICEL.BFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/wr_pntr_cdc_inst/dest_out_bin_ff_reg[7],FDRE,FDRE,SLICE_X33Y38,SLICE_X29Y40,SLICEL.CFF,SLICEL.DFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/wr_pntr_cdc_inst/dest_out_bin_ff_reg[8],FDRE,FDRE,SLICE_X33Y38,SLICE_X29Y40,SLICEL.BFF,SLICEL.CFF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/wr_pntr_cdc_inst/dest_out_bin_ff_reg[9],FDRE,FDRE,SLICE_X33Y38,SLICE_X29Y40,SLICEL.B5FF,SLICEL.C5FF,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/wr_pntr_cdc_inst/src_gray_ff[3]_i_1,LUT2,LUT2,SLICE_X32Y40,SLICE_X31Y39,SLICEM.C6LUT,SLICEL.D6LUT,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/wr_pntr_cdc_inst/src_gray_ff[4]_i_1,LUT2,LUT2,SLICE_X32Y40,SLICE_X31Y39,SLICEM.A6LUT,SLICEL.B6LUT,True,True
u_fifo_generator_0/U0/inst_fifo_gen/gconvfifo.rf/grf.rf/gntv_or_sync_fifo.gcx.clkx/wr_pntr_cdc_inst/src_gray_ff[5]_i_1,LUT2,LUT2,SLICE_X32Y40,SLICE_X31Y39,SLICEM.A5LUT,SLICEL.B5LUT,True,True
