byte_index,bit_index,ones,zeros,p1,x,msb_expanded_column,lsb_expanded_column
0,0,471,529,0.471000000,529,7,0
0,1,504,496,0.504000000,504,6,1
0,2,494,506,0.494000000,506,5,2
0,3,511,489,0.511000000,511,4,3
0,4,513,487,0.513000000,513,3,4
0,5,491,509,0.491000000,509,2,5
0,6,498,502,0.498000000,502,1,6
0,7,492,508,0.492000000,508,0,7
1,0,510,490,0.510000000,510,15,8
1,1,507,493,0.507000000,507,14,9
1,2,499,501,0.499000000,501,13,10
1,3,485,515,0.485000000,515,12,11
1,4,504,496,0.504000000,504,11,12
1,5,497,503,0.497000000,503,10,13
1,6,518,482,0.518000000,518,9,14
1,7,480,520,0.480000000,520,8,15
2,0,495,505,0.495000000,505,23,16
2,1,500,500,0.500000000,500,22,17
2,2,511,489,0.511000000,511,21,18
2,3,514,486,0.514000000,514,20,19
2,4,481,519,0.481000000,519,19,20
2,5,498,502,0.498000000,502,18,21
2,6,511,489,0.511000000,511,17,22
2,7,496,504,0.496000000,504,16,23
3,0,509,491,0.509000000,509,31,24
3,1,486,514,0.486000000,514,30,25
3,2,498,502,0.498000000,502,29,26
3,3,539,461,0.539000000,539,28,27
3,4,482,518,0.482000000,518,27,28
3,5,504,496,0.504000000,504,26,29
3,6,480,520,0.480000000,520,25,30
3,7,488,512,0.488000000,512,24,31
4,0,533,467,0.533000000,533,39,32
4,1,492,508,0.492000000,508,38,33
4,2,474,526,0.474000000,526,37,34
4,3,502,498,0.502000000,502,36,35
4,4,506,494,0.506000000,506,35,36
4,5,503,497,0.503000000,503,34,37
4,6,523,477,0.523000000,523,33,38
4,7,491,509,0.491000000,509,32,39
5,0,483,517,0.483000000,517,47,40
5,1,489,511,0.489000000,511,46,41
5,2,498,502,0.498000000,502,45,42
5,3,504,496,0.504000000,504,44,43
5,4,490,510,0.490000000,510,43,44
5,5,494,506,0.494000000,506,42,45
5,6,511,489,0.511000000,511,41,46
5,7,488,512,0.488000000,512,40,47
6,0,479,521,0.479000000,521,55,48
6,1,503,497,0.503000000,503,54,49
6,2,479,521,0.479000000,521,53,50
6,3,490,510,0.490000000,510,52,51
6,4,475,525,0.475000000,525,51,52
6,5,490,510,0.490000000,510,50,53
6,6,519,481,0.519000000,519,49,54
6,7,517,483,0.517000000,517,48,55
7,0,494,506,0.494000000,506,63,56
7,1,520,480,0.520000000,520,62,57
7,2,487,513,0.487000000,513,61,58
7,3,511,489,0.511000000,511,60,59
7,4,480,520,0.480000000,520,59,60
7,5,484,516,0.484000000,516,58,61
7,6,490,510,0.490000000,510,57,62
7,7,502,498,0.502000000,502,56,63
8,0,493,507,0.493000000,507,71,64
8,1,539,461,0.539000000,539,70,65
8,2,467,533,0.467000000,533,69,66
8,3,502,498,0.502000000,502,68,67
8,4,515,485,0.515000000,515,67,68
8,5,503,497,0.503000000,503,66,69
8,6,497,503,0.497000000,503,65,70
8,7,491,509,0.491000000,509,64,71
9,0,520,480,0.520000000,520,79,72
9,1,495,505,0.495000000,505,78,73
9,2,479,521,0.479000000,521,77,74
9,3,527,473,0.527000000,527,76,75
9,4,498,502,0.498000000,502,75,76
9,5,520,480,0.520000000,520,74,77
9,6,518,482,0.518000000,518,73,78
9,7,513,487,0.513000000,513,72,79
10,0,473,527,0.473000000,527,87,80
10,1,503,497,0.503000000,503,86,81
10,2,488,512,0.488000000,512,85,82
10,3,502,498,0.502000000,502,84,83
10,4,505,495,0.505000000,505,83,84
10,5,522,478,0.522000000,522,82,85
10,6,483,517,0.483000000,517,81,86
10,7,507,493,0.507000000,507,80,87
11,0,500,500,0.500000000,500,95,88
11,1,467,533,0.467000000,533,94,89
11,2,469,531,0.469000000,531,93,90
11,3,477,523,0.477000000,523,92,91
11,4,480,520,0.480000000,520,91,92
11,5,464,536,0.464000000,536,90,93
11,6,489,511,0.489000000,511,89,94
11,7,492,508,0.492000000,508,88,95
12,0,529,471,0.529000000,529,103,96
12,1,528,472,0.528000000,528,102,97
12,2,513,487,0.513000000,513,101,98
12,3,474,526,0.474000000,526,100,99
12,4,497,503,0.497000000,503,99,100
12,5,479,521,0.479000000,521,98,101
12,6,488,512,0.488000000,512,97,102
12,7,517,483,0.517000000,517,96,103
13,0,483,517,0.483000000,517,111,104
13,1,498,502,0.498000000,502,110,105
13,2,489,511,0.489000000,511,109,106
13,3,488,512,0.488000000,512,108,107
13,4,473,527,0.473000000,527,107,108
13,5,506,494,0.506000000,506,106,109
13,6,500,500,0.500000000,500,105,110
13,7,511,489,0.511000000,511,104,111
14,0,516,484,0.516000000,516,119,112
14,1,476,524,0.476000000,524,118,113
14,2,503,497,0.503000000,503,117,114
14,3,492,508,0.492000000,508,116,115
14,4,500,500,0.500000000,500,115,116
14,5,515,485,0.515000000,515,114,117
14,6,486,514,0.486000000,514,113,118
14,7,492,508,0.492000000,508,112,119
15,0,460,540,0.460000000,540,127,120
15,1,488,512,0.488000000,512,126,121
15,2,513,487,0.513000000,513,125,122
15,3,511,489,0.511000000,511,124,123
15,4,488,512,0.488000000,512,123,124
15,5,495,505,0.495000000,505,122,125
15,6,527,473,0.527000000,527,121,126
15,7,499,501,0.499000000,501,120,127
16,0,494,506,0.494000000,506,135,128
16,1,502,498,0.502000000,502,134,129
16,2,515,485,0.515000000,515,133,130
16,3,535,465,0.535000000,535,132,131
16,4,484,516,0.484000000,516,131,132
16,5,496,504,0.496000000,504,130,133
16,6,499,501,0.499000000,501,129,134
16,7,495,505,0.495000000,505,128,135
17,0,500,500,0.500000000,500,143,136
17,1,500,500,0.500000000,500,142,137
17,2,474,526,0.474000000,526,141,138
17,3,480,520,0.480000000,520,140,139
17,4,480,520,0.480000000,520,139,140
17,5,509,491,0.509000000,509,138,141
17,6,482,518,0.482000000,518,137,142
17,7,501,499,0.501000000,501,136,143
18,0,482,518,0.482000000,518,151,144
18,1,465,535,0.465000000,535,150,145
18,2,500,500,0.500000000,500,149,146
18,3,509,491,0.509000000,509,148,147
18,4,510,490,0.510000000,510,147,148
18,5,506,494,0.506000000,506,146,149
18,6,517,483,0.517000000,517,145,150
18,7,513,487,0.513000000,513,144,151
19,0,506,494,0.506000000,506,159,152
19,1,517,483,0.517000000,517,158,153
19,2,493,507,0.493000000,507,157,154
19,3,518,482,0.518000000,518,156,155
19,4,496,504,0.496000000,504,155,156
19,5,529,471,0.529000000,529,154,157
19,6,476,524,0.476000000,524,153,158
19,7,498,502,0.498000000,502,152,159
20,0,477,523,0.477000000,523,167,160
20,1,491,509,0.491000000,509,166,161
20,2,520,480,0.520000000,520,165,162
20,3,498,502,0.498000000,502,164,163
20,4,492,508,0.492000000,508,163,164
20,5,487,513,0.487000000,513,162,165
20,6,527,473,0.527000000,527,161,166
20,7,471,529,0.471000000,529,160,167
21,0,511,489,0.511000000,511,175,168
21,1,488,512,0.488000000,512,174,169
21,2,482,518,0.482000000,518,173,170
21,3,494,506,0.494000000,506,172,171
21,4,493,507,0.493000000,507,171,172
21,5,481,519,0.481000000,519,170,173
21,6,483,517,0.483000000,517,169,174
21,7,501,499,0.501000000,501,168,175
22,0,506,494,0.506000000,506,183,176
22,1,504,496,0.504000000,504,182,177
22,2,497,503,0.497000000,503,181,178
22,3,479,521,0.479000000,521,180,179
22,4,475,525,0.475000000,525,179,180
22,5,491,509,0.491000000,509,178,181
22,6,462,538,0.462000000,538,177,182
22,7,503,497,0.503000000,503,176,183
23,0,496,504,0.496000000,504,191,184
23,1,474,526,0.474000000,526,190,185
23,2,492,508,0.492000000,508,189,186
23,3,489,511,0.489000000,511,188,187
23,4,523,477,0.523000000,523,187,188
23,5,529,471,0.529000000,529,186,189
23,6,494,506,0.494000000,506,185,190
23,7,500,500,0.500000000,500,184,191
24,0,480,520,0.480000000,520,199,192
24,1,488,512,0.488000000,512,198,193
24,2,511,489,0.511000000,511,197,194
24,3,484,516,0.484000000,516,196,195
24,4,495,505,0.495000000,505,195,196
24,5,484,516,0.484000000,516,194,197
24,6,503,497,0.503000000,503,193,198
24,7,472,528,0.472000000,528,192,199
25,0,523,477,0.523000000,523,207,200
25,1,510,490,0.510000000,510,206,201
25,2,501,499,0.501000000,501,205,202
25,3,493,507,0.493000000,507,204,203
25,4,493,507,0.493000000,507,203,204
25,5,494,506,0.494000000,506,202,205
25,6,501,499,0.501000000,501,201,206
25,7,474,526,0.474000000,526,200,207
26,0,492,508,0.492000000,508,215,208
26,1,549,451,0.549000000,549,214,209
26,2,495,505,0.495000000,505,213,210
26,3,511,489,0.511000000,511,212,211
26,4,513,487,0.513000000,513,211,212
26,5,491,509,0.491000000,509,210,213
26,6,485,515,0.485000000,515,209,214
26,7,510,490,0.510000000,510,208,215
27,0,482,518,0.482000000,518,223,216
27,1,503,497,0.503000000,503,222,217
27,2,486,514,0.486000000,514,221,218
27,3,496,504,0.496000000,504,220,219
27,4,522,478,0.522000000,522,219,220
27,5,489,511,0.489000000,511,218,221
27,6,498,502,0.498000000,502,217,222
27,7,527,473,0.527000000,527,216,223
28,0,500,500,0.500000000,500,231,224
28,1,476,524,0.476000000,524,230,225
28,2,479,521,0.479000000,521,229,226
28,3,523,477,0.523000000,523,228,227
28,4,519,481,0.519000000,519,227,228
28,5,517,483,0.517000000,517,226,229
28,6,516,484,0.516000000,516,225,230
28,7,537,463,0.537000000,537,224,231
29,0,524,476,0.524000000,524,239,232
29,1,499,501,0.499000000,501,238,233
29,2,486,514,0.486000000,514,237,234
29,3,489,511,0.489000000,511,236,235
29,4,485,515,0.485000000,515,235,236
29,5,519,481,0.519000000,519,234,237
29,6,488,512,0.488000000,512,233,238
29,7,497,503,0.497000000,503,232,239
30,0,514,486,0.514000000,514,247,240
30,1,498,502,0.498000000,502,246,241
30,2,503,497,0.503000000,503,245,242
30,3,494,506,0.494000000,506,244,243
30,4,494,506,0.494000000,506,243,244
30,5,498,502,0.498000000,502,242,245
30,6,473,527,0.473000000,527,241,246
30,7,495,505,0.495000000,505,240,247
31,0,528,472,0.528000000,528,255,248
31,1,477,523,0.477000000,523,254,249
