label,input_frames_csv,packed_bin,packed_bin_sha256,restart_count,bytes_per_restart,packed_bytes,expanded_bits,total_ones,overall_p1,row_ones_mean,row_ones_std,row_ones_min,row_ones_max,worst_byte_index,worst_bit_index,worst_ones,worst_zeros,worst_x,worst_p1,worst_msb_expanded_column,worst_lsb_expanded_column,issue_count,missing_count,duplicate_count,out_of_range_count,created_at
restart_fifo_diag_v3fastwarmup_regs_only_warmup4_1000x32_run01_no_xadc,E:\Project\MLDSA\RO_TRNG\data\experiments\restart_fifo_diag_20260524\restart_fifo_diag_v3fastwarmup_regs_only_warmup4_1000x32_run01_no_xadc.frames.csv,E:\Project\MLDSA\RO_TRNG\data\experiments\restart_fifo_diag_20260524\restart_fifo_diag_v3fastwarmup_regs_only_warmup4_1000x32_run01_no_xadc.send_packed.bin,BD06ED21EAF164BA6A897E0D0ABFD80A9CDA7362E7E3CF0130AE51AD668319A6,1000,32,32000,256000,127817,0.499285156,127.817000000,7.823778563,103,151,17,4,449,551,551,0.449000000,139,140,0,0,0,0,2026-05-24 22:40:53
