byte_index,bit_index,ones,zeros,p1,abs_bias,x,msb_expanded_column,lsb_expanded_column
5,4,500,500,0.500000000,0.000000000,500,43,44
5,5,506,494,0.506000000,0.006000000,506,42,45
5,6,493,507,0.493000000,0.007000000,507,41,46
5,7,488,512,0.488000000,0.012000000,512,40,47
6,0,469,531,0.469000000,0.031000000,531,55,48
6,1,496,504,0.496000000,0.004000000,504,54,49
6,2,507,493,0.507000000,0.007000000,507,53,50
6,3,497,503,0.497000000,0.003000000,503,52,51
6,4,491,509,0.491000000,0.009000000,509,51,52
6,5,535,465,0.535000000,0.035000000,535,50,53
6,6,484,516,0.484000000,0.016000000,516,49,54
6,7,484,516,0.484000000,0.016000000,516,48,55
7,0,493,507,0.493000000,0.007000000,507,63,56
7,1,501,499,0.501000000,0.001000000,501,62,57
7,2,490,510,0.490000000,0.010000000,510,61,58
7,3,497,503,0.497000000,0.003000000,503,60,59
7,4,511,489,0.511000000,0.011000000,511,59,60
7,5,490,510,0.490000000,0.010000000,510,58,61
7,6,486,514,0.486000000,0.014000000,514,57,62
7,7,492,508,0.492000000,0.008000000,508,56,63
8,0,474,526,0.474000000,0.026000000,526,71,64
8,1,476,524,0.476000000,0.024000000,524,70,65
8,2,504,496,0.504000000,0.004000000,504,69,66
8,3,512,488,0.512000000,0.012000000,512,68,67
8,4,512,488,0.512000000,0.012000000,512,67,68
8,5,509,491,0.509000000,0.009000000,509,66,69
8,6,478,522,0.478000000,0.022000000,522,65,70
8,7,495,505,0.495000000,0.005000000,505,64,71
9,0,500,500,0.500000000,0.000000000,500,79,72
9,1,485,515,0.485000000,0.015000000,515,78,73
9,2,535,465,0.535000000,0.035000000,535,77,74
9,3,507,493,0.507000000,0.007000000,507,76,75
9,4,484,516,0.484000000,0.016000000,516,75,76
9,5,496,504,0.496000000,0.004000000,504,74,77
9,6,489,511,0.489000000,0.011000000,511,73,78
9,7,503,497,0.503000000,0.003000000,503,72,79
10,0,511,489,0.511000000,0.011000000,511,87,80
10,1,506,494,0.506000000,0.006000000,506,86,81
10,2,489,511,0.489000000,0.011000000,511,85,82
10,3,516,484,0.516000000,0.016000000,516,84,83
10,4,513,487,0.513000000,0.013000000,513,83,84
10,5,502,498,0.502000000,0.002000000,502,82,85
10,6,472,528,0.472000000,0.028000000,528,81,86
10,7,504,496,0.504000000,0.004000000,504,80,87
11,0,481,519,0.481000000,0.019000000,519,95,88
11,1,522,478,0.522000000,0.022000000,522,94,89
11,2,503,497,0.503000000,0.003000000,503,93,90
11,3,506,494,0.506000000,0.006000000,506,92,91
11,4,510,490,0.510000000,0.010000000,510,91,92
11,5,495,505,0.495000000,0.005000000,505,90,93
11,6,483,517,0.483000000,0.017000000,517,89,94
11,7,516,484,0.516000000,0.016000000,516,88,95
12,0,504,496,0.504000000,0.004000000,504,103,96
12,1,507,493,0.507000000,0.007000000,507,102,97
12,2,487,513,0.487000000,0.013000000,513,101,98
12,3,519,481,0.519000000,0.019000000,519,100,99
12,4,499,501,0.499000000,0.001000000,501,99,100
12,5,495,505,0.495000000,0.005000000,505,98,101
12,6,489,511,0.489000000,0.011000000,511,97,102
12,7,502,498,0.502000000,0.002000000,502,96,103
13,0,514,486,0.514000000,0.014000000,514,111,104
13,1,543,457,0.543000000,0.043000000,543,110,105
13,2,468,532,0.468000000,0.032000000,532,109,106
13,3,482,518,0.482000000,0.018000000,518,108,107
13,4,504,496,0.504000000,0.004000000,504,107,108
13,5,487,513,0.487000000,0.013000000,513,106,109
13,6,507,493,0.507000000,0.007000000,507,105,110
13,7,498,502,0.498000000,0.002000000,502,104,111
14,0,483,517,0.483000000,0.017000000,517,119,112
14,1,512,488,0.512000000,0.012000000,512,118,113
14,2,498,502,0.498000000,0.002000000,502,117,114
14,3,497,503,0.497000000,0.003000000,503,116,115
14,4,466,534,0.466000000,0.034000000,534,115,116
14,5,494,506,0.494000000,0.006000000,506,114,117
14,6,507,493,0.507000000,0.007000000,507,113,118
14,7,503,497,0.503000000,0.003000000,503,112,119
15,0,536,464,0.536000000,0.036000000,536,127,120
15,1,498,502,0.498000000,0.002000000,502,126,121
15,2,502,498,0.502000000,0.002000000,502,125,122
15,3,495,505,0.495000000,0.005000000,505,124,123
15,4,503,497,0.503000000,0.003000000,503,123,124
15,5,510,490,0.510000000,0.010000000,510,122,125
15,6,500,500,0.500000000,0.000000000,500,121,126
15,7,493,507,0.493000000,0.007000000,507,120,127
16,0,521,479,0.521000000,0.021000000,521,135,128
16,1,523,477,0.523000000,0.023000000,523,134,129
16,2,494,506,0.494000000,0.006000000,506,133,130
16,3,504,496,0.504000000,0.004000000,504,132,131
16,4,476,524,0.476000000,0.024000000,524,131,132
16,5,487,513,0.487000000,0.013000000,513,130,133
16,6,479,521,0.479000000,0.021000000,521,129,134
16,7,499,501,0.499000000,0.001000000,501,128,135
17,0,472,528,0.472000000,0.028000000,528,143,136
17,1,512,488,0.512000000,0.012000000,512,142,137
17,2,489,511,0.489000000,0.011000000,511,141,138
17,3,525,475,0.525000000,0.025000000,525,140,139
17,4,449,551,0.449000000,0.051000000,551,139,140
17,5,506,494,0.506000000,0.006000000,506,138,141
17,6,490,510,0.490000000,0.010000000,510,137,142
17,7,538,462,0.538000000,0.038000000,538,136,143
18,0,526,474,0.526000000,0.026000000,526,151,144
18,1,473,527,0.473000000,0.027000000,527,150,145
18,2,518,482,0.518000000,0.018000000,518,149,146
18,3,503,497,0.503000000,0.003000000,503,148,147
18,4,496,504,0.496000000,0.004000000,504,147,148
18,5,506,494,0.506000000,0.006000000,506,146,149
18,6,475,525,0.475000000,0.025000000,525,145,150
18,7,483,517,0.483000000,0.017000000,517,144,151
19,0,498,502,0.498000000,0.002000000,502,159,152
19,1,508,492,0.508000000,0.008000000,508,158,153
19,2,479,521,0.479000000,0.021000000,521,157,154
19,3,503,497,0.503000000,0.003000000,503,156,155
19,4,490,510,0.490000000,0.010000000,510,155,156
19,5,503,497,0.503000000,0.003000000,503,154,157
19,6,495,505,0.495000000,0.005000000,505,153,158
19,7,510,490,0.510000000,0.010000000,510,152,159
20,0,508,492,0.508000000,0.008000000,508,167,160
20,1,516,484,0.516000000,0.016000000,516,166,161
20,2,477,523,0.477000000,0.023000000,523,165,162
20,3,501,499,0.501000000,0.001000000,501,164,163
20,4,523,477,0.523000000,0.023000000,523,163,164
20,5,499,501,0.499000000,0.001000000,501,162,165
20,6,488,512,0.488000000,0.012000000,512,161,166
20,7,529,471,0.529000000,0.029000000,529,160,167
21,0,538,462,0.538000000,0.038000000,538,175,168
21,1,511,489,0.511000000,0.011000000,511,174,169
21,2,502,498,0.502000000,0.002000000,502,173,170
21,3,477,523,0.477000000,0.023000000,523,172,171
21,4,496,504,0.496000000,0.004000000,504,171,172
21,5,507,493,0.507000000,0.007000000,507,170,173
21,6,489,511,0.489000000,0.011000000,511,169,174
21,7,492,508,0.492000000,0.008000000,508,168,175
22,0,530,470,0.530000000,0.030000000,530,183,176
22,1,512,488,0.512000000,0.012000000,512,182,177
22,2,504,496,0.504000000,0.004000000,504,181,178
22,3,506,494,0.506000000,0.006000000,506,180,179
22,4,486,514,0.486000000,0.014000000,514,179,180
22,5,504,496,0.504000000,0.004000000,504,178,181
22,6,483,517,0.483000000,0.017000000,517,177,182
22,7,478,522,0.478000000,0.022000000,522,176,183
23,0,506,494,0.506000000,0.006000000,506,191,184
23,1,480,520,0.480000000,0.020000000,520,190,185
23,2,527,473,0.527000000,0.027000000,527,189,186
23,3,490,510,0.490000000,0.010000000,510,188,187
23,4,506,494,0.506000000,0.006000000,506,187,188
23,5,503,497,0.503000000,0.003000000,503,186,189
23,6,501,499,0.501000000,0.001000000,501,185,190
23,7,493,507,0.493000000,0.007000000,507,184,191
24,0,498,502,0.498000000,0.002000000,502,199,192
24,1,474,526,0.474000000,0.026000000,526,198,193
24,2,491,509,0.491000000,0.009000000,509,197,194
24,3,487,513,0.487000000,0.013000000,513,196,195
24,4,529,471,0.529000000,0.029000000,529,195,196
24,5,508,492,0.508000000,0.008000000,508,194,197
24,6,518,482,0.518000000,0.018000000,518,193,198
24,7,482,518,0.482000000,0.018000000,518,192,199
25,0,494,506,0.494000000,0.006000000,506,207,200
25,1,528,472,0.528000000,0.028000000,528,206,201
25,2,504,496,0.504000000,0.004000000,504,205,202
25,3,520,480,0.520000000,0.020000000,520,204,203
25,4,499,501,0.499000000,0.001000000,501,203,204
25,5,500,500,0.500000000,0.000000000,500,202,205
25,6,506,494,0.506000000,0.006000000,506,201,206
25,7,510,490,0.510000000,0.010000000,510,200,207
26,0,480,520,0.480000000,0.020000000,520,215,208
26,1,519,481,0.519000000,0.019000000,519,214,209
26,2,485,515,0.485000000,0.015000000,515,213,210
26,3,506,494,0.506000000,0.006000000,506,212,211
26,4,481,519,0.481000000,0.019000000,519,211,212
26,5,506,494,0.506000000,0.006000000,506,210,213
26,6,499,501,0.499000000,0.001000000,501,209,214
26,7,520,480,0.520000000,0.020000000,520,208,215
27,0,500,500,0.500000000,0.000000000,500,223,216
27,1,493,507,0.493000000,0.007000000,507,222,217
27,2,514,486,0.514000000,0.014000000,514,221,218
27,3,505,495,0.505000000,0.005000000,505,220,219
27,4,480,520,0.480000000,0.020000000,520,219,220
27,5,512,488,0.512000000,0.012000000,512,218,221
27,6,503,497,0.503000000,0.003000000,503,217,222
27,7,496,504,0.496000000,0.004000000,504,216,223
28,0,477,523,0.477000000,0.023000000,523,231,224
28,1,519,481,0.519000000,0.019000000,519,230,225
28,2,449,551,0.449000000,0.051000000,551,229,226
28,3,508,492,0.508000000,0.008000000,508,228,227
28,4,483,517,0.483000000,0.017000000,517,227,228
28,5,477,523,0.477000000,0.023000000,523,226,229
28,6,497,503,0.497000000,0.003000000,503,225,230
28,7,502,498,0.502000000,0.002000000,502,224,231
29,0,488,512,0.488000000,0.012000000,512,239,232
29,1,502,498,0.502000000,0.002000000,502,238,233
29,2,479,521,0.479000000,0.021000000,521,237,234
29,3,492,508,0.492000000,0.008000000,508,236,235
29,4,480,520,0.480000000,0.020000000,520,235,236
29,5,502,498,0.502000000,0.002000000,502,234,237
29,6,506,494,0.506000000,0.006000000,506,233,238
29,7,508,492,0.508000000,0.008000000,508,232,239
30,0,520,480,0.520000000,0.020000000,520,247,240
30,1,495,505,0.495000000,0.005000000,505,246,241
30,2,523,477,0.523000000,0.023000000,523,245,242
30,3,503,497,0.503000000,0.003000000,503,244,243
30,4,522,478,0.522000000,0.022000000,522,243,244
30,5,501,499,0.501000000,0.001000000,501,242,245
30,6,515,485,0.515000000,0.015000000,515,241,246
30,7,475,525,0.475000000,0.025000000,525,240,247
31,0,500,500,0.500000000,0.000000000,500,255,248
31,1,491,509,0.491000000,0.009000000,509,254,249
31,2,530,470,0.530000000,0.030000000,530,253,250
31,3,498,502,0.498000000,0.002000000,502,252,251
31,4,484,516,0.484000000,0.016000000,516,251,252
31,5,491,509,0.491000000,0.009000000,509,250,253
31,6,506,494,0.506000000,0.006000000,506,249,254
31,7,509,491,0.509000000,0.009000000,509,248,255
