label,version,restart_count,row_bytes,warmup_bytes,total_bytes,marker,input,input_sha256,send_packed_bin,send_packed_sha256,overall_p1,overall_abs_bias,row_ones_mean,row_ones_std,row_ones_min,row_ones_max,worst_byte_index,worst_bit_index,worst_x,worst_p1
restart_fifo_compact_diag_regs_only_warmup11_1000x125_run01_no_xadc,1,1000,125,11,125000,170,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart_fifo_diag\restart_fifo_compact_diag_regs_only_warmup11_1000x125_run01_no_xadc.bin,6564D472A495F2344D79E99C3DB758163ABD656F81677977EC33031EF1A4E9AF,E:\Project\MLDSA\RO_TRNG\data\experiments\restart_fifo_diag_20260524\restart_fifo_compact_diag_regs_only_warmup11_1000x125_run01_no_xadc.send_packed.bin,592761B2FCC4ACCE5AF191A4EEC1906B1CADFB07FE1412D31406A59C89046B6F,0.498148000,0.001852000,498.148000000,15.991625809,444,548,90,6,548,0.452000000
