label,seq,row_index,phase,phase_name,event_index,fifo_byte,fifo_empty,fifo_full,ro_en
restart_fifo_diag_regs_only_warmup4_smoke_32x16_run01,0,0,0,unknown_0,0,0,0,0,0
restart_fifo_diag_regs_only_warmup4_smoke_32x16_run01,1,0,0,unknown_0,0,0,0,0,0
restart_fifo_diag_regs_only_warmup4_smoke_32x16_run01,2,0,0,unknown_0,0,0,0,0,0
restart_fifo_diag_regs_only_warmup4_smoke_32x16_run01,3,0,0,unknown_0,0,0,0,0,0
restart_fifo_diag_regs_only_warmup4_smoke_32x16_run01,4,0,0,unknown_0,0,0,0,0,0
restart_fifo_diag_regs_only_warmup4_smoke_32x16_run01,5,0,0,unknown_0,0,0,0,0,0
restart_fifo_diag_regs_only_warmup4_smoke_32x16_run01,6,0,0,unknown_0,0,0,0,0,0
restart_fifo_diag_regs_only_warmup4_smoke_32x16_run01,7,0,0,unknown_0,0,0,0,0,0
restart_fifo_diag_regs_only_warmup4_smoke_32x16_run01,8,0,0,unknown_0,0,0,0,0,0
restart_fifo_diag_regs_only_warmup4_smoke_32x16_run01,9,0,0,unknown_0,0,0,0,0,0
restart_fifo_diag_regs_only_warmup4_smoke_32x16_run01,10,0,0,unknown_0,0,0,0,0,0
restart_fifo_diag_regs_only_warmup4_smoke_32x16_run01,11,0,0,unknown_0,0,0,0,0,0
restart_fifo_diag_regs_only_warmup4_smoke_32x16_run01,12,0,0,unknown_0,0,0,0,0,0
restart_fifo_diag_regs_only_warmup4_smoke_32x16_run01,13,0,0,unknown_0,0,0,0,0,0
restart_fifo_diag_regs_only_warmup4_smoke_32x16_run01,14,0,0,unknown_0,0,0,0,0,0
restart_fifo_diag_regs_only_warmup4_smoke_32x16_run01,15,0,0,unknown_0,0,0,0,0,0
restart_fifo_diag_regs_only_warmup4_smoke_32x16_run01,16,0,0,unknown_0,0,0,0,0,0
restart_fifo_diag_regs_only_warmup4_smoke_32x16_run01,17,0,0,unknown_0,0,0,0,0,0
restart_fifo_diag_regs_only_warmup4_smoke_32x16_run01,18,0,0,unknown_0,0,0,0,0,0
restart_fifo_diag_regs_only_warmup4_smoke_32x16_run01,19,0,0,unknown_0,0,0,0,0,0
restart_fifo_diag_regs_only_warmup4_smoke_32x16_run01,20,0,0,unknown_0,0,0,0,0,0
restart_fifo_diag_regs_only_warmup4_smoke_32x16_run01,21,0,0,unknown_0,0,0,0,0,0
restart_fifo_diag_regs_only_warmup4_smoke_32x16_run01,22,0,0,unknown_0,0,0,0,0,0
restart_fifo_diag_regs_only_warmup4_smoke_32x16_run01,23,0,0,unknown_0,0,0,0,0,0
restart_fifo_diag_regs_only_warmup4_smoke_32x16_run01,24,0,0,unknown_0,0,0,0,0,0
restart_fifo_diag_regs_only_warmup4_smoke_32x16_run01,25,0,0,unknown_0,0,0,0,0,0
restart_fifo_diag_regs_only_warmup4_smoke_32x16_run01,26,0,0,unknown_0,0,0,0,0,0
restart_fifo_diag_regs_only_warmup4_smoke_32x16_run01,27,0,0,unknown_0,0,0,0,0,0
restart_fifo_diag_regs_only_warmup4_smoke_32x16_run01,28,0,0,unknown_0,0,0,0,0,0
restart_fifo_diag_regs_only_warmup4_smoke_32x16_run01,29,0,0,unknown_0,0,0,0,0,0
restart_fifo_diag_regs_only_warmup4_smoke_32x16_run01,30,0,0,unknown_0,0,0,0,0,0
restart_fifo_diag_regs_only_warmup4_smoke_32x16_run01,31,0,0,unknown_0,0,0,0,0,0
restart_fifo_diag_regs_only_warmup4_smoke_32x16_run01,32,0,0,unknown_0,0,0,0,0,0
restart_fifo_diag_regs_only_warmup4_smoke_32x16_run01,33,0,0,unknown_0,0,0,0,0,0
restart_fifo_diag_regs_only_warmup4_smoke_32x16_run01,34,0,0,unknown_0,0,0,0,0,0
restart_fifo_diag_regs_only_warmup4_smoke_32x16_run01,35,0,0,unknown_0,0,0,0,0,0
restart_fifo_diag_regs_only_warmup4_smoke_32x16_run01,36,0,0,unknown_0,0,0,0,0,0
restart_fifo_diag_regs_only_warmup4_smoke_32x16_run01,37,0,0,unknown_0,0,0,0,0,0
restart_fifo_diag_regs_only_warmup4_smoke_32x16_run01,38,0,0,unknown_0,0,0,0,0,0
restart_fifo_diag_regs_only_warmup4_smoke_32x16_run01,39,0,0,unknown_0,0,0,0,0,0
restart_fifo_diag_regs_only_warmup4_smoke_32x16_run01,40,0,0,unknown_0,0,0,0,0,0
restart_fifo_diag_regs_only_warmup4_smoke_32x16_run01,41,0,0,unknown_0,0,0,0,0,0
restart_fifo_diag_regs_only_warmup4_smoke_32x16_run01,42,0,0,unknown_0,0,0,0,0,0
restart_fifo_diag_regs_only_warmup4_smoke_32x16_run01,43,0,0,unknown_0,0,0,0,0,0
restart_fifo_diag_regs_only_warmup4_smoke_32x16_run01,44,0,0,unknown_0,0,0,0,0,0
restart_fifo_diag_regs_only_warmup4_smoke_32x16_run01,45,0,0,unknown_0,0,0,0,0,0
restart_fifo_diag_regs_only_warmup4_smoke_32x16_run01,46,0,0,unknown_0,0,0,0,0,0
restart_fifo_diag_regs_only_warmup4_smoke_32x16_run01,47,0,0,unknown_0,0,0,0,0,0
restart_fifo_diag_regs_only_warmup4_smoke_32x16_run01,48,0,0,unknown_0,0,0,0,0,0
restart_fifo_diag_regs_only_warmup4_smoke_32x16_run01,49,0,0,unknown_0,0,0,0,0,0
restart_fifo_diag_regs_only_warmup4_smoke_32x16_run01,50,0,0,unknown_0,0,0,0,0,0
restart_fifo_diag_regs_only_warmup4_smoke_32x16_run01,51,0,0,unknown_0,0,0,0,0,0
restart_fifo_diag_regs_only_warmup4_smoke_32x16_run01,52,0,0,unknown_0,0,0,0,0,0
restart_fifo_diag_regs_only_warmup4_smoke_32x16_run01,53,0,0,unknown_0,0,0,0,0,0
restart_fifo_diag_regs_only_warmup4_smoke_32x16_run01,54,0,0,unknown_0,0,0,0,0,0
