label,input_frames_csv,packed_bin,packed_bin_sha256,restart_count,bytes_per_restart,packed_bytes,expanded_bits,total_ones,overall_p1,row_ones_mean,row_ones_std,row_ones_min,row_ones_max,worst_byte_index,worst_bit_index,worst_ones,worst_zeros,worst_x,worst_p1,worst_msb_expanded_column,worst_lsb_expanded_column,issue_count,missing_count,duplicate_count,out_of_range_count,created_at
smoke_run01_fixed_decode,E:\Project\MLDSA\RO_TRNG\data\experiments\restart_fifo_diag_20260524\smoke_run01_fixed_decode.frames.csv,E:\Project\MLDSA\RO_TRNG\data\experiments\restart_fifo_diag_20260524\smoke_run01_fixed_decode.send_packed.bin,52B4CA34924B4970F8193457EF810B39E2EF23D149E86900215FBCF5CED3576E,32,16,512,4096,1545,0.377197266,48.281250000,5.449967746,38,62,3,4,5,27,27,0.156250000,27,28,0,0,0,0,2026-05-24 21:58:50
