label,input_frames_csv,packed_bin,packed_bin_sha256,restart_count,bytes_per_restart,packed_bytes,expanded_bits,total_ones,overall_p1,row_ones_mean,row_ones_std,row_ones_min,row_ones_max,worst_byte_index,worst_bit_index,worst_ones,worst_zeros,worst_x,worst_p1,worst_msb_expanded_column,worst_lsb_expanded_column,issue_count,missing_count,duplicate_count,out_of_range_count,created_at
restart_fifo_diag_regs_only_warmup4_1000x32_run02_no_xadc,E:\Project\MLDSA\RO_TRNG\data\experiments\restart_fifo_diag_20260524\restart_fifo_diag_regs_only_warmup4_1000x32_run02_no_xadc.frames.csv,E:\Project\MLDSA\RO_TRNG\data\experiments\restart_fifo_diag_20260524\restart_fifo_diag_regs_only_warmup4_1000x32_run02_no_xadc.send_packed.bin,7FCCC9D47D304E06ACF76A0E913DBD9CC6AA202079DFC3CDD81BDC135E2A24F0,1000,32,32000,256000,100587,0.392917969,100.587000000,8.177434255,71,127,0,6,193,807,807,0.193000000,1,6,0,0,0,0,2026-05-24 22:20:38
