label,run,source,window_index,packet_start,packet_end,packets,entropy_a,entropy_b,entropy_diff,min_entropy_a,min_entropy_b,min_entropy_diff,transition_entropy_diff,same_diff_transition_ratio,longest_same_diff_bin_run,autocorr_diff_lag,diff_mean_bin,diff_std_bin
random1_baseline_ro4_repeat02,tdc_reset_enable_random1_baseline_ro4_repeat02_2mib,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro4_repeat02_2mib.bin,0,9234,25617,16384,2.67511556,5.4147648,6.60073018,1.28275199,3.51316498,4.74497143,12.5585017,0.0132454373,4,0.00487455266,-0.679504395,34.0146911
random1_baseline_ro4_repeat02,tdc_reset_enable_random1_baseline_ro4_repeat02_2mib,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro4_repeat02_2mib.bin,1,25618,42001,16384,2.67530457,5.40967657,6.60331699,1.27399477,3.49121484,4.68258739,12.5665663,0.012390893,3,-0.00801286437,-0.685974121,33.8843477
random1_baseline_ro4_repeat02,tdc_reset_enable_random1_baseline_ro4_repeat02_2mib,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro4_repeat02_2mib.bin,2,42002,58385,16384,2.65289103,5.40794452,6.59741391,1.27037926,3.53749773,4.64025044,12.5570192,0.0141610206,3,0.00243814301,-0.591430664,33.7748008
random1_baseline_ro4_repeat02,tdc_reset_enable_random1_baseline_ro4_repeat02_2mib,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro4_repeat02_2mib.bin,3,58386,74769,16384,2.65414657,5.40741988,6.59982892,1.29566403,3.49518101,4.74025674,12.5602389,0.0136116706,3,-0.0025523985,-0.89074707,34.2069744
random1_baseline_ro4_repeat02,tdc_reset_enable_random1_baseline_ro4_repeat02_2mib,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro4_repeat02_2mib.bin,4,74770,91153,16384,2.68274572,5.40175283,6.59941286,1.29956028,3.47154589,4.60983104,12.5590399,0.011353232,3,0.00584893019,-1.15740967,34.0799702
random1_baseline_ro4_repeat02,tdc_reset_enable_random1_baseline_ro4_repeat02_2mib,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro4_repeat02_2mib.bin,5,91154,107537,16384,2.64733206,5.40991643,6.60260036,1.28876323,3.49220536,4.71459778,12.5598375,0.0123298541,3,-0.000234820004,-0.857910156,34.0991524
random1_baseline_ro4_repeat02,tdc_reset_enable_random1_baseline_ro4_repeat02_2mib,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro4_repeat02_2mib.bin,6,107538,123921,16384,2.63090654,5.41633775,6.59995854,1.25537636,3.54775876,4.72853697,12.5729505,0.0110480376,3,0.0099319696,-0.432006836,34.1898558
random1_baseline_ro4_repeat02,tdc_reset_enable_random1_baseline_ro4_repeat02_2mib,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro4_repeat02_2mib.bin,7,123922,140305,16384,2.7024083,5.41639105,6.60516784,1.30021068,3.56641456,4.74261216,12.5750648,0.0121467375,3,0.00252258022,-0.898071289,34.0236119
random1_baseline_ro4_repeat02,tdc_reset_enable_random1_baseline_ro4_repeat02_2mib,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro4_repeat02_2mib.bin,8,140306,156689,16384,2.70088577,5.40346166,6.60132013,1.29479962,3.49915812,4.72387559,12.5602886,0.0122077764,3,-0.00353299906,-0.780395508,34.0987413
random1_baseline_ro4_repeat02,tdc_reset_enable_random1_baseline_ro4_repeat02_2mib,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro4_repeat02_2mib.bin,9,156690,173073,16384,2.69214657,5.40016467,6.60334391,1.28725807,3.45793546,4.65348627,12.5624949,0.0117194653,3,-0.000432223128,-0.672302246,33.800745
random1_baseline_ro4_repeat02,tdc_reset_enable_random1_baseline_ro4_repeat02_2mib,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro4_repeat02_2mib.bin,10,173074,189457,16384,2.67231514,5.40152282,6.60811359,1.29350398,3.4862724,4.76398581,12.5809043,0.0112311542,3,0.00133864257,-0.989074707,33.9495454
random1_baseline_ro4_repeat02,tdc_reset_enable_random1_baseline_ro4_repeat02_2mib,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro4_repeat02_2mib.bin,11,189458,205841,16384,2.69082353,5.40237281,6.59270658,1.31415619,3.48923583,4.71228762,12.5474443,0.010864921,3,-0.00789819026,-1.03594971,33.9798043
