"label","group","name","ref_name","loc","bel","site","tile","clock_region","is_placed","is_bel_fixed","is_loc_fixed"
"reverse_w4_compact_sample","sample_ro","u_entropy_source/RO_SAMPLE_LOOP[0].u_LUT6_not1/u_LUT6","LUT6","SLICE_X46Y32","SLICEM.A6LUT","SLICE_X46Y32","CLBLM_R_X31Y32","","","1","1"
"reverse_w4_compact_sample","sample_ro","u_entropy_source/RO_SAMPLE_LOOP[1].u_LUT6_not1/u_LUT6","LUT6","SLICE_X47Y33","SLICEL.A6LUT","SLICE_X47Y33","CLBLM_R_X31Y33","","","1","1"
"reverse_w4_compact_sample","sample_ro","u_entropy_source/RO_SAMPLE_LOOP[2].u_LUT6_not1/u_LUT6","LUT6","SLICE_X46Y33","SLICEM.A6LUT","SLICE_X46Y33","CLBLM_R_X31Y33","","","1","1"
"reverse_w4_compact_sample","sample_ro","u_entropy_source/RO_SAMPLE_LOOP[3].u_LUT6_not1/u_LUT6","LUT6","SLICE_X46Y34","SLICEM.A6LUT","SLICE_X46Y34","CLBLM_R_X31Y34","","","1","1"
"reverse_w4_compact_sample","sample_ro","u_entropy_source/RO_SAMPLE_LOOP[4].u_LUT6_not1/u_LUT6","LUT6","SLICE_X46Y35","SLICEM.A6LUT","SLICE_X46Y35","CLBLM_R_X31Y35","","","1","1"
"reverse_w4_compact_sample","sample_ro","u_entropy_source/RO_SAMPLE_LOOP[5].u_LUT6_not1/u_LUT6","LUT6","SLICE_X46Y36","SLICEM.A6LUT","SLICE_X46Y36","CLBLM_R_X31Y36","","","1","1"
"reverse_w4_compact_sample","sample_ro","u_entropy_source/RO_SAMPLE_LOOP[6].u_LUT6_not1/u_LUT6","LUT6","SLICE_X46Y37","SLICEM.A6LUT","SLICE_X46Y37","CLBLM_R_X31Y37","","","1","1"
"reverse_w4_compact_sample","sample_ro","u_entropy_source/RO_SAMPLE_LOOP[7].u_LUT6_not1/u_LUT6","LUT6","SLICE_X49Y45","SLICEL.A6LUT","SLICE_X49Y45","CLBLL_L_X32Y45","","","1","1"
"reverse_w4_compact_sample","sample_ro","u_entropy_source/RO_SAMPLE_NAND.u_LUT6_nand2_1/u_LUT6","LUT6","SLICE_X46Y34","SLICEM.B6LUT","SLICE_X46Y34","CLBLM_R_X31Y34","","","1","1"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[0].SAMPLE_DATA_BIT_LOOP[0].sampled_data_reg[0]","FDRE","SLICE_X46Y34","SLICEM.AFF","SLICE_X46Y34","CLBLM_R_X31Y34","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[0].SAMPLE_DATA_BIT_LOOP[1].sampled_data_reg[1]","FDRE","SLICE_X46Y34","SLICEM.BFF","SLICE_X46Y34","CLBLM_R_X31Y34","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[0].SAMPLE_DATA_BIT_LOOP[2].sampled_data_reg[2]","FDRE","SLICE_X46Y34","SLICEM.CFF","SLICE_X46Y34","CLBLM_R_X31Y34","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[0].SAMPLE_DATA_BIT_LOOP[3].sampled_data_reg[3]","FDRE","SLICE_X46Y34","SLICEM.DFF","SLICE_X46Y34","CLBLM_R_X31Y34","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[0].SAMPLE_DATA_BIT_LOOP[4].sampled_data_reg[4]","FDRE","SLICE_X46Y35","SLICEM.AFF","SLICE_X46Y35","CLBLM_R_X31Y35","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[0].SAMPLE_DATA_BIT_LOOP[5].sampled_data_reg[5]","FDRE","SLICE_X46Y35","SLICEM.BFF","SLICE_X46Y35","CLBLM_R_X31Y35","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[0].SAMPLE_DATA_BIT_LOOP[6].sampled_data_reg[6]","FDRE","SLICE_X46Y35","SLICEM.CFF","SLICE_X46Y35","CLBLM_R_X31Y35","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[0].SAMPLE_DATA_BIT_LOOP[7].sampled_data_reg[7]","FDRE","SLICE_X46Y35","SLICEM.DFF","SLICE_X46Y35","CLBLM_R_X31Y35","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[1].SAMPLE_DATA_BIT_LOOP[0].sampled_data_reg[8]","FDRE","SLICE_X47Y34","SLICEL.AFF","SLICE_X47Y34","CLBLM_R_X31Y34","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[1].SAMPLE_DATA_BIT_LOOP[1].sampled_data_reg[9]","FDRE","SLICE_X47Y34","SLICEL.BFF","SLICE_X47Y34","CLBLM_R_X31Y34","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[1].SAMPLE_DATA_BIT_LOOP[2].sampled_data_reg[10]","FDRE","SLICE_X47Y34","SLICEL.CFF","SLICE_X47Y34","CLBLM_R_X31Y34","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[1].SAMPLE_DATA_BIT_LOOP[3].sampled_data_reg[11]","FDRE","SLICE_X47Y34","SLICEL.DFF","SLICE_X47Y34","CLBLM_R_X31Y34","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[1].SAMPLE_DATA_BIT_LOOP[4].sampled_data_reg[12]","FDRE","SLICE_X47Y34","SLICEL.A5FF","SLICE_X47Y34","CLBLM_R_X31Y34","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[1].SAMPLE_DATA_BIT_LOOP[5].sampled_data_reg[13]","FDRE","SLICE_X47Y34","SLICEL.B5FF","SLICE_X47Y34","CLBLM_R_X31Y34","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[1].SAMPLE_DATA_BIT_LOOP[6].sampled_data_reg[14]","FDRE","SLICE_X47Y34","SLICEL.C5FF","SLICE_X47Y34","CLBLM_R_X31Y34","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[1].SAMPLE_DATA_BIT_LOOP[7].sampled_data_reg[15]","FDRE","SLICE_X47Y34","SLICEL.D5FF","SLICE_X47Y34","CLBLM_R_X31Y34","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[2].SAMPLE_DATA_BIT_LOOP[0].sampled_data_reg[16]","FDRE","SLICE_X44Y34","SLICEL.AFF","SLICE_X44Y34","CLBLL_L_X30Y34","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[2].SAMPLE_DATA_BIT_LOOP[1].sampled_data_reg[17]","FDRE","SLICE_X44Y34","SLICEL.BFF","SLICE_X44Y34","CLBLL_L_X30Y34","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[2].SAMPLE_DATA_BIT_LOOP[2].sampled_data_reg[18]","FDRE","SLICE_X44Y34","SLICEL.CFF","SLICE_X44Y34","CLBLL_L_X30Y34","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[2].SAMPLE_DATA_BIT_LOOP[3].sampled_data_reg[19]","FDRE","SLICE_X45Y34","SLICEL.AFF","SLICE_X45Y34","CLBLL_L_X30Y34","","","0","0"
