"label","group","name","ref_name","loc","bel","site","tile","clock_region","is_placed","is_bel_fixed","is_loc_fixed"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[2].SAMPLE_DATA_BIT_LOOP[4].sampled_data_reg[20]","FDRE","SLICE_X45Y34","SLICEL.BFF","SLICE_X45Y34","CLBLL_L_X30Y34","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[2].SAMPLE_DATA_BIT_LOOP[5].sampled_data_reg[21]","FDRE","SLICE_X45Y34","SLICEL.CFF","SLICE_X45Y34","CLBLL_L_X30Y34","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[2].SAMPLE_DATA_BIT_LOOP[6].sampled_data_reg[22]","FDRE","SLICE_X46Y33","SLICEM.AFF","SLICE_X46Y33","CLBLM_R_X31Y33","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[2].SAMPLE_DATA_BIT_LOOP[7].sampled_data_reg[23]","FDRE","SLICE_X45Y34","SLICEL.DFF","SLICE_X45Y34","CLBLL_L_X30Y34","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[3].SAMPLE_DATA_BIT_LOOP[0].sampled_data_reg[24]","FDRE","SLICE_X47Y33","SLICEL.AFF","SLICE_X47Y33","CLBLM_R_X31Y33","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[3].SAMPLE_DATA_BIT_LOOP[1].sampled_data_reg[25]","FDRE","SLICE_X47Y33","SLICEL.BFF","SLICE_X47Y33","CLBLM_R_X31Y33","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[3].SAMPLE_DATA_BIT_LOOP[2].sampled_data_reg[26]","FDRE","SLICE_X47Y33","SLICEL.CFF","SLICE_X47Y33","CLBLM_R_X31Y33","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[3].SAMPLE_DATA_BIT_LOOP[3].sampled_data_reg[27]","FDRE","SLICE_X47Y33","SLICEL.DFF","SLICE_X47Y33","CLBLM_R_X31Y33","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[3].SAMPLE_DATA_BIT_LOOP[4].sampled_data_reg[28]","FDRE","SLICE_X48Y35","SLICEL.AFF","SLICE_X48Y35","CLBLL_L_X32Y35","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[3].SAMPLE_DATA_BIT_LOOP[5].sampled_data_reg[29]","FDRE","SLICE_X48Y35","SLICEL.BFF","SLICE_X48Y35","CLBLL_L_X32Y35","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[3].SAMPLE_DATA_BIT_LOOP[6].sampled_data_reg[30]","FDRE","SLICE_X48Y35","SLICEL.CFF","SLICE_X48Y35","CLBLL_L_X32Y35","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[3].SAMPLE_DATA_BIT_LOOP[7].sampled_data_reg[31]","FDRE","SLICE_X48Y35","SLICEL.DFF","SLICE_X48Y35","CLBLL_L_X32Y35","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[4].SAMPLE_DATA_BIT_LOOP[0].sampled_data_reg[32]","FDRE","SLICE_X49Y35","SLICEL.AFF","SLICE_X49Y35","CLBLL_L_X32Y35","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[4].SAMPLE_DATA_BIT_LOOP[1].sampled_data_reg[33]","FDRE","SLICE_X49Y35","SLICEL.BFF","SLICE_X49Y35","CLBLL_L_X32Y35","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[4].SAMPLE_DATA_BIT_LOOP[2].sampled_data_reg[34]","FDRE","SLICE_X46Y36","SLICEM.AFF","SLICE_X46Y36","CLBLM_R_X31Y36","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[4].SAMPLE_DATA_BIT_LOOP[3].sampled_data_reg[35]","FDRE","SLICE_X46Y36","SLICEM.BFF","SLICE_X46Y36","CLBLM_R_X31Y36","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[4].SAMPLE_DATA_BIT_LOOP[4].sampled_data_reg[36]","FDRE","SLICE_X49Y36","SLICEL.AFF","SLICE_X49Y36","CLBLL_L_X32Y36","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[4].SAMPLE_DATA_BIT_LOOP[5].sampled_data_reg[37]","FDRE","SLICE_X49Y36","SLICEL.BFF","SLICE_X49Y36","CLBLL_L_X32Y36","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[4].SAMPLE_DATA_BIT_LOOP[6].sampled_data_reg[38]","FDRE","SLICE_X49Y36","SLICEL.CFF","SLICE_X49Y36","CLBLL_L_X32Y36","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[4].SAMPLE_DATA_BIT_LOOP[7].sampled_data_reg[39]","FDRE","SLICE_X49Y36","SLICEL.DFF","SLICE_X49Y36","CLBLL_L_X32Y36","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[5].SAMPLE_DATA_BIT_LOOP[0].sampled_data_reg[40]","FDRE","SLICE_X46Y37","SLICEM.AFF","SLICE_X46Y37","CLBLM_R_X31Y37","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[5].SAMPLE_DATA_BIT_LOOP[1].sampled_data_reg[41]","FDRE","SLICE_X46Y37","SLICEM.BFF","SLICE_X46Y37","CLBLM_R_X31Y37","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[5].SAMPLE_DATA_BIT_LOOP[2].sampled_data_reg[42]","FDRE","SLICE_X46Y37","SLICEM.CFF","SLICE_X46Y37","CLBLM_R_X31Y37","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[5].SAMPLE_DATA_BIT_LOOP[3].sampled_data_reg[43]","FDRE","SLICE_X47Y37","SLICEL.AFF","SLICE_X47Y37","CLBLM_R_X31Y37","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[5].SAMPLE_DATA_BIT_LOOP[4].sampled_data_reg[44]","FDRE","SLICE_X47Y37","SLICEL.BFF","SLICE_X47Y37","CLBLM_R_X31Y37","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[5].SAMPLE_DATA_BIT_LOOP[5].sampled_data_reg[45]","FDRE","SLICE_X47Y37","SLICEL.CFF","SLICE_X47Y37","CLBLM_R_X31Y37","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[5].SAMPLE_DATA_BIT_LOOP[6].sampled_data_reg[46]","FDRE","SLICE_X46Y37","SLICEM.DFF","SLICE_X46Y37","CLBLM_R_X31Y37","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[5].SAMPLE_DATA_BIT_LOOP[7].sampled_data_reg[47]","FDRE","SLICE_X47Y37","SLICEL.DFF","SLICE_X47Y37","CLBLM_R_X31Y37","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[6].SAMPLE_DATA_BIT_LOOP[0].sampled_data_reg[48]","FDRE","SLICE_X47Y36","SLICEL.AFF","SLICE_X47Y36","CLBLM_R_X31Y36","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[6].SAMPLE_DATA_BIT_LOOP[1].sampled_data_reg[49]","FDRE","SLICE_X47Y36","SLICEL.BFF","SLICE_X47Y36","CLBLM_R_X31Y36","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[6].SAMPLE_DATA_BIT_LOOP[2].sampled_data_reg[50]","FDRE","SLICE_X47Y36","SLICEL.CFF","SLICE_X47Y36","CLBLM_R_X31Y36","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[6].SAMPLE_DATA_BIT_LOOP[3].sampled_data_reg[51]","FDRE","SLICE_X47Y36","SLICEL.DFF","SLICE_X47Y36","CLBLM_R_X31Y36","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[6].SAMPLE_DATA_BIT_LOOP[4].sampled_data_reg[52]","FDRE","SLICE_X48Y36","SLICEL.AFF","SLICE_X48Y36","CLBLL_L_X32Y36","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[6].SAMPLE_DATA_BIT_LOOP[5].sampled_data_reg[53]","FDRE","SLICE_X48Y36","SLICEL.BFF","SLICE_X48Y36","CLBLL_L_X32Y36","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[6].SAMPLE_DATA_BIT_LOOP[6].sampled_data_reg[54]","FDRE","SLICE_X48Y36","SLICEL.CFF","SLICE_X48Y36","CLBLL_L_X32Y36","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[6].SAMPLE_DATA_BIT_LOOP[7].sampled_data_reg[55]","FDRE","SLICE_X48Y36","SLICEL.DFF","SLICE_X48Y36","CLBLL_L_X32Y36","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[7].SAMPLE_DATA_BIT_LOOP[0].sampled_data_reg[56]","FDRE","SLICE_X45Y36","SLICEL.AFF","SLICE_X45Y36","CLBLL_L_X30Y36","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[7].SAMPLE_DATA_BIT_LOOP[1].sampled_data_reg[57]","FDRE","SLICE_X45Y36","SLICEL.BFF","SLICE_X45Y36","CLBLL_L_X30Y36","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[7].SAMPLE_DATA_BIT_LOOP[2].sampled_data_reg[58]","FDRE","SLICE_X45Y36","SLICEL.CFF","SLICE_X45Y36","CLBLL_L_X30Y36","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[7].SAMPLE_DATA_BIT_LOOP[3].sampled_data_reg[59]","FDRE","SLICE_X45Y36","SLICEL.DFF","SLICE_X45Y36","CLBLL_L_X30Y36","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[7].SAMPLE_DATA_BIT_LOOP[4].sampled_data_reg[60]","FDRE","SLICE_X44Y36","SLICEL.AFF","SLICE_X44Y36","CLBLL_L_X30Y36","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[7].SAMPLE_DATA_BIT_LOOP[5].sampled_data_reg[61]","FDRE","SLICE_X44Y36","SLICEL.BFF","SLICE_X44Y36","CLBLL_L_X30Y36","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[7].SAMPLE_DATA_BIT_LOOP[6].sampled_data_reg[62]","FDRE","SLICE_X44Y36","SLICEL.CFF","SLICE_X44Y36","CLBLL_L_X30Y36","","","0","0"
"reverse_w4_compact_sample","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[7].SAMPLE_DATA_BIT_LOOP[7].sampled_data_reg[63]","FDRE","SLICE_X44Y36","SLICEL.DFF","SLICE_X44Y36","CLBLL_L_X30Y36","","","0","0"
"reverse_w4_compact_sample","data_ro","u_entropy_source/RO_NUM_LOOP[0].RO_AND.u_LUT6_and2_1/u_LUT6","LUT6","SLICE_X44Y34","SLICEL.A6LUT","SLICE_X44Y34","CLBLL_L_X30Y34","","","0","0"
"reverse_w4_compact_sample","data_ro","u_entropy_source/RO_NUM_LOOP[0].RO_STAGE_LOOP[0].u_LUT6_not1/u_LUT6","LUT6","SLICE_X44Y34","SLICEL.B6LUT","SLICE_X44Y34","CLBLL_L_X30Y34","","","0","0"
"reverse_w4_compact_sample","data_ro","u_entropy_source/RO_NUM_LOOP[1].RO_AND.u_LUT6_and2_1/u_LUT6","LUT6","SLICE_X47Y35","SLICEL.B6LUT","SLICE_X47Y35","CLBLM_R_X31Y35","","","0","0"
"reverse_w4_compact_sample","data_ro","u_entropy_source/RO_NUM_LOOP[1].RO_STAGE_LOOP[0].u_LUT6_not1/u_LUT6","LUT6","SLICE_X47Y35","SLICEL.C6LUT","SLICE_X47Y35","CLBLM_R_X31Y35","","","0","0"
"reverse_w4_compact_sample","data_ro","u_entropy_source/RO_NUM_LOOP[2].RO_AND.u_LUT6_and2_1/u_LUT6","LUT6","SLICE_X44Y34","SLICEL.C6LUT","SLICE_X44Y34","CLBLL_L_X30Y34","","","0","0"
"reverse_w4_compact_sample","data_ro","u_entropy_source/RO_NUM_LOOP[2].RO_STAGE_LOOP[0].u_LUT6_not1/u_LUT6","LUT6","SLICE_X44Y34","SLICEL.D6LUT","SLICE_X44Y34","CLBLL_L_X30Y34","","","0","0"
"reverse_w4_compact_sample","data_ro","u_entropy_source/RO_NUM_LOOP[3].RO_AND.u_LUT6_and2_1/u_LUT6","LUT6","SLICE_X46Y36","SLICEM.B6LUT","SLICE_X46Y36","CLBLM_R_X31Y36","","","0","0"
"reverse_w4_compact_sample","data_ro","u_entropy_source/RO_NUM_LOOP[3].RO_STAGE_LOOP[0].u_LUT6_not1/u_LUT6","LUT6","SLICE_X46Y36","SLICEM.C6LUT","SLICE_X46Y36","CLBLM_R_X31Y36","","","0","0"
"reverse_w4_compact_sample","data_ro","u_entropy_source/RO_NUM_LOOP[4].RO_AND.u_LUT6_and2_1/u_LUT6","LUT6","SLICE_X48Y36","SLICEL.A6LUT","SLICE_X48Y36","CLBLL_L_X32Y36","","","0","0"
"reverse_w4_compact_sample","data_ro","u_entropy_source/RO_NUM_LOOP[4].RO_STAGE_LOOP[0].u_LUT6_not1/u_LUT6","LUT6","SLICE_X48Y36","SLICEL.B6LUT","SLICE_X48Y36","CLBLL_L_X32Y36","","","0","0"
"reverse_w4_compact_sample","data_ro","u_entropy_source/RO_NUM_LOOP[5].RO_AND.u_LUT6_and2_1/u_LUT6","LUT6","SLICE_X47Y33","SLICEL.B6LUT","SLICE_X47Y33","CLBLM_R_X31Y33","","","0","0"
"reverse_w4_compact_sample","data_ro","u_entropy_source/RO_NUM_LOOP[5].RO_STAGE_LOOP[0].u_LUT6_not1/u_LUT6","LUT6","SLICE_X47Y33","SLICEL.C6LUT","SLICE_X47Y33","CLBLM_R_X31Y33","","","0","0"
"reverse_w4_compact_sample","data_ro","u_entropy_source/RO_NUM_LOOP[6].RO_AND.u_LUT6_and2_1/u_LUT6","LUT6","SLICE_X46Y35","SLICEM.B6LUT","SLICE_X46Y35","CLBLM_R_X31Y35","","","0","0"
"reverse_w4_compact_sample","data_ro","u_entropy_source/RO_NUM_LOOP[6].RO_STAGE_LOOP[0].u_LUT6_not1/u_LUT6","LUT6","SLICE_X46Y35","SLICEM.C6LUT","SLICE_X46Y35","CLBLM_R_X31Y35","","","0","0"
"reverse_w4_compact_sample","data_ro","u_entropy_source/RO_NUM_LOOP[7].RO_AND.u_LUT6_and2_1/u_LUT6","LUT6","SLICE_X47Y36","SLICEL.A6LUT","SLICE_X47Y36","CLBLM_R_X31Y36","","","0","0"
"reverse_w4_compact_sample","data_ro","u_entropy_source/RO_NUM_LOOP[7].RO_STAGE_LOOP[0].u_LUT6_not1/u_LUT6","LUT6","SLICE_X47Y36","SLICEL.B6LUT","SLICE_X47Y36","CLBLM_R_X31Y36","","","0","0"
