run,source,packets,seq_gaps,seq_wraps,clock_period_ps,bins,lane_a_mean_bin,lane_a_std_bin,lane_a_shannon_bin,lane_a_min_entropy_bin,lane_a_used_bins,lane_a_dead_bins,lane_a_max_dnl_lsb,lane_a_min_dnl_lsb,lane_a_peak_abs_inl_lsb,lane_a_mean_phase_ps,lane_a_std_phase_ps,lane_b_mean_bin,lane_b_std_bin,lane_b_shannon_bin,lane_b_min_entropy_bin,lane_b_used_bins,lane_b_dead_bins,lane_b_max_dnl_lsb,lane_b_min_dnl_lsb,lane_b_peak_abs_inl_lsb,lane_b_mean_phase_ps,lane_b_std_phase_ps,diff_mean_bin,diff_std_bin,diff_mean_ps,diff_std_ps,bin_pearson_r,phase_pearson_r,coarse_lsb_std,flag_nonzero_ratio
tdc_pair_random1_ro2_ro4_run01_2mib,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\tdc_pairs\tdc_pair_random1_ro2_ro4_run01_2mib.bin,262138,122,4,5000.0,256,32.162963782435206,17.055349512515,5.416128862146331,4.137039097136093,62,194,13.550137713723306,-1.0,193.69432894124463,2500.0,1442.598284903732,32.45960906087633,18.689253184064125,5.378510545981351,3.9184835408594636,67,189,15.930074998664825,-1.0,190.99218732118194,2500.0,1442.4111806065903,-0.2937155238843662,25.30819983621441,-2.4719432059678755e-13,2042.289961932975,-0.0011826714879960125,-0.0022367296389444176,18919.043107440884,1.0
