byte_index,bit_index,ones,zeros,p1,x,msb_expanded_column,lsb_expanded_column
0,0,466,534,0.466000000,534,7,0
0,1,354,646,0.354000000,646,6,1
0,2,330,670,0.330000000,670,5,2
0,3,436,564,0.436000000,564,4,3
0,4,234,766,0.234000000,766,3,4
0,5,313,687,0.313000000,687,2,5
0,6,402,598,0.402000000,598,1,6
0,7,401,599,0.401000000,599,0,7
1,0,320,680,0.320000000,680,15,8
1,1,226,774,0.226000000,774,14,9
1,2,205,795,0.205000000,795,13,10
1,3,380,620,0.380000000,620,12,11
1,4,205,795,0.205000000,795,11,12
1,5,314,686,0.314000000,686,10,13
1,6,502,498,0.502000000,502,9,14
1,7,454,546,0.454000000,546,8,15
2,0,388,612,0.388000000,612,23,16
2,1,339,661,0.339000000,661,22,17
2,2,204,796,0.204000000,796,21,18
2,3,405,595,0.405000000,595,20,19
2,4,436,564,0.436000000,564,19,20
2,5,343,657,0.343000000,657,18,21
2,6,382,618,0.382000000,618,17,22
2,7,419,581,0.419000000,581,16,23
3,0,343,657,0.343000000,657,31,24
3,1,341,659,0.341000000,659,30,25
3,2,287,713,0.287000000,713,29,26
3,3,373,627,0.373000000,627,28,27
3,4,478,522,0.478000000,522,27,28
3,5,356,644,0.356000000,644,26,29
3,6,416,584,0.416000000,584,25,30
3,7,460,540,0.460000000,540,24,31
4,0,316,684,0.316000000,684,39,32
4,1,377,623,0.377000000,623,38,33
4,2,370,630,0.370000000,630,37,34
4,3,277,723,0.277000000,723,36,35
4,4,373,627,0.373000000,627,35,36
4,5,345,655,0.345000000,655,34,37
4,6,388,612,0.388000000,612,33,38
4,7,457,543,0.457000000,543,32,39
5,0,406,594,0.406000000,594,47,40
5,1,352,648,0.352000000,648,46,41
5,2,366,634,0.366000000,634,45,42
5,3,320,680,0.320000000,680,44,43
5,4,410,590,0.410000000,590,43,44
5,5,360,640,0.360000000,640,42,45
5,6,366,634,0.366000000,634,41,46
5,7,459,541,0.459000000,541,40,47
6,0,397,603,0.397000000,603,55,48
6,1,352,648,0.352000000,648,54,49
6,2,381,619,0.381000000,619,53,50
6,3,300,700,0.300000000,700,52,51
6,4,384,616,0.384000000,616,51,52
6,5,466,534,0.466000000,534,50,53
6,6,334,666,0.334000000,666,49,54
6,7,364,636,0.364000000,636,48,55
7,0,435,565,0.435000000,565,63,56
7,1,360,640,0.360000000,640,62,57
7,2,362,638,0.362000000,638,61,58
7,3,351,649,0.351000000,649,60,59
7,4,367,633,0.367000000,633,59,60
7,5,407,593,0.407000000,593,58,61
7,6,355,645,0.355000000,645,57,62
7,7,389,611,0.389000000,611,56,63
8,0,384,616,0.384000000,616,71,64
8,1,347,653,0.347000000,653,70,65
8,2,369,631,0.369000000,631,69,66
8,3,390,610,0.390000000,610,68,67
8,4,321,679,0.321000000,679,67,68
8,5,396,604,0.396000000,604,66,69
8,6,393,607,0.393000000,607,65,70
8,7,356,644,0.356000000,644,64,71
9,0,384,616,0.384000000,616,79,72
9,1,440,560,0.440000000,560,78,73
9,2,358,642,0.358000000,642,77,74
9,3,383,617,0.383000000,617,76,75
9,4,364,636,0.364000000,636,75,76
9,5,386,614,0.386000000,614,74,77
9,6,388,612,0.388000000,612,73,78
9,7,343,657,0.343000000,657,72,79
10,0,357,643,0.357000000,643,87,80
10,1,409,591,0.409000000,591,86,81
10,2,352,648,0.352000000,648,85,82
10,3,361,639,0.361000000,639,84,83
10,4,354,646,0.354000000,646,83,84
10,5,378,622,0.378000000,622,82,85
10,6,406,594,0.406000000,594,81,86
10,7,340,660,0.340000000,660,80,87
11,0,333,667,0.333000000,667,95,88
11,1,411,589,0.411000000,589,94,89
11,2,354,646,0.354000000,646,93,90
11,3,366,634,0.366000000,634,92,91
11,4,384,616,0.384000000,616,91,92
11,5,359,641,0.359000000,641,90,93
11,6,416,584,0.416000000,584,89,94
11,7,322,678,0.322000000,678,88,95
12,0,333,667,0.333000000,667,103,96
12,1,383,617,0.383000000,617,102,97
12,2,375,625,0.375000000,625,101,98
12,3,381,619,0.381000000,619,100,99
12,4,373,627,0.373000000,627,99,100
12,5,368,632,0.368000000,632,98,101
12,6,397,603,0.397000000,603,97,102
12,7,399,601,0.399000000,601,96,103
13,0,341,659,0.341000000,659,111,104
13,1,400,600,0.400000000,600,110,105
13,2,374,626,0.374000000,626,109,106
13,3,343,657,0.343000000,657,108,107
13,4,377,623,0.377000000,623,107,108
13,5,402,598,0.402000000,598,106,109
13,6,399,601,0.399000000,601,105,110
13,7,387,613,0.387000000,613,104,111
14,0,342,658,0.342000000,658,119,112
14,1,378,622,0.378000000,622,118,113
14,2,400,600,0.400000000,600,117,114
14,3,343,657,0.343000000,657,116,115
14,4,393,607,0.393000000,607,115,116
14,5,370,630,0.370000000,630,114,117
14,6,356,644,0.356000000,644,113,118
14,7,376,624,0.376000000,624,112,119
15,0,397,603,0.397000000,603,127,120
15,1,336,664,0.336000000,664,126,121
15,2,390,610,0.390000000,610,125,122
15,3,383,617,0.383000000,617,124,123
15,4,367,633,0.367000000,633,123,124
15,5,386,614,0.386000000,614,122,125
15,6,332,668,0.332000000,668,121,126
15,7,405,595,0.405000000,595,120,127
16,0,400,600,0.400000000,600,135,128
16,1,343,657,0.343000000,657,134,129
16,2,380,620,0.380000000,620,133,130
16,3,376,624,0.376000000,624,132,131
16,4,365,635,0.365000000,635,131,132
16,5,374,626,0.374000000,626,130,133
16,6,357,643,0.357000000,643,129,134
16,7,406,594,0.406000000,594,128,135
17,0,372,628,0.372000000,628,143,136
17,1,372,628,0.372000000,628,142,137
17,2,387,613,0.387000000,613,141,138
17,3,421,579,0.421000000,579,140,139
17,4,346,654,0.346000000,654,139,140
17,5,377,623,0.377000000,623,138,141
17,6,387,613,0.387000000,613,137,142
17,7,373,627,0.373000000,627,136,143
18,0,380,620,0.380000000,620,151,144
18,1,370,630,0.370000000,630,150,145
18,2,360,640,0.360000000,640,149,146
18,3,417,583,0.417000000,583,148,147
18,4,382,618,0.382000000,618,147,148
18,5,361,639,0.361000000,639,146,149
18,6,416,584,0.416000000,584,145,150
18,7,366,634,0.366000000,634,144,151
19,0,383,617,0.383000000,617,159,152
19,1,382,618,0.382000000,618,158,153
19,2,337,663,0.337000000,663,157,154
19,3,370,630,0.370000000,630,156,155
