label,version,restart_count,row_bytes,warmup_bytes,total_bytes,marker,input,input_sha256,send_packed_bin,send_packed_sha256,overall_p1,overall_abs_bias,row_ones_mean,row_ones_std,row_ones_min,row_ones_max,worst_byte_index,worst_bit_index,worst_x,worst_p1
restart_fifo_compact_diag_formal_sample_warmup4_1000x125_explore1_run01_20260528,1,1000,125,4,125000,170,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart_fifo_diag\restart_fifo_compact_diag_formal_sample_warmup4_1000x125_explore1_run01_20260528.bin,1C97A78710D12E6F477DBE61B3E3AF19ED05609BB94079B36638360FFB5AF5BE,E:\Project\MLDSA\RO_TRNG\data\experiments\sample_ro_directive_variance_20260528\restart_fifo_compact_diag_formal_sample_warmup4_1000x125_explore1_run01_20260528.send_packed.bin,B37351202A54E4E0921C95DE68FFAB2147FB42B3A54DECC3A63728C191B12CCD,0.375294000,0.124706000,375.294000000,15.459998836,328,424,2,2,796,0.204000000
