file,name,bytes,bits,zeros,ones,p1,bit_min_entropy,monobit_z,monobit_p,runs,runs_p,adjacent_equal_ratio,longest_zero_run,longest_one_run,shannon_entropy_byte,min_entropy_byte
E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\trng\far_repeat02_5mib.bin,far_repeat02_5mib.bin,5242880,41943040,21322060,20620980,0.49164247512817383,0.9760846019495535,-108.25242294877184,0.0,20939077,0.0,0.5007735133355502,26,25,7.99834471272175,7.790242043418607
