family,target_index,target_name,all_on_freq_mhz,single_on_freq_mhz,shift_mhz,shift_ppm_vs_single
random1,0,data0,413.7916366258111,413.84667147320357,-0.05503484739244868,-132.98366565698515
random1,1,data1,412.9079548185532,413.05719778899305,-0.14924297043984325,-361.31308506112225
random1,2,data2,454.5042057197789,454.71160778658975,-0.20740206681085738,-456.1178189851656
random1,3,data3,433.68372987262677,433.8810382119683,-0.19730833934153225,-454.7521600728244
random1,4,data4,456.3953376592165,456.76496034607067,-0.369622686854143,-809.2185674095846
random1,5,data5,457.1946647440519,457.48834414804134,-0.2936794039894153,-641.9385493554386
random1,6,data6,402.930064888248,403.13938956981497,-0.2093246815669545,-519.2364898660046
random1,7,data7,446.1826484018265,446.2960826724345,-0.11343427060802469,-254.16819688126506
random1,8,sample,89.97019947128094,89.62460946887768,0.3455900024032559,3855.9721983866793
