label,bit_index,line,data_ro,ones,zeros,p1,abs_bias
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,10,1,2,584,440,0.570312500,0.070312500
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,18,2,2,584,440,0.570312500,0.070312500
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,27,3,3,581,443,0.567382812,0.067382812
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,14,1,6,580,444,0.566406250,0.066406250
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,6,0,6,579,445,0.565429688,0.065429688
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,22,2,6,577,447,0.563476562,0.063476562
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,62,7,6,576,448,0.562500000,0.062500000
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,50,6,2,571,453,0.557617188,0.057617188
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,38,4,6,569,455,0.555664062,0.055664062
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,2,0,2,568,456,0.554687500,0.054687500
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,30,3,6,567,457,0.553710938,0.053710938
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,46,5,6,567,457,0.553710938,0.053710938
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,19,2,3,560,464,0.546875000,0.046875000
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,26,3,2,559,465,0.545898438,0.045898438
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,11,1,3,556,468,0.542968750,0.042968750
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,7,0,7,555,469,0.541992188,0.041992188
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,58,7,2,555,469,0.541992188,0.041992188
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,31,3,7,549,475,0.536132812,0.036132812
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,1,0,1,547,477,0.534179688,0.034179688
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,42,5,2,547,477,0.534179688,0.034179688
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,43,5,3,547,477,0.534179688,0.034179688
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,15,1,7,546,478,0.533203125,0.033203125
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,54,6,6,545,479,0.532226562,0.032226562
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,34,4,2,544,480,0.531250000,0.031250000
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,9,1,1,543,481,0.530273438,0.030273438
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,39,4,7,542,482,0.529296875,0.029296875
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,23,2,7,541,483,0.528320312,0.028320312
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,35,4,3,541,483,0.528320312,0.028320312
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,59,7,3,540,484,0.527343750,0.027343750
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,61,7,5,488,536,0.476562500,0.023437500
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,63,7,7,533,491,0.520507812,0.020507812
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,55,6,7,532,492,0.519531250,0.019531250
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,3,0,3,531,493,0.518554688,0.018554688
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,47,5,7,531,493,0.518554688,0.018554688
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,20,2,4,529,495,0.516601562,0.016601562
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,12,1,4,528,496,0.515625000,0.015625000
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,48,6,0,497,527,0.485351562,0.014648438
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,28,3,4,526,498,0.513671875,0.013671875
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,4,0,4,525,499,0.512695312,0.012695312
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,33,4,1,525,499,0.512695312,0.012695312
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,41,5,1,525,499,0.512695312,0.012695312
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,51,6,3,524,500,0.511718750,0.011718750
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,5,0,5,523,501,0.510742188,0.010742188
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,21,2,5,523,501,0.510742188,0.010742188
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,8,1,0,502,522,0.490234375,0.009765625
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,56,7,0,502,522,0.490234375,0.009765625
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,52,6,4,521,503,0.508789062,0.008789062
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,17,2,1,519,505,0.506835938,0.006835938
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,53,6,5,505,519,0.493164062,0.006835938
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,57,7,1,505,519,0.493164062,0.006835938
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,36,4,4,518,506,0.505859375,0.005859375
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,44,5,4,518,506,0.505859375,0.005859375
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,60,7,4,518,506,0.505859375,0.005859375
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,32,4,0,507,517,0.495117188,0.004882812
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,0,0,0,508,516,0.496093750,0.003906250
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,29,3,5,515,509,0.502929688,0.002929688
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,40,5,0,509,515,0.497070312,0.002929688
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,45,5,5,509,515,0.497070312,0.002929688
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,49,6,1,515,509,0.502929688,0.002929688
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,16,2,0,510,514,0.498046875,0.001953125
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,24,3,0,510,514,0.498046875,0.001953125
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,25,3,1,510,514,0.498046875,0.001953125
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,13,1,5,513,511,0.500976562,0.000976562
sampler_snapshot_random1_sampler_island_warmup10_cap1024_20260526,37,4,5,513,511,0.500976562,0.000976562
