"run","order","capture","capture_sha256","payload","payload_sha256","bit_symbols","bit_symbols_sha256","ea_restart_status","notes"
"restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro5_1000x125_strict_20260526_repeat02","msb","E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro5_1000x125_strict_20260526_repeat02.bin","E5853D5E4EF8686FB3A39B27F3E77AF9D10FCA47CE80331A1C6216108EEF8A75","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w10_direction_repeat02_full_20260528\payloads\restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro5_1000x125_strict_20260526_repeat02.payload.bin","D9787219DB2760731597DCB5A6162CBB63308D72604B68E24C54E090D111C4AB","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w10_direction_repeat02_full_20260528\bit_symbols\restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro5_1000x125_strict_20260526_repeat02.msb.bits.bin","B1E845D9786180CB8D4783226CDA3EA33972623B6D80D160F54DC49026B9D243","not_run","reduced_xor variant=sampler_island_local warmup=10 mode=data_ro index=5"
"restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro5_1000x125_strict_20260526_repeat02","lsb","E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro5_1000x125_strict_20260526_repeat02.bin","E5853D5E4EF8686FB3A39B27F3E77AF9D10FCA47CE80331A1C6216108EEF8A75","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w10_direction_repeat02_full_20260528\payloads\restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro5_1000x125_strict_20260526_repeat02.payload.bin","D9787219DB2760731597DCB5A6162CBB63308D72604B68E24C54E090D111C4AB","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w10_direction_repeat02_full_20260528\bit_symbols\restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro5_1000x125_strict_20260526_repeat02.lsb.bits.bin","1509E91B5D7B2E3E8048C06D16A05AF1E053158627F3DC0B111195950B402EA4","not_run","reduced_xor variant=sampler_island_local warmup=10 mode=data_ro index=5"
"restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro6_1000x125_strict_20260526_repeat02","msb","E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro6_1000x125_strict_20260526_repeat02.bin","39A58F459FF328E37E1FA2AE8240F415A76A517A000D7618AB5178838039D69E","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w10_direction_repeat02_full_20260528\payloads\restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro6_1000x125_strict_20260526_repeat02.payload.bin","BA9C27EE57C24FA3355A6BB3B45737A9AD2FB20B1678A7E8467D294E828FAB8A","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w10_direction_repeat02_full_20260528\bit_symbols\restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro6_1000x125_strict_20260526_repeat02.msb.bits.bin","583DC725E187D63A29758C19352D64A6EDB9188349A0D793E7BC86C6B489D6C6","not_run","reduced_xor variant=sampler_island_local warmup=10 mode=data_ro index=6"
"restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro6_1000x125_strict_20260526_repeat02","lsb","E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro6_1000x125_strict_20260526_repeat02.bin","39A58F459FF328E37E1FA2AE8240F415A76A517A000D7618AB5178838039D69E","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w10_direction_repeat02_full_20260528\payloads\restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro6_1000x125_strict_20260526_repeat02.payload.bin","BA9C27EE57C24FA3355A6BB3B45737A9AD2FB20B1678A7E8467D294E828FAB8A","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w10_direction_repeat02_full_20260528\bit_symbols\restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro6_1000x125_strict_20260526_repeat02.lsb.bits.bin","EB09C97D1505D20E7A841F2862AD19E85190B4FA426F8CFFAF4AA7040A3BE877","not_run","reduced_xor variant=sampler_island_local warmup=10 mode=data_ro index=6"
"restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro7_1000x125_strict_20260526_repeat02","msb","E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro7_1000x125_strict_20260526_repeat02.bin","AA1D2F98D954FBEAD6217FB35BD518ECD9A27D17BAD19F7AB3E0813B80042864","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w10_direction_repeat02_full_20260528\payloads\restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro7_1000x125_strict_20260526_repeat02.payload.bin","157CF20C221F543FDE76B1B548462D41936990658B8BEEE21DB90045CEFB125C","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w10_direction_repeat02_full_20260528\bit_symbols\restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro7_1000x125_strict_20260526_repeat02.msb.bits.bin","52D3A8EFC22428E2EBA2129559351DF6DE1ECB2B505C890528DA420C20268DCD","not_run","reduced_xor variant=sampler_island_local warmup=10 mode=data_ro index=7"
"restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro7_1000x125_strict_20260526_repeat02","lsb","E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro7_1000x125_strict_20260526_repeat02.bin","AA1D2F98D954FBEAD6217FB35BD518ECD9A27D17BAD19F7AB3E0813B80042864","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w10_direction_repeat02_full_20260528\payloads\restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro7_1000x125_strict_20260526_repeat02.payload.bin","157CF20C221F543FDE76B1B548462D41936990658B8BEEE21DB90045CEFB125C","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w10_direction_repeat02_full_20260528\bit_symbols\restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro7_1000x125_strict_20260526_repeat02.lsb.bits.bin","BB776B90706F1923652DFA03E27494573CAAC9F6DCD12B376C3D1483295B0B68","not_run","reduced_xor variant=sampler_island_local warmup=10 mode=data_ro index=7"
"restart_reduced_xor_random1_sampler_island_local_warmup10_except_data_ro0_1000x125_strict_20260526_repeat02","msb","E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\restart_reduced_xor_random1_sampler_island_local_warmup10_except_data_ro0_1000x125_strict_20260526_repeat02.bin","2BA49724EE04554B1905C5600A81BE740C221793BC8C3713D99076E2259C3192","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w10_direction_repeat02_full_20260528\payloads\restart_reduced_xor_random1_sampler_island_local_warmup10_except_data_ro0_1000x125_strict_20260526_repeat02.payload.bin","5521EBC427BC2E5E419F629CB3CB9BD2C7DD4F251E187DFF00713C03FBF09D70","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w10_direction_repeat02_full_20260528\bit_symbols\restart_reduced_xor_random1_sampler_island_local_warmup10_except_data_ro0_1000x125_strict_20260526_repeat02.msb.bits.bin","AB1943EDB7FFEB2E8220B19CFA7E223AD822EFEC8DB6917DB91B96FE34DE14C8","not_run","reduced_xor variant=sampler_island_local warmup=10 mode=except_data_ro index=0"
"restart_reduced_xor_random1_sampler_island_local_warmup10_except_data_ro0_1000x125_strict_20260526_repeat02","lsb","E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\restart_reduced_xor_random1_sampler_island_local_warmup10_except_data_ro0_1000x125_strict_20260526_repeat02.bin","2BA49724EE04554B1905C5600A81BE740C221793BC8C3713D99076E2259C3192","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w10_direction_repeat02_full_20260528\payloads\restart_reduced_xor_random1_sampler_island_local_warmup10_except_data_ro0_1000x125_strict_20260526_repeat02.payload.bin","5521EBC427BC2E5E419F629CB3CB9BD2C7DD4F251E187DFF00713C03FBF09D70","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w10_direction_repeat02_full_20260528\bit_symbols\restart_reduced_xor_random1_sampler_island_local_warmup10_except_data_ro0_1000x125_strict_20260526_repeat02.lsb.bits.bin","8CBCC15F15FFE44F08DD49A4E7E15611E3C809E64DBD55D4441BAF47187BB2A1","not_run","reduced_xor variant=sampler_island_local warmup=10 mode=except_data_ro index=0"
"restart_reduced_xor_random1_sampler_island_local_warmup10_except_data_ro1_1000x125_strict_20260526_repeat02","msb","E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\restart_reduced_xor_random1_sampler_island_local_warmup10_except_data_ro1_1000x125_strict_20260526_repeat02.bin","026FCF4F747A8A0F91EDF17875C8B43F70B351C1754A6FD916EF1D3CB6738FE0","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w10_direction_repeat02_full_20260528\payloads\restart_reduced_xor_random1_sampler_island_local_warmup10_except_data_ro1_1000x125_strict_20260526_repeat02.payload.bin","029817506D3146F1122F4C393B8C307CBB7D8118A9DA3A508E855E02894F1ADD","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w10_direction_repeat02_full_20260528\bit_symbols\restart_reduced_xor_random1_sampler_island_local_warmup10_except_data_ro1_1000x125_strict_20260526_repeat02.msb.bits.bin","A1170161D86A47DB191E13EAC3F182554AF3F5F5CC58261DEEE59390FFBDCC8D","not_run","reduced_xor variant=sampler_island_local warmup=10 mode=except_data_ro index=1"
"restart_reduced_xor_random1_sampler_island_local_warmup10_except_data_ro1_1000x125_strict_20260526_repeat02","lsb","E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\restart_reduced_xor_random1_sampler_island_local_warmup10_except_data_ro1_1000x125_strict_20260526_repeat02.bin","026FCF4F747A8A0F91EDF17875C8B43F70B351C1754A6FD916EF1D3CB6738FE0","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w10_direction_repeat02_full_20260528\payloads\restart_reduced_xor_random1_sampler_island_local_warmup10_except_data_ro1_1000x125_strict_20260526_repeat02.payload.bin","029817506D3146F1122F4C393B8C307CBB7D8118A9DA3A508E855E02894F1ADD","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w10_direction_repeat02_full_20260528\bit_symbols\restart_reduced_xor_random1_sampler_island_local_warmup10_except_data_ro1_1000x125_strict_20260526_repeat02.lsb.bits.bin","6147BD5BE9369A2C806A225F43C3492F86F7F150070C6B8E06F5391160042CB7","not_run","reduced_xor variant=sampler_island_local warmup=10 mode=except_data_ro index=1"
"restart_reduced_xor_random1_sampler_island_local_warmup10_except_data_ro2_1000x125_strict_20260526_repeat02","msb","E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\restart_reduced_xor_random1_sampler_island_local_warmup10_except_data_ro2_1000x125_strict_20260526_repeat02.bin","CA9D7561DD74A8AE6009A815ADC120EA3D866F7128BD3779647B773AD714CC8D","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w10_direction_repeat02_full_20260528\payloads\restart_reduced_xor_random1_sampler_island_local_warmup10_except_data_ro2_1000x125_strict_20260526_repeat02.payload.bin","0C58E4B00739870710531692C12E654F714645AB5595EDE81FAE5DC404DFDD1F","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w10_direction_repeat02_full_20260528\bit_symbols\restart_reduced_xor_random1_sampler_island_local_warmup10_except_data_ro2_1000x125_strict_20260526_repeat02.msb.bits.bin","ED63D84DBD34796FC615938EEB5802F6A2E0E7A6C7D70A5A84E7CE58444AE908","not_run","reduced_xor variant=sampler_island_local warmup=10 mode=except_data_ro index=2"
"restart_reduced_xor_random1_sampler_island_local_warmup10_except_data_ro2_1000x125_strict_20260526_repeat02","lsb","E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\restart_reduced_xor_random1_sampler_island_local_warmup10_except_data_ro2_1000x125_strict_20260526_repeat02.bin","CA9D7561DD74A8AE6009A815ADC120EA3D866F7128BD3779647B773AD714CC8D","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w10_direction_repeat02_full_20260528\payloads\restart_reduced_xor_random1_sampler_island_local_warmup10_except_data_ro2_1000x125_strict_20260526_repeat02.payload.bin","0C58E4B00739870710531692C12E654F714645AB5595EDE81FAE5DC404DFDD1F","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w10_direction_repeat02_full_20260528\bit_symbols\restart_reduced_xor_random1_sampler_island_local_warmup10_except_data_ro2_1000x125_strict_20260526_repeat02.lsb.bits.bin","B492AE43D2B412BE9097E0CD28E6C3CFEE454842F4C8E58680811F4DA8429280","not_run","reduced_xor variant=sampler_island_local warmup=10 mode=except_data_ro index=2"
"restart_reduced_xor_random1_sampler_island_local_warmup10_except_data_ro3_1000x125_strict_20260526_repeat02","msb","E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\restart_reduced_xor_random1_sampler_island_local_warmup10_except_data_ro3_1000x125_strict_20260526_repeat02.bin","197A43AA219BD45F6F8288C75FA972F5EB5EC01574FA047F653BC1BEBAEBE4C2","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w10_direction_repeat02_full_20260528\payloads\restart_reduced_xor_random1_sampler_island_local_warmup10_except_data_ro3_1000x125_strict_20260526_repeat02.payload.bin","33D2BBEE595B68417B9DF23D436C187F2807716D51A2E67B58DDABB6F63BB63C","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w10_direction_repeat02_full_20260528\bit_symbols\restart_reduced_xor_random1_sampler_island_local_warmup10_except_data_ro3_1000x125_strict_20260526_repeat02.msb.bits.bin","D3D0B219EAA6A5B4F5082890581147769942B463E7855E13A12B385B514CB5EC","not_run","reduced_xor variant=sampler_island_local warmup=10 mode=except_data_ro index=3"
"restart_reduced_xor_random1_sampler_island_local_warmup10_except_data_ro3_1000x125_strict_20260526_repeat02","lsb","E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\restart_reduced_xor_random1_sampler_island_local_warmup10_except_data_ro3_1000x125_strict_20260526_repeat02.bin","197A43AA219BD45F6F8288C75FA972F5EB5EC01574FA047F653BC1BEBAEBE4C2","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w10_direction_repeat02_full_20260528\payloads\restart_reduced_xor_random1_sampler_island_local_warmup10_except_data_ro3_1000x125_strict_20260526_repeat02.payload.bin","33D2BBEE595B68417B9DF23D436C187F2807716D51A2E67B58DDABB6F63BB63C","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w10_direction_repeat02_full_20260528\bit_symbols\restart_reduced_xor_random1_sampler_island_local_warmup10_except_data_ro3_1000x125_strict_20260526_repeat02.lsb.bits.bin","7DBEBBBCB3EA3B74C52E3113E64085C6EA522E0ADD9B2324323AA9C8E4F9C6E8","not_run","reduced_xor variant=sampler_island_local warmup=10 mode=except_data_ro index=3"
"restart_reduced_xor_random1_sampler_island_local_warmup10_except_data_ro4_1000x125_strict_20260526_repeat02","msb","E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\restart_reduced_xor_random1_sampler_island_local_warmup10_except_data_ro4_1000x125_strict_20260526_repeat02.bin","FFE611D7E0B8151C7DAC1C51B78215215727B27FB513334525CEAF42D86D7672","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w10_direction_repeat02_full_20260528\payloads\restart_reduced_xor_random1_sampler_island_local_warmup10_except_data_ro4_1000x125_strict_20260526_repeat02.payload.bin","DDC7DA1AC731B786CA279F4CD0A16A7E5F15B299C96AC32FDE8992E0397167BD","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w10_direction_repeat02_full_20260528\bit_symbols\restart_reduced_xor_random1_sampler_island_local_warmup10_except_data_ro4_1000x125_strict_20260526_repeat02.msb.bits.bin","2117446B121A509DEC2B39A1E07E4CE3CA84D7974E1D146E7F84B1C50B7F002C","not_run","reduced_xor variant=sampler_island_local warmup=10 mode=except_data_ro index=4"
