"run","order","capture","capture_sha256","payload","payload_sha256","bit_symbols","bit_symbols_sha256","ea_restart_status","notes"
"restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro0_1000x125_strict_20260526_repeat02","msb","E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro0_1000x125_strict_20260526_repeat02.bin","D9FEF35D1DA8C2B450DE12D7A6A87F396B0B4BEFF683621B24E56B483859BCCC","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w10_direction_repeat02_full_20260528\payloads\restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro0_1000x125_strict_20260526_repeat02.payload.bin","8913D522A38D712D15DADC45429B7FA380714CFFA14276CA036DC4A931E0BE09","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w10_direction_repeat02_full_20260528\bit_symbols\restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro0_1000x125_strict_20260526_repeat02.msb.bits.bin","8A02694199D654C7C765B03387E28729D890AA78F633816F7A0FF32BE5012BD5","not_run","reduced_xor variant=sampler_island_local warmup=10 mode=data_ro index=0"
"restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro0_1000x125_strict_20260526_repeat02","lsb","E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro0_1000x125_strict_20260526_repeat02.bin","D9FEF35D1DA8C2B450DE12D7A6A87F396B0B4BEFF683621B24E56B483859BCCC","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w10_direction_repeat02_full_20260528\payloads\restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro0_1000x125_strict_20260526_repeat02.payload.bin","8913D522A38D712D15DADC45429B7FA380714CFFA14276CA036DC4A931E0BE09","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w10_direction_repeat02_full_20260528\bit_symbols\restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro0_1000x125_strict_20260526_repeat02.lsb.bits.bin","E1B19850105077055C35BDEBCF93F35E425A8ADCC9A14FC8FC34DA929D6A95AF","not_run","reduced_xor variant=sampler_island_local warmup=10 mode=data_ro index=0"
"restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro1_1000x125_strict_20260526_repeat02","msb","E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro1_1000x125_strict_20260526_repeat02.bin","0A493A401AE7B338F8A5FC83759E9B9CA792A827821412A8BAB144E184926870","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w10_direction_repeat02_full_20260528\payloads\restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro1_1000x125_strict_20260526_repeat02.payload.bin","1239FC918E9BD5BE8A4F932FE30B7CDC46A16B2C7AD9189F02537113751CDC24","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w10_direction_repeat02_full_20260528\bit_symbols\restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro1_1000x125_strict_20260526_repeat02.msb.bits.bin","500C23615E29BF0362A62ABB24511AA1C22BC17FFA3E3C8F924D59E2CBAE5C6D","not_run","reduced_xor variant=sampler_island_local warmup=10 mode=data_ro index=1"
"restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro1_1000x125_strict_20260526_repeat02","lsb","E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro1_1000x125_strict_20260526_repeat02.bin","0A493A401AE7B338F8A5FC83759E9B9CA792A827821412A8BAB144E184926870","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w10_direction_repeat02_full_20260528\payloads\restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro1_1000x125_strict_20260526_repeat02.payload.bin","1239FC918E9BD5BE8A4F932FE30B7CDC46A16B2C7AD9189F02537113751CDC24","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w10_direction_repeat02_full_20260528\bit_symbols\restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro1_1000x125_strict_20260526_repeat02.lsb.bits.bin","DB2A0370D8492E04FD08EC6FB04594762E3789DDF58F7A9B3A5DEEDE11EDD41A","not_run","reduced_xor variant=sampler_island_local warmup=10 mode=data_ro index=1"
"restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro2_1000x125_strict_20260526_repeat02","msb","E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro2_1000x125_strict_20260526_repeat02.bin","A59C4AC3ED4F341B8CAB0A83FA40BD7D16BB7F08834D1E710F41A4969C060C19","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w10_direction_repeat02_full_20260528\payloads\restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro2_1000x125_strict_20260526_repeat02.payload.bin","90AAC615522523352A83CC4F6EA6D56928818398C9A9EE3616642204B002944F","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w10_direction_repeat02_full_20260528\bit_symbols\restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro2_1000x125_strict_20260526_repeat02.msb.bits.bin","0D1E01D3F13AC5CBB18AE6BA71558FAE56BAA5743776D57352319A1161E0FF31","not_run","reduced_xor variant=sampler_island_local warmup=10 mode=data_ro index=2"
"restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro2_1000x125_strict_20260526_repeat02","lsb","E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro2_1000x125_strict_20260526_repeat02.bin","A59C4AC3ED4F341B8CAB0A83FA40BD7D16BB7F08834D1E710F41A4969C060C19","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w10_direction_repeat02_full_20260528\payloads\restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro2_1000x125_strict_20260526_repeat02.payload.bin","90AAC615522523352A83CC4F6EA6D56928818398C9A9EE3616642204B002944F","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w10_direction_repeat02_full_20260528\bit_symbols\restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro2_1000x125_strict_20260526_repeat02.lsb.bits.bin","9313B5CA1515AD492473B43E73465F01C69EBC60CD2A0B05046B108C08704E48","not_run","reduced_xor variant=sampler_island_local warmup=10 mode=data_ro index=2"
"restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro3_1000x125_strict_20260526_repeat02","msb","E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro3_1000x125_strict_20260526_repeat02.bin","5012C033E551923EF93972558F4961C5C73691CEBC53F1717D6506E35E691F3E","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w10_direction_repeat02_full_20260528\payloads\restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro3_1000x125_strict_20260526_repeat02.payload.bin","80EC6C09843D5939C71225C13AD010EA94B02FADA95A1F2ECEED144D81D298FB","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w10_direction_repeat02_full_20260528\bit_symbols\restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro3_1000x125_strict_20260526_repeat02.msb.bits.bin","5484D2871599F0D9C0D58E87F64D950E3281E1BE4A847F6B22DC2BCA6AD53C79","not_run","reduced_xor variant=sampler_island_local warmup=10 mode=data_ro index=3"
"restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro3_1000x125_strict_20260526_repeat02","lsb","E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro3_1000x125_strict_20260526_repeat02.bin","5012C033E551923EF93972558F4961C5C73691CEBC53F1717D6506E35E691F3E","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w10_direction_repeat02_full_20260528\payloads\restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro3_1000x125_strict_20260526_repeat02.payload.bin","80EC6C09843D5939C71225C13AD010EA94B02FADA95A1F2ECEED144D81D298FB","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w10_direction_repeat02_full_20260528\bit_symbols\restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro3_1000x125_strict_20260526_repeat02.lsb.bits.bin","E63669E1F6EFB01E0D0CC9E4E73F36BCC109CD80622F04AAFCAA78518494FFD0","not_run","reduced_xor variant=sampler_island_local warmup=10 mode=data_ro index=3"
"restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro4_1000x125_strict_20260526_repeat02","msb","E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro4_1000x125_strict_20260526_repeat02.bin","248774BE351B1EF663550AA569CEB7AE88BC738E7E5A2F28A9D2161F4A4D7E5C","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w10_direction_repeat02_full_20260528\payloads\restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro4_1000x125_strict_20260526_repeat02.payload.bin","BBEF60B58AAC325957BF0ACF07EF6CE74BF2B8FE533F5DBE4DA38C7CE78B81AB","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w10_direction_repeat02_full_20260528\bit_symbols\restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro4_1000x125_strict_20260526_repeat02.msb.bits.bin","02A6E1C588D23D5219E73F524722247B6065D52216BC6FCE7AE55D9A2BB0198C","not_run","reduced_xor variant=sampler_island_local warmup=10 mode=data_ro index=4"
"restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro4_1000x125_strict_20260526_repeat02","lsb","E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro4_1000x125_strict_20260526_repeat02.bin","248774BE351B1EF663550AA569CEB7AE88BC738E7E5A2F28A9D2161F4A4D7E5C","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w10_direction_repeat02_full_20260528\payloads\restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro4_1000x125_strict_20260526_repeat02.payload.bin","BBEF60B58AAC325957BF0ACF07EF6CE74BF2B8FE533F5DBE4DA38C7CE78B81AB","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w10_direction_repeat02_full_20260528\bit_symbols\restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro4_1000x125_strict_20260526_repeat02.lsb.bits.bin","26AD678FB69B44C59F5661DDAD4561D76218DB30717374C33A591A23D5480B06","not_run","reduced_xor variant=sampler_island_local warmup=10 mode=data_ro index=4"
