run,source,source_format,window_index,packet_start,packet_end,packets,lut_a,lut_b,clock_period_ps,bins,phase_pearson_r,bin_pearson_r,diff_mean_ps,diff_std_ps,diff_mean_delta_from_first_ps,diff_mean_delta_from_run_mean_ps,run_diff_mean_ps_slope_per_window,lag_min,lag_max,lag0_phase_pearson_r,best_lag_packets,best_lag_phase_pearson_r,best_lag_abs_phase_pearson_r,strong_lock_window,source_file
tdc_sampler_data_random1_baseline_sample_x36y35_ro0_2mib,data\hardware\20260511_fpga1_board1\tdc_sampler_data\analysis_tdc_sampler_data_random1_baseline_sample_x36y35_ro0_2mib\tdc_sampler_data_random1_baseline_sample_x36y35_ro0_2mib.tdc_packets.csv,csv,0,0,16383,16384,E:\Project\MLDSA\RO_TRNG\data\experiments\tdc_code_density_cal_20260525\tdc_code_density_cal_a7_b11_formal_8mib_20260525.lane_a_lut.csv,E:\Project\MLDSA\RO_TRNG\data\experiments\tdc_code_density_cal_20260525\tdc_code_density_cal_a7_b11_formal_8mib_20260525.lane_b_lut.csv,5000,65,0.00695143217,0.00993374961,21.917884,1418.27068,0,26.9704918,-0.491149449,-8,8,0.00695143217,5,0.0132726024,0.0132726024,0,data\hardware\20260511_fpga1_board1\tdc_sampler_data\analysis_tdc_sampler_data_random1_baseline_sample_x36y35_ro0_2mib\tdc_sampler_data_random1_baseline_sample_x36y35_ro0_2mib.tdc_packets.csv
tdc_sampler_data_random1_baseline_sample_x36y35_ro0_2mib,data\hardware\20260511_fpga1_board1\tdc_sampler_data\analysis_tdc_sampler_data_random1_baseline_sample_x36y35_ro0_2mib\tdc_sampler_data_random1_baseline_sample_x36y35_ro0_2mib.tdc_packets.csv,csv,1,16384,32767,16384,E:\Project\MLDSA\RO_TRNG\data\experiments\tdc_code_density_cal_20260525\tdc_code_density_cal_a7_b11_formal_8mib_20260525.lane_a_lut.csv,E:\Project\MLDSA\RO_TRNG\data\experiments\tdc_code_density_cal_20260525\tdc_code_density_cal_a7_b11_formal_8mib_20260525.lane_b_lut.csv,5000,65,-0.00168788439,-0.000867268973,-22.0764224,1420.14316,-43.9943064,-17.0238145,-0.491149449,-8,8,-0.00168788439,-3,-0.00891068968,0.00891068968,0,data\hardware\20260511_fpga1_board1\tdc_sampler_data\analysis_tdc_sampler_data_random1_baseline_sample_x36y35_ro0_2mib\tdc_sampler_data_random1_baseline_sample_x36y35_ro0_2mib.tdc_packets.csv
tdc_sampler_data_random1_baseline_sample_x36y35_ro0_2mib,data\hardware\20260511_fpga1_board1\tdc_sampler_data\analysis_tdc_sampler_data_random1_baseline_sample_x36y35_ro0_2mib\tdc_sampler_data_random1_baseline_sample_x36y35_ro0_2mib.tdc_packets.csv,csv,2,32768,49151,16384,E:\Project\MLDSA\RO_TRNG\data\experiments\tdc_code_density_cal_20260525\tdc_code_density_cal_a7_b11_formal_8mib_20260525.lane_a_lut.csv,E:\Project\MLDSA\RO_TRNG\data\experiments\tdc_code_density_cal_20260525\tdc_code_density_cal_a7_b11_formal_8mib_20260525.lane_b_lut.csv,5000,65,0.0033166118,0.00348481204,-1.95744998,1422.91132,-23.8753339,3.09515791,-0.491149449,-8,8,0.0033166118,8,-0.0166560861,0.0166560861,0,data\hardware\20260511_fpga1_board1\tdc_sampler_data\analysis_tdc_sampler_data_random1_baseline_sample_x36y35_ro0_2mib\tdc_sampler_data_random1_baseline_sample_x36y35_ro0_2mib.tdc_packets.csv
tdc_sampler_data_random1_baseline_sample_x36y35_ro0_2mib,data\hardware\20260511_fpga1_board1\tdc_sampler_data\analysis_tdc_sampler_data_random1_baseline_sample_x36y35_ro0_2mib\tdc_sampler_data_random1_baseline_sample_x36y35_ro0_2mib.tdc_packets.csv,csv,3,49152,65535,16384,E:\Project\MLDSA\RO_TRNG\data\experiments\tdc_code_density_cal_20260525\tdc_code_density_cal_a7_b11_formal_8mib_20260525.lane_a_lut.csv,E:\Project\MLDSA\RO_TRNG\data\experiments\tdc_code_density_cal_20260525\tdc_code_density_cal_a7_b11_formal_8mib_20260525.lane_b_lut.csv,5000,65,0.000243595443,-0.0014588158,8.87427365,1423.94313,-13.0436103,13.9268815,-0.491149449,-8,8,0.000243595443,-8,-0.018613082,0.018613082,0,data\hardware\20260511_fpga1_board1\tdc_sampler_data\analysis_tdc_sampler_data_random1_baseline_sample_x36y35_ro0_2mib\tdc_sampler_data_random1_baseline_sample_x36y35_ro0_2mib.tdc_packets.csv
tdc_sampler_data_random1_baseline_sample_x36y35_ro0_2mib,data\hardware\20260511_fpga1_board1\tdc_sampler_data\analysis_tdc_sampler_data_random1_baseline_sample_x36y35_ro0_2mib\tdc_sampler_data_random1_baseline_sample_x36y35_ro0_2mib.tdc_packets.csv,csv,4,65536,81919,16384,E:\Project\MLDSA\RO_TRNG\data\experiments\tdc_code_density_cal_20260525\tdc_code_density_cal_a7_b11_formal_8mib_20260525.lane_a_lut.csv,E:\Project\MLDSA\RO_TRNG\data\experiments\tdc_code_density_cal_20260525\tdc_code_density_cal_a7_b11_formal_8mib_20260525.lane_b_lut.csv,5000,65,0.00495632508,0.00674227979,6.77272494,1416.44371,-15.145159,11.8253328,-0.491149449,-8,8,0.00495632508,-1,-0.0143955676,0.0143955676,0,data\hardware\20260511_fpga1_board1\tdc_sampler_data\analysis_tdc_sampler_data_random1_baseline_sample_x36y35_ro0_2mib\tdc_sampler_data_random1_baseline_sample_x36y35_ro0_2mib.tdc_packets.csv
tdc_sampler_data_random1_baseline_sample_x36y35_ro0_2mib,data\hardware\20260511_fpga1_board1\tdc_sampler_data\analysis_tdc_sampler_data_random1_baseline_sample_x36y35_ro0_2mib\tdc_sampler_data_random1_baseline_sample_x36y35_ro0_2mib.tdc_packets.csv,csv,5,81920,98303,16384,E:\Project\MLDSA\RO_TRNG\data\experiments\tdc_code_density_cal_20260525\tdc_code_density_cal_a7_b11_formal_8mib_20260525.lane_a_lut.csv,E:\Project\MLDSA\RO_TRNG\data\experiments\tdc_code_density_cal_20260525\tdc_code_density_cal_a7_b11_formal_8mib_20260525.lane_b_lut.csv,5000,65,0.0027246622,0.00749728435,-15.7451697,1417.59584,-37.6630536,-10.6925618,-0.491149449,-8,8,0.0027246622,-4,0.0172854787,0.0172854787,0,data\hardware\20260511_fpga1_board1\tdc_sampler_data\analysis_tdc_sampler_data_random1_baseline_sample_x36y35_ro0_2mib\tdc_sampler_data_random1_baseline_sample_x36y35_ro0_2mib.tdc_packets.csv
tdc_sampler_data_random1_baseline_sample_x36y35_ro0_2mib,data\hardware\20260511_fpga1_board1\tdc_sampler_data\analysis_tdc_sampler_data_random1_baseline_sample_x36y35_ro0_2mib\tdc_sampler_data_random1_baseline_sample_x36y35_ro0_2mib.tdc_packets.csv,csv,6,98304,114687,16384,E:\Project\MLDSA\RO_TRNG\data\experiments\tdc_code_density_cal_20260525\tdc_code_density_cal_a7_b11_formal_8mib_20260525.lane_a_lut.csv,E:\Project\MLDSA\RO_TRNG\data\experiments\tdc_code_density_cal_20260525\tdc_code_density_cal_a7_b11_formal_8mib_20260525.lane_b_lut.csv,5000,65,-0.00686991111,-0.00751897842,-8.54049314,1418.68197,-30.4583771,-3.48788525,-0.491149449,-8,8,-0.00686991111,-6,-0.012905903,0.012905903,0,data\hardware\20260511_fpga1_board1\tdc_sampler_data\analysis_tdc_sampler_data_random1_baseline_sample_x36y35_ro0_2mib\tdc_sampler_data_random1_baseline_sample_x36y35_ro0_2mib.tdc_packets.csv
tdc_sampler_data_random1_baseline_sample_x36y35_ro0_2mib,data\hardware\20260511_fpga1_board1\tdc_sampler_data\analysis_tdc_sampler_data_random1_baseline_sample_x36y35_ro0_2mib\tdc_sampler_data_random1_baseline_sample_x36y35_ro0_2mib.tdc_packets.csv,csv,7,114688,131071,16384,E:\Project\MLDSA\RO_TRNG\data\experiments\tdc_code_density_cal_20260525\tdc_code_density_cal_a7_b11_formal_8mib_20260525.lane_a_lut.csv,E:\Project\MLDSA\RO_TRNG\data\experiments\tdc_code_density_cal_20260525\tdc_code_density_cal_a7_b11_formal_8mib_20260525.lane_b_lut.csv,5000,65,0.00399745216,0.00523562243,-8.46824616,1421.11878,-30.3861301,-3.41563827,-0.491149449,-8,8,0.00399745216,-3,0.0182301372,0.0182301372,0,data\hardware\20260511_fpga1_board1\tdc_sampler_data\analysis_tdc_sampler_data_random1_baseline_sample_x36y35_ro0_2mib\tdc_sampler_data_random1_baseline_sample_x36y35_ro0_2mib.tdc_packets.csv
tdc_sampler_data_random1_baseline_sample_x36y35_ro0_2mib,data\hardware\20260511_fpga1_board1\tdc_sampler_data\analysis_tdc_sampler_data_random1_baseline_sample_x36y35_ro0_2mib\tdc_sampler_data_random1_baseline_sample_x36y35_ro0_2mib.tdc_packets.csv,csv,8,131072,147455,16384,E:\Project\MLDSA\RO_TRNG\data\experiments\tdc_code_density_cal_20260525\tdc_code_density_cal_a7_b11_formal_8mib_20260525.lane_a_lut.csv,E:\Project\MLDSA\RO_TRNG\data\experiments\tdc_code_density_cal_20260525\tdc_code_density_cal_a7_b11_formal_8mib_20260525.lane_b_lut.csv,5000,65,-0.00314149833,-0.00863120715,-20.3365066,1419.81264,-42.2543906,-15.2838987,-0.491149449,-8,8,-0.00314149833,3,-0.0192152413,0.0192152413,0,data\hardware\20260511_fpga1_board1\tdc_sampler_data\analysis_tdc_sampler_data_random1_baseline_sample_x36y35_ro0_2mib\tdc_sampler_data_random1_baseline_sample_x36y35_ro0_2mib.tdc_packets.csv
tdc_sampler_data_random1_baseline_sample_x36y35_ro0_2mib,data\hardware\20260511_fpga1_board1\tdc_sampler_data\analysis_tdc_sampler_data_random1_baseline_sample_x36y35_ro0_2mib\tdc_sampler_data_random1_baseline_sample_x36y35_ro0_2mib.tdc_packets.csv,csv,9,147456,163839,16384,E:\Project\MLDSA\RO_TRNG\data\experiments\tdc_code_density_cal_20260525\tdc_code_density_cal_a7_b11_formal_8mib_20260525.lane_a_lut.csv,E:\Project\MLDSA\RO_TRNG\data\experiments\tdc_code_density_cal_20260525\tdc_code_density_cal_a7_b11_formal_8mib_20260525.lane_b_lut.csv,5000,65,-0.00556341226,-0.00621498692,-8.4241138,1420.36439,-30.3419977,-3.3715059,-0.491149449,-8,8,-0.00556341226,4,0.0156276796,0.0156276796,0,data\hardware\20260511_fpga1_board1\tdc_sampler_data\analysis_tdc_sampler_data_random1_baseline_sample_x36y35_ro0_2mib\tdc_sampler_data_random1_baseline_sample_x36y35_ro0_2mib.tdc_packets.csv
