label,run,source,source_format,tdcr_header_found,tdcr_version,tdcr_pair_id,tdcr_family_id,tdcr_warmup_packets,tdcr_capture_packets,tdcr_sample_div,packets,seq_gaps,seq_wraps,enable_edge_index,pre_enable_packets,post_enable_packets,bins,early_packets,window_packets,lag,entropy_a,entropy_b,entropy_diff,min_entropy_a,min_entropy_b,min_entropy_diff,early_entropy_a,early_entropy_b,early_entropy_diff,early_min_entropy_a,early_min_entropy_b,early_min_entropy_diff,transition_entropy_diff,transition_min_entropy_diff,same_diff_transition_ratio,residence_runs,residence_mean_len,residence_median_len,residence_p95_len,longest_same_diff_bin_run,autocorr_diff_lag,autocorr_a_lag,autocorr_b_lag,first_window_packets,later_window_packets,first_entropy_a,first_entropy_b,first_entropy_diff,later_entropy_a,later_entropy_b,later_entropy_diff,first_minus_later_entropy_a,first_minus_later_entropy_b,first_minus_later_entropy_diff,first_later_tvd_a,first_later_tvd_b,first_later_tvd_diff,first_diff_mean_bin,later_diff_mean_bin,first_minus_later_diff_mean_bin,warmup_packets,warmup_entropy_a,warmup_entropy_b,warmup_entropy_diff,warmup_transition_entropy_diff,warmup_same_diff_transition_ratio,warmup_longest_same_diff_bin_run,warmup_autocorr_diff_lag
random1_baseline_delay3s,tdc_reset_enable_random1_baseline_ro0_smoke_delay3s_no_xadc,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro0_smoke_delay3s_no_xadc.bin,raw,0,,,,,,,8191,0,0,0,0,8191,256,64,256,1,2.71032364,5.52167478,6.67139621,1.31069947,3.74008062,4.74715845,2.73559288,4.67197315,5.25609937,1.29956028,3.4150375,3.67807191,12.1910074,8.99964774,0.0133089133,8082,1.01348676,1,1,3,0.0230846425,0.00773208026,0.0220823991,256,7935,2.81497072,5.33772835,6.20680559,2.70222176,5.52186005,6.67175589,0.112748957,-0.184131703,-0.464950298,0.091845857,0.19425065,0.304505848,-5.25390625,-2.38676749,-2.86713876,64,2.51492969,4.53104268,5.22640977,5.97727992,0.0158730159,2,-0.0352925742
