metadata_file,capture_id,board_id,kind,output_file,file_bytes,bytes_requested,bytes_captured,start_time,end_time,duration_seconds,uart_port,baud,bitstream,sha256,legacy_fpga_temperature_c,legacy_voltage_condition,xadc_csv,xadc_before_status,xadc_before_timestamp,xadc_before_temperature_c,xadc_before_vccint_v,xadc_before_vccaux_v,xadc_before_vccbram_v,xadc_before_vpvn_v,xadc_before_error,xadc_after_status,xadc_after_timestamp,xadc_after_temperature_c,xadc_after_vccint_v,xadc_after_vccaux_v,xadc_after_vccbram_v,xadc_after_vpvn_v,xadc_after_error,xadc_status,temperature_delta_c,vccint_v_delta,vccaux_v_delta,vccbram_v_delta,vpvn_v_delta
E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\metadata\cross_region_run02.json,cross_region_run02,,trng,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\trng\cross_region_run02.bin,10485760,10485760,10485760,2026-05-12 23:03:42,2026-05-12 23:19:31,949.19,COM3,115200,data\vivado_runs\fpga1_ro_trng_matrix\cross_region_x36y25\seed_1\RO_TRNG_top.bit,F21CF761EF2074B8BA0E6E5B3C811FE320CFD26FCF1F8EC76BE4AA4315890215,,nominal_board_power,,,,,,,,,,,,,,,,,,missing,,,,,
E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\metadata\cross_region_smoke01.json,cross_region_smoke01,,trng,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\trng\cross_region_smoke01.bin,1048576,1048576,1048576,2026-05-12 00:26:39,2026-05-12 00:28:10,91.272,COM3,115200,data\vivado_runs\fpga1_ro_trng_matrix\cross_region_x36y25\seed_1\RO_TRNG_top.bit,04FC42D342625FDB3E3E473E689CA669DC5FEA335026D87D62693776EEE5E13D,,nominal_board_power,,,,,,,,,,,,,,,,,,missing,,,,,
E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\metadata\far_repeat02_5mib.json,far_repeat02_5mib,,trng,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\trng\far_repeat02_5mib.bin,5242880,5242880,5242880,2026-05-13 15:20:46,2026-05-13 15:28:25,459.732,COM3,115200,data\vivado_runs\fpga1_ro_trng_matrix\far_x20y25\seed_1\RO_TRNG_top.bit,E211FFEEBA215C82C32B3017167FA34CCF2C62676847B7A32979596D7E999EF9,,nominal_board_power,,,,,,,,,,,,,,,,,,missing,,,,,
E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\metadata\far_repeat03_20mib.json,far_repeat03_20mib,z7020_b01,trng,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\trng\far_repeat03_20mib.bin,20971520,20971520,20971520,2026-05-22 18:45:53,2026-05-22 19:33:12,2839.361,COM3,115200,data\vivado_runs\fpga1_ro_trng_matrix\far_x20y25\seed_1\RO_TRNG_top.bit,B95B393BBA5A901E401378374190BC8141B5B0EAC595BB544110287891B8515E,46.5,nominal_board_power,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\metadata\xadc_readings.csv,ok,2026-05-22 19:02:31,46.5,1.000,1.796,1.000,,,ok,2026-05-22 19:34:53,46.5,1.000,1.796,1.000,,,ok,0,0,0,0,
E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\metadata\far_run01.json,far_run01,,trng,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\trng\far_run01.bin,10485760,10485760,10485760,2026-05-11 23:44:21,2026-05-12 00:06:41,1339.872,COM3,115200,data\vivado_runs\fpga1_ro_trng_matrix\far_x20y25\seed_1\RO_TRNG_top.bit,863885F73EEDFDF58444D4705CEED0260F9BAA3D883410D82BA5F4AE95161732,,nominal_board_power,,,,,,,,,,,,,,,,,,missing,,,,,
E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\metadata\far_smoke01.json,far_smoke01,,trng,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\trng\far_smoke01.bin,1048576,1048576,1048576,2026-05-11 22:19:17,2026-05-11 22:22:50,212.853,COM3,115200,data\vivado_runs\fpga1_ro_trng_matrix\far_x20y25\seed_1\RO_TRNG_top.bit,4E00EE3C5C0ECED984120499FD8535A4F4772DA76F7F56A643FA1744E191E0B4,,nominal_board_power,,,,,,,,,,,,,,,,,,missing,,,,,
E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\metadata\original_fpga1_program_capture01.json,original_fpga1_program_capture01,,trng,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\trng\original_fpga1_program_capture01.bin,1024,1024,1024,2026-05-11 20:27:18,2026-05-11 20:27:18,0.373,COM3,115200,fpga1\xc7z020clg400\xc7z020clg400.runs\impl_1\RO_TRNG_top.bit,2D2636C5A88ED91EB0873723BD148A53CFC45302289077E605D941A015CF4723,,nominal_board_power,,,,,,,,,,,,,,,,,,missing,,,,,
E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\metadata\original_fpga1_repeat02_5mib.json,original_fpga1_repeat02_5mib,,trng,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\trng\original_fpga1_repeat02_5mib.bin,5242880,5242880,5242880,2026-05-14 01:14:16,2026-05-14 01:22:08,472.004,COM3,115200,fpga1\xc7z020clg400\xc7z020clg400.runs\impl_1\RO_TRNG_top.bit,E6244C3F8317BF7AB55E5594EE69425CCB2542F7E172835A46BFD9926173A9F0,,nominal_board_power,,,,,,,,,,,,,,,,,,missing,,,,,
E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\metadata\original_fpga1_run01_10mib.json,original_fpga1_run01_10mib,,trng,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\trng\original_fpga1_run01_10mib.bin,10485760,10485760,10485760,2026-05-14 00:58:05,2026-05-14 01:13:16,910.523,COM3,115200,fpga1\xc7z020clg400\xc7z020clg400.runs\impl_1\RO_TRNG_top.bit,109F93EEB99E1ACE2DEF954E4AD7AE0F8E9F94DA3ACC85FC461BCB9E6FEDE9B3,,nominal_board_power,,,,,,,,,,,,,,,,,,missing,,,,,
E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\metadata\random1_repeat02_5mib.json,random1_repeat02_5mib,,trng,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\trng\random1_repeat02_5mib.bin,5242880,5242880,5242880,2026-05-13 13:29:26,2026-05-13 13:37:01,455.435,COM3,115200,data\vivado_runs\fpga1_ro_trng_matrix\random_seed1_x36y35\seed_1\RO_TRNG_top.bit,FAC1A5CFCDA3A82ACEA1D8C3503F4CED49B6070FDCEF9F5C054B03CA92A3A470,,nominal_board_power,,,,,,,,,,,,,,,,,,missing,,,,,
E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\metadata\random1_repeat03.json,random1_repeat03,,trng,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\trng\random1_repeat03.bin,20971520,20971520,20971520,2026-05-14 12:21:46,2026-05-14 13:09:05,2839.043,COM3,115200,data\vivado_runs\fpga1_ro_trng_matrix\random_seed1_x36y35\seed_1\RO_TRNG_top.bit,0D02918F7803A7885F611E15566CDE14D531B2ADE0525231065884F7D0583BD2,,nominal_board_power,,,,,,,,,,,,,,,,,,missing,,,,,
E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\metadata\random1_ro_freq_fixed_run01_2mib.json,random1_ro_freq_fixed_run01_2mib,,raw,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\ro_freq\random1_ro_freq_fixed_run01_2mib.bin,2097152,2097152,2097152,2026-05-13 21:52:39,2026-05-13 22:00:31,471.407,COM3,115200,data\vivado_runs\fpga1_ro_freq_probe_fixed\random1_seed1_x36y35\RO_FREQ_trng_probe_top.bit,2E06E59CF3A38BB3C4B4BD5CFFF2409A9C8A19FD4BF3B25B048EBAF00273E3BB,,nominal_board_power,,,,,,,,,,,,,,,,,,missing,,,,,
E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\metadata\random1_ro_freq_fixed_run01_5mib.json,random1_ro_freq_fixed_run01_5mib,,raw,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\ro_freq\random1_ro_freq_fixed_run01_5mib.bin,5242880,5242880,5242880,2026-05-13 21:37:15,2026-05-13 21:51:16,841.784,COM3,115200,data\vivado_runs\fpga1_ro_freq_probe_fixed\random1_seed1_x36y35\RO_FREQ_trng_probe_top.bit,6335EB4D1B9459FC52D3BE1D4DE53FC5BC8A0EC119E6A47E9D3BE5ED297C8C39,,nominal_board_power,,,,,,,,,,,,,,,,,,missing,,,,,
E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\metadata\random1_ro_freq_fixed_run02_2mib.json,random1_ro_freq_fixed_run02_2mib,,raw,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\ro_freq\random1_ro_freq_fixed_run02_2mib.bin,2097152,2097152,2097152,2026-05-14 00:18:26,2026-05-14 00:21:29,183.187,COM3,115200,data\vivado_runs\fpga1_ro_freq_probe_fixed\random1_seed1_x36y35\RO_FREQ_trng_probe_top.bit,F50BCADAFFB4C485D5F44F45838EA79026597BC3B7B3331570F35E4A7B509605,,nominal_board_power,,,,,,,,,,,,,,,,,,missing,,,,,
E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\metadata\random1_ro_freq_fixed_run03_2mib.json,random1_ro_freq_fixed_run03_2mib,,raw,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\ro_freq\random1_ro_freq_fixed_run03_2mib.bin,2097152,2097152,2097152,2026-05-14 00:27:19,2026-05-14 00:33:48,389.26,COM3,115200,data\vivado_runs\fpga1_ro_freq_probe_fixed\random1_seed1_x36y35\RO_FREQ_trng_probe_top.bit,5FBD18746E87181BEBEAF6ABA1F435E108FD75A30CB2FA9DEE335945A805992A,,nominal_board_power,,,,,,,,,,,,,,,,,,missing,,,,,
E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\metadata\random1_ro_freq_fixed_run04_5mib.json,random1_ro_freq_fixed_run04_5mib,,raw,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\ro_freq\random1_ro_freq_fixed_run04_5mib.bin,5242880,5242880,5242880,2026-05-14 13:58:17,2026-05-14 14:18:19,1201.822,COM3,115200,data\vivado_runs\fpga1_ro_freq_probe_fixed\random1_seed1_x36y35\RO_FREQ_trng_probe_top.bit,51572F5B4E30268453B7F06E8A4035258BD7B619ECA07D93FC114CA8EB79375D,,nominal_board_power,,,,,,,,,,,,,,,,,,missing,,,,,
E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\metadata\random1_ro_freq_fixed_smoke01_512k.json,random1_ro_freq_fixed_smoke01_512k,,raw,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\ro_freq\random1_ro_freq_fixed_smoke01_512k.bin,524288,524288,524288,2026-05-13 21:28:52,2026-05-13 21:29:38,46.005,COM3,115200,data\vivado_runs\fpga1_ro_freq_probe_fixed\random1_seed1_x36y35\RO_FREQ_trng_probe_top.bit,F0E280B401EBBB72577DBF9EC96EB8876E077C078C4111EDD9FDC7E1EBC6CEF1,,nominal_board_power,,,,,,,,,,,,,,,,,,missing,,,,,
E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\metadata\random1_ro_freq_run01_2mib.json,random1_ro_freq_run01_2mib,,raw,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\ro_freq\random1_ro_freq_run01_2mib.bin,2097152,2097152,2097152,2026-05-13 21:16:07,2026-05-13 21:19:09,182.338,COM3,115200,data\vivado_runs\fpga1_ro_freq_probe\random1_seed1_x36y35\RO_FREQ_trng_probe_top.bit,08717B60A524112830E81E61E166D43B14D45A143C6197F02421C8B6BA72D21C,,nominal_board_power,,,,,,,,,,,,,,,,,,missing,,,,,
E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\metadata\random1_run01.json,random1_run01,,trng,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\trng\random1_run01.bin,10485760,10485760,10485760,2026-05-12 00:39:08,2026-05-12 00:54:18,910.621,COM3,115200,data\vivado_runs\fpga1_ro_trng_matrix\random_seed1_x36y35\seed_1\RO_TRNG_top.bit,48D17BAA35460C4FE9142D38E7DAAD4EF1FE8538D74186658AEC02D73F99C4E2,,nominal_board_power,,,,,,,,,,,,,,,,,,missing,,,,,
E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\metadata\random1_sample_ro_local_x45y39_20mib_20260523.json,random1_sample_ro_local_x45y39_20mib_20260523,z7020_b01,trng,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\trng\random1_sample_ro_local_x45y39_20mib_20260523.bin,20971520,20971520,20971520,2026-05-23 14:16:21,2026-05-23 14:48:15,1913.937,COM3,115200,data\vivado_runs\fpga1_sampler_island\random1_sample_ro_local_x45y39\seed_1\RO_TRNG_top.bit,AAE827CD1ADA4A141526E40349B053F9457DD33632CC010CBDED68CD3394DCD8,46.4,nominal_board_power,E:\Project\MLDSA\RO_TRNG\data\experiments\xadc_summary\xadc_capture_log_20260523.csv,ok,2026-05-23 14:17:33,45.9,1.000,1.797,1.000,,,ok,2026-05-23 14:49:11,46.4,1.000,1.797,1.000,,,ok,0.5,0,0,0,
E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\metadata\random1_sample_ro_local_x45y39_5mib_20260523.json,random1_sample_ro_local_x45y39_5mib_20260523,z7020_b01,trng,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\trng\random1_sample_ro_local_x45y39_5mib_20260523.bin,5242880,5242880,5242880,2026-05-23 01:31:52,2026-05-23 01:41:03,550.695,COM3,115200,data\vivado_runs\fpga1_sampler_island\random1_sample_ro_local_x45y39\seed_1\RO_TRNG_top.bit,92F950D292537F8DB86659BA76318C6A58394DE9CE07E10084605674C21091FF,46.0,nominal_board_power,E:\Project\MLDSA\RO_TRNG\data\experiments\xadc_summary\xadc_capture_log_20260523.csv,ok,,,,,,,,ok,2026-05-23 01:41:55,46.0,1.000,1.796,1.000,,,ok,,,,,
E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\metadata\random1_sampler_island_local_x45y39_regs_x45y31_5mib_20260523.json,random1_sampler_island_local_x45y39_regs_x45y31_5mib_20260523,z7020_b01,trng,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\trng\random1_sampler_island_local_x45y39_regs_x45y31_5mib_20260523.bin,5242880,5242880,5242880,2026-05-23 01:42:34,2026-05-23 01:51:20,525.938,COM3,115200,data\vivado_runs\fpga1_sampler_island\random1_sampler_island_local_x45y39_regs_x45y31\seed_1\RO_TRNG_top.bit,CA356FEB02BD87BDDBE06BA855F282911401E36866893B767109426B55FAE434,45.9,nominal_board_power,E:\Project\MLDSA\RO_TRNG\data\experiments\xadc_summary\xadc_capture_log_20260523.csv,ok,2026-05-23 01:43:24,46.0,1.000,1.796,1.000,,,ok,2026-05-23 01:52:12,45.9,1.000,1.797,1.000,,,ok,-0.1,0,0.001,0,
E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\metadata\random1_sampler_island_local_x45y39_regs_x45y31_program_20mib_20260523.json,random1_sampler_island_local_x45y39_regs_x45y31_program_20mib_20260523,z7020_b01,trng,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\trng\random1_sampler_island_local_x45y39_regs_x45y31_program_20mib_20260523.bin,20971520,20971520,20971520,2026-05-23 15:07:54,2026-05-23 15:39:24,1889.7,COM3,115200,data\vivado_runs\fpga1_sampler_island\random1_sampler_island_local_x45y39_regs_x45y31\seed_1\RO_TRNG_top.bit,C42E39A9BC46909105678F20EE918D054C82564FA344FA2F8E1A761D0E0D95E4,46.3,nominal_board_power,E:\Project\MLDSA\RO_TRNG\data\experiments\xadc_summary\xadc_capture_log_20260523,ok,2026-05-23 15:08:41,46.0,1.000,1.796,1.000,,,ok,2026-05-23 15:40:20,46.3,1.000,1.794,1.000,,,ok,0.3,0,-0.002,0,
E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\metadata\random1_sampler_island_local_x45y39_regs_x45y31_program_5mib_20260523.json,random1_sampler_island_local_x45y39_regs_x45y31_program_5mib_20260523,z7020_b01,trng,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\trng\random1_sampler_island_local_x45y39_regs_x45y31_program_5mib_20260523.bin,5242880,5242880,5242880,2026-05-23 14:52:32,2026-05-23 15:01:14,521.674,COM3,115200,data\vivado_runs\fpga1_sampler_island\random1_sampler_island_local_x45y39_regs_x45y31\seed_1\RO_TRNG_top.bit,B75F4DEB921681767B801471EE523D1EC59A57841E3DD821F1CDA4EA94DFD999,46.3,nominal_board_power,E:\Project\MLDSA\RO_TRNG\data\experiments\xadc_summary\xadc_capture_log_20260523.csv,ok,2026-05-23 14:53:17,46.1,1.000,1.796,1.000,,,ok,2026-05-23 15:02:09,46.3,1.000,1.796,1.000,,,ok,0.2,0,0,0,
E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\metadata\random1_smoke01.json,random1_smoke01,,trng,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\trng\random1_smoke01.bin,1048576,1048576,1048576,2026-05-12 00:29:29,2026-05-12 00:31:01,91.267,COM3,115200,data\vivado_runs\fpga1_ro_trng_matrix\random_seed1_x36y35\seed_1\RO_TRNG_top.bit,C13E08F07A091E999D6E196A17556BBC79B5EFB3C6F828A111CA13DDE337E436,,nominal_board_power,,,,,,,,,,,,,,,,,,missing,,,,,
E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\metadata\random2_repeat02_5mib.json,random2_repeat02_5mib,,trng,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\trng\random2_repeat02_5mib.bin,5242880,5242880,5242880,2026-05-13 20:16:11,2026-05-13 20:23:47,455.416,COM3,115200,data\vivado_runs\fpga1_ro_trng_matrix\random_seed2_x36y35\seed_1\RO_TRNG_top.bit,BA89FBA3927D03108EFC6CC0506761055F1C3BBADB00083FBF9DF037D8CF0221,,nominal_board_power,,,,,,,,,,,,,,,,,,missing,,,,,
E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\metadata\random2_repeat03_20mib.json,random2_repeat03_20mib,z7020_b01,trng,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\trng\random2_repeat03_20mib.bin,20971520,20971520,20971520,2026-05-22 20:28:25,2026-05-22 21:15:44,2839.361,COM3,115200,data\vivado_runs\fpga1_ro_trng_matrix\random_seed2_x36y35\seed_1\RO_TRNG_top.bit,201A5C9B48CAEE65A68B813F8C3ED1417D30691D264F304B0B4ED5C7FF6D5AB7,46.1,nominal_board_power,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\metadata\xadc_readings.csv,ok,2026-05-22 20:45:03,46.3,1.000,1.796,1.000,,,ok,2026-05-22 21:16:35,46.1,1.000,1.796,1.000,,,ok,-0.2,0,0,0,
E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\metadata\random2_run01.json,random2_run01,,trng,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\trng\random2_run01.bin,10485760,10485760,10485760,2026-05-12 01:41:46,2026-05-12 02:02:16,1230.393,COM3,115200,data\vivado_runs\fpga1_ro_trng_matrix\random_seed2_x36y35\seed_1\RO_TRNG_top.bit,98F5AE37C7D727553F1221B78AC1A4301AB81D410C30CDF60D52DB71E641670B,,nominal_board_power,,,,,,,,,,,,,,,,,,missing,,,,,
