byte_index,bit_index,ones,zeros,p1,abs_bias,x,msb_expanded_column,lsb_expanded_column,over_x_cutoff
0,0,459,541,0.459000000,0.041000000,541,7,0,False
0,1,487,513,0.487000000,0.013000000,513,6,1,False
0,2,267,733,0.267000000,0.233000000,733,5,2,False
0,3,309,691,0.309000000,0.191000000,691,4,3,False
0,4,436,564,0.436000000,0.064000000,564,3,4,False
0,5,466,534,0.466000000,0.034000000,534,2,5,False
0,6,313,687,0.313000000,0.187000000,687,1,6,False
0,7,422,578,0.422000000,0.078000000,578,0,7,False
1,0,442,558,0.442000000,0.058000000,558,15,8,False
1,1,396,604,0.396000000,0.104000000,604,14,9,False
1,2,422,578,0.422000000,0.078000000,578,13,10,False
1,3,422,578,0.422000000,0.078000000,578,12,11,False
1,4,383,617,0.383000000,0.117000000,617,11,12,False
1,5,453,547,0.453000000,0.047000000,547,10,13,False
1,6,385,615,0.385000000,0.115000000,615,9,14,False
1,7,398,602,0.398000000,0.102000000,602,8,15,False
2,0,409,591,0.409000000,0.091000000,591,23,16,False
2,1,382,618,0.382000000,0.118000000,618,22,17,False
2,2,418,582,0.418000000,0.082000000,582,21,18,False
2,3,433,567,0.433000000,0.067000000,567,20,19,False
2,4,383,617,0.383000000,0.117000000,617,19,20,False
2,5,380,620,0.380000000,0.120000000,620,18,21,False
2,6,316,684,0.316000000,0.184000000,684,17,22,False
2,7,364,636,0.364000000,0.136000000,636,16,23,False
3,0,450,550,0.450000000,0.050000000,550,31,24,False
3,1,396,604,0.396000000,0.104000000,604,30,25,False
3,2,427,573,0.427000000,0.073000000,573,29,26,False
3,3,446,554,0.446000000,0.054000000,554,28,27,False
3,4,403,597,0.403000000,0.097000000,597,27,28,False
3,5,434,566,0.434000000,0.066000000,566,26,29,False
3,6,367,633,0.367000000,0.133000000,633,25,30,False
3,7,374,626,0.374000000,0.126000000,626,24,31,False
4,0,458,542,0.458000000,0.042000000,542,39,32,False
4,1,400,600,0.400000000,0.100000000,600,38,33,False
4,2,413,587,0.413000000,0.087000000,587,37,34,False
4,3,430,570,0.430000000,0.070000000,570,36,35,False
4,4,398,602,0.398000000,0.102000000,602,35,36,False
4,5,447,553,0.447000000,0.053000000,553,34,37,False
4,6,411,589,0.411000000,0.089000000,589,33,38,False
4,7,423,577,0.423000000,0.077000000,577,32,39,False
5,0,427,573,0.427000000,0.073000000,573,47,40,False
5,1,382,618,0.382000000,0.118000000,618,46,41,False
5,2,416,584,0.416000000,0.084000000,584,45,42,False
5,3,421,579,0.421000000,0.079000000,579,44,43,False
5,4,391,609,0.391000000,0.109000000,609,43,44,False
5,5,415,585,0.415000000,0.085000000,585,42,45,False
5,6,377,623,0.377000000,0.123000000,623,41,46,False
5,7,374,626,0.374000000,0.126000000,626,40,47,False
6,0,422,578,0.422000000,0.078000000,578,55,48,False
6,1,420,580,0.420000000,0.080000000,580,54,49,False
6,2,423,577,0.423000000,0.077000000,577,53,50,False
6,3,441,559,0.441000000,0.059000000,559,52,51,False
6,4,390,610,0.390000000,0.110000000,610,51,52,False
6,5,353,647,0.353000000,0.147000000,647,50,53,False
6,6,330,670,0.330000000,0.170000000,670,49,54,False
6,7,369,631,0.369000000,0.131000000,631,48,55,False
7,0,424,576,0.424000000,0.076000000,576,63,56,False
7,1,391,609,0.391000000,0.109000000,609,62,57,False
7,2,373,627,0.373000000,0.127000000,627,61,58,False
7,3,442,558,0.442000000,0.058000000,558,60,59,False
7,4,402,598,0.402000000,0.098000000,598,59,60,False
7,5,390,610,0.390000000,0.110000000,610,58,61,False
7,6,371,629,0.371000000,0.129000000,629,57,62,False
7,7,397,603,0.397000000,0.103000000,603,56,63,False
8,0,422,578,0.422000000,0.078000000,578,71,64,False
8,1,426,574,0.426000000,0.074000000,574,70,65,False
8,2,369,631,0.369000000,0.131000000,631,69,66,False
8,3,429,571,0.429000000,0.071000000,571,68,67,False
8,4,420,580,0.420000000,0.080000000,580,67,68,False
8,5,401,599,0.401000000,0.099000000,599,66,69,False
8,6,385,615,0.385000000,0.115000000,615,65,70,False
8,7,381,619,0.381000000,0.119000000,619,64,71,False
9,0,387,613,0.387000000,0.113000000,613,79,72,False
9,1,396,604,0.396000000,0.104000000,604,78,73,False
9,2,397,603,0.397000000,0.103000000,603,77,74,False
9,3,436,564,0.436000000,0.064000000,564,76,75,False
9,4,446,554,0.446000000,0.054000000,554,75,76,False
9,5,410,590,0.410000000,0.090000000,590,74,77,False
9,6,418,582,0.418000000,0.082000000,582,73,78,False
9,7,420,580,0.420000000,0.080000000,580,72,79,False
10,0,385,615,0.385000000,0.115000000,615,87,80,False
10,1,395,605,0.395000000,0.105000000,605,86,81,False
10,2,375,625,0.375000000,0.125000000,625,85,82,False
10,3,427,573,0.427000000,0.073000000,573,84,83,False
10,4,411,589,0.411000000,0.089000000,589,83,84,False
10,5,417,583,0.417000000,0.083000000,583,82,85,False
10,6,381,619,0.381000000,0.119000000,619,81,86,False
10,7,373,627,0.373000000,0.127000000,627,80,87,False
11,0,423,577,0.423000000,0.077000000,577,95,88,False
11,1,402,598,0.402000000,0.098000000,598,94,89,False
11,2,374,626,0.374000000,0.126000000,626,93,90,False
11,3,419,581,0.419000000,0.081000000,581,92,91,False
11,4,410,590,0.410000000,0.090000000,590,91,92,False
11,5,403,597,0.403000000,0.097000000,597,90,93,False
11,6,423,577,0.423000000,0.077000000,577,89,94,False
11,7,404,596,0.404000000,0.096000000,596,88,95,False
12,0,378,622,0.378000000,0.122000000,622,103,96,False
12,1,417,583,0.417000000,0.083000000,583,102,97,False
12,2,385,615,0.385000000,0.115000000,615,101,98,False
12,3,403,597,0.403000000,0.097000000,597,100,99,False
12,4,437,563,0.437000000,0.063000000,563,99,100,False
12,5,387,613,0.387000000,0.113000000,613,98,101,False
12,6,439,561,0.439000000,0.061000000,561,97,102,False
12,7,426,574,0.426000000,0.074000000,574,96,103,False
13,0,419,581,0.419000000,0.081000000,581,111,104,False
13,1,418,582,0.418000000,0.082000000,582,110,105,False
13,2,409,591,0.409000000,0.091000000,591,109,106,False
13,3,433,567,0.433000000,0.067000000,567,108,107,False
13,4,400,600,0.400000000,0.100000000,600,107,108,False
13,5,387,613,0.387000000,0.113000000,613,106,109,False
13,6,445,555,0.445000000,0.055000000,555,105,110,False
13,7,455,545,0.455000000,0.045000000,545,104,111,False
14,0,406,594,0.406000000,0.094000000,594,119,112,False
14,1,399,601,0.399000000,0.101000000,601,118,113,False
14,2,390,610,0.390000000,0.110000000,610,117,114,False
14,3,429,571,0.429000000,0.071000000,571,116,115,False
14,4,404,596,0.404000000,0.096000000,596,115,116,False
14,5,395,605,0.395000000,0.105000000,605,114,117,False
14,6,393,607,0.393000000,0.107000000,607,113,118,False
14,7,440,560,0.440000000,0.060000000,560,112,119,False
15,0,407,593,0.407000000,0.093000000,593,127,120,False
15,1,445,555,0.445000000,0.055000000,555,126,121,False
15,2,423,577,0.423000000,0.077000000,577,125,122,False
15,3,419,581,0.419000000,0.081000000,581,124,123,False
15,4,418,582,0.418000000,0.082000000,582,123,124,False
15,5,401,599,0.401000000,0.099000000,599,122,125,False
15,6,432,568,0.432000000,0.068000000,568,121,126,False
15,7,422,578,0.422000000,0.078000000,578,120,127,False
16,0,383,617,0.383000000,0.117000000,617,135,128,False
16,1,428,572,0.428000000,0.072000000,572,134,129,False
16,2,405,595,0.405000000,0.095000000,595,133,130,False
16,3,395,605,0.395000000,0.105000000,605,132,131,False
16,4,379,621,0.379000000,0.121000000,621,131,132,False
16,5,384,616,0.384000000,0.116000000,616,130,133,False
16,6,408,592,0.408000000,0.092000000,592,129,134,False
16,7,406,594,0.406000000,0.094000000,594,128,135,False
17,0,386,614,0.386000000,0.114000000,614,143,136,False
17,1,397,603,0.397000000,0.103000000,603,142,137,False
17,2,421,579,0.421000000,0.079000000,579,141,138,False
17,3,396,604,0.396000000,0.104000000,604,140,139,False
17,4,405,595,0.405000000,0.095000000,595,139,140,False
17,5,399,601,0.399000000,0.101000000,601,138,141,False
17,6,377,623,0.377000000,0.123000000,623,137,142,False
17,7,442,558,0.442000000,0.058000000,558,136,143,False
18,0,407,593,0.407000000,0.093000000,593,151,144,False
18,1,373,627,0.373000000,0.127000000,627,150,145,False
18,2,396,604,0.396000000,0.104000000,604,149,146,False
18,3,403,597,0.403000000,0.097000000,597,148,147,False
18,4,453,547,0.453000000,0.047000000,547,147,148,False
18,5,404,596,0.404000000,0.096000000,596,146,149,False
18,6,401,599,0.401000000,0.099000000,599,145,150,False
18,7,451,549,0.451000000,0.049000000,549,144,151,False
19,0,414,586,0.414000000,0.086000000,586,159,152,False
19,1,415,585,0.415000000,0.085000000,585,158,153,False
19,2,428,572,0.428000000,0.072000000,572,157,154,False
19,3,391,609,0.391000000,0.109000000,609,156,155,False
19,4,394,606,0.394000000,0.106000000,606,155,156,False
19,5,381,619,0.381000000,0.119000000,619,154,157,False
19,6,419,581,0.419000000,0.081000000,581,153,158,False
19,7,394,606,0.394000000,0.106000000,606,152,159,False
20,0,395,605,0.395000000,0.105000000,605,167,160,False
20,1,393,607,0.393000000,0.107000000,607,166,161,False
20,2,421,579,0.421000000,0.079000000,579,165,162,False
20,3,396,604,0.396000000,0.104000000,604,164,163,False
20,4,404,596,0.404000000,0.096000000,596,163,164,False
20,5,411,589,0.411000000,0.089000000,589,162,165,False
20,6,399,601,0.399000000,0.101000000,601,161,166,False
20,7,431,569,0.431000000,0.069000000,569,160,167,False
21,0,395,605,0.395000000,0.105000000,605,175,168,False
21,1,413,587,0.413000000,0.087000000,587,174,169,False
21,2,406,594,0.406000000,0.094000000,594,173,170,False
21,3,397,603,0.397000000,0.103000000,603,172,171,False
21,4,397,603,0.397000000,0.103000000,603,171,172,False
21,5,422,578,0.422000000,0.078000000,578,170,173,False
21,6,396,604,0.396000000,0.104000000,604,169,174,False
21,7,398,602,0.398000000,0.102000000,602,168,175,False
22,0,425,575,0.425000000,0.075000000,575,183,176,False
22,1,424,576,0.424000000,0.076000000,576,182,177,False
22,2,408,592,0.408000000,0.092000000,592,181,178,False
22,3,390,610,0.390000000,0.110000000,610,180,179,False
22,4,426,574,0.426000000,0.074000000,574,179,180,False
22,5,420,580,0.420000000,0.080000000,580,178,181,False
22,6,401,599,0.401000000,0.099000000,599,177,182,False
22,7,398,602,0.398000000,0.102000000,602,176,183,False
23,0,400,600,0.400000000,0.100000000,600,191,184,False
23,1,429,571,0.429000000,0.071000000,571,190,185,False
23,2,436,564,0.436000000,0.064000000,564,189,186,False
23,3,385,615,0.385000000,0.115000000,615,188,187,False
23,4,407,593,0.407000000,0.093000000,593,187,188,False
23,5,414,586,0.414000000,0.086000000,586,186,189,False
23,6,401,599,0.401000000,0.099000000,599,185,190,False
23,7,401,599,0.401000000,0.099000000,599,184,191,False
24,0,397,603,0.397000000,0.103000000,603,199,192,False
24,1,408,592,0.408000000,0.092000000,592,198,193,False
24,2,420,580,0.420000000,0.080000000,580,197,194,False
24,3,414,586,0.414000000,0.086000000,586,196,195,False
24,4,385,615,0.385000000,0.115000000,615,195,196,False
24,5,370,630,0.370000000,0.130000000,630,194,197,False
24,6,405,595,0.405000000,0.095000000,595,193,198,False
24,7,382,618,0.382000000,0.118000000,618,192,199,False
25,0,410,590,0.410000000,0.090000000,590,207,200,False
25,1,415,585,0.415000000,0.085000000,585,206,201,False
25,2,385,615,0.385000000,0.115000000,615,205,202,False
25,3,394,606,0.394000000,0.106000000,606,204,203,False
25,4,439,561,0.439000000,0.061000000,561,203,204,False
25,5,426,574,0.426000000,0.074000000,574,202,205,False
25,6,373,627,0.373000000,0.127000000,627,201,206,False
25,7,395,605,0.395000000,0.105000000,605,200,207,False
26,0,433,567,0.433000000,0.067000000,567,215,208,False
26,1,382,618,0.382000000,0.118000000,618,214,209,False
26,2,397,603,0.397000000,0.103000000,603,213,210,False
26,3,397,603,0.397000000,0.103000000,603,212,211,False
26,4,396,604,0.396000000,0.104000000,604,211,212,False
26,5,423,577,0.423000000,0.077000000,577,210,213,False
26,6,385,615,0.385000000,0.115000000,615,209,214,False
26,7,407,593,0.407000000,0.093000000,593,208,215,False
27,0,456,544,0.456000000,0.044000000,544,223,216,False
27,1,428,572,0.428000000,0.072000000,572,222,217,False
27,2,378,622,0.378000000,0.122000000,622,221,218,False
27,3,362,638,0.362000000,0.138000000,638,220,219,False
27,4,375,625,0.375000000,0.125000000,625,219,220,False
27,5,397,603,0.397000000,0.103000000,603,218,221,False
27,6,421,579,0.421000000,0.079000000,579,217,222,False
27,7,428,572,0.428000000,0.072000000,572,216,223,False
28,0,396,604,0.396000000,0.104000000,604,231,224,False
