byte_index,bit_index,ones,zeros,p1,abs_bias,x,msb_expanded_column,lsb_expanded_column,over_x_cutoff
0,0,451,549,0.451000000,0.049000000,549,7,0,False
0,1,480,520,0.480000000,0.020000000,520,6,1,False
0,2,435,565,0.435000000,0.065000000,565,5,2,False
0,3,471,529,0.471000000,0.029000000,529,4,3,False
0,4,455,545,0.455000000,0.045000000,545,3,4,False
0,5,484,516,0.484000000,0.016000000,516,2,5,False
0,6,481,519,0.481000000,0.019000000,519,1,6,False
0,7,473,527,0.473000000,0.027000000,527,0,7,False
1,0,453,547,0.453000000,0.047000000,547,15,8,False
1,1,444,556,0.444000000,0.056000000,556,14,9,False
1,2,459,541,0.459000000,0.041000000,541,13,10,False
1,3,500,500,0.500000000,0.000000000,500,12,11,False
1,4,464,536,0.464000000,0.036000000,536,11,12,False
1,5,459,541,0.459000000,0.041000000,541,10,13,False
1,6,489,511,0.489000000,0.011000000,511,9,14,False
1,7,438,562,0.438000000,0.062000000,562,8,15,False
2,0,446,554,0.446000000,0.054000000,554,23,16,False
2,1,471,529,0.471000000,0.029000000,529,22,17,False
2,2,461,539,0.461000000,0.039000000,539,21,18,False
2,3,455,545,0.455000000,0.045000000,545,20,19,False
2,4,467,533,0.467000000,0.033000000,533,19,20,False
2,5,465,535,0.465000000,0.035000000,535,18,21,False
2,6,451,549,0.451000000,0.049000000,549,17,22,False
2,7,454,546,0.454000000,0.046000000,546,16,23,False
3,0,455,545,0.455000000,0.045000000,545,31,24,False
3,1,458,542,0.458000000,0.042000000,542,30,25,False
3,2,452,548,0.452000000,0.048000000,548,29,26,False
3,3,452,548,0.452000000,0.048000000,548,28,27,False
3,4,467,533,0.467000000,0.033000000,533,27,28,False
3,5,441,559,0.441000000,0.059000000,559,26,29,False
3,6,486,514,0.486000000,0.014000000,514,25,30,False
3,7,453,547,0.453000000,0.047000000,547,24,31,False
4,0,466,534,0.466000000,0.034000000,534,39,32,False
4,1,478,522,0.478000000,0.022000000,522,38,33,False
4,2,464,536,0.464000000,0.036000000,536,37,34,False
4,3,487,513,0.487000000,0.013000000,513,36,35,False
4,4,464,536,0.464000000,0.036000000,536,35,36,False
4,5,457,543,0.457000000,0.043000000,543,34,37,False
4,6,455,545,0.455000000,0.045000000,545,33,38,False
4,7,432,568,0.432000000,0.068000000,568,32,39,False
5,0,459,541,0.459000000,0.041000000,541,47,40,False
5,1,483,517,0.483000000,0.017000000,517,46,41,False
5,2,485,515,0.485000000,0.015000000,515,45,42,False
5,3,459,541,0.459000000,0.041000000,541,44,43,False
5,4,480,520,0.480000000,0.020000000,520,43,44,False
5,5,459,541,0.459000000,0.041000000,541,42,45,False
5,6,475,525,0.475000000,0.025000000,525,41,46,False
5,7,476,524,0.476000000,0.024000000,524,40,47,False
6,0,451,549,0.451000000,0.049000000,549,55,48,False
6,1,469,531,0.469000000,0.031000000,531,54,49,False
6,2,437,563,0.437000000,0.063000000,563,53,50,False
6,3,482,518,0.482000000,0.018000000,518,52,51,False
6,4,442,558,0.442000000,0.058000000,558,51,52,False
6,5,482,518,0.482000000,0.018000000,518,50,53,False
6,6,477,523,0.477000000,0.023000000,523,49,54,False
6,7,477,523,0.477000000,0.023000000,523,48,55,False
7,0,469,531,0.469000000,0.031000000,531,63,56,False
7,1,447,553,0.447000000,0.053000000,553,62,57,False
7,2,465,535,0.465000000,0.035000000,535,61,58,False
7,3,461,539,0.461000000,0.039000000,539,60,59,False
7,4,451,549,0.451000000,0.049000000,549,59,60,False
7,5,487,513,0.487000000,0.013000000,513,58,61,False
7,6,457,543,0.457000000,0.043000000,543,57,62,False
7,7,480,520,0.480000000,0.020000000,520,56,63,False
8,0,483,517,0.483000000,0.017000000,517,71,64,False
8,1,468,532,0.468000000,0.032000000,532,70,65,False
8,2,470,530,0.470000000,0.030000000,530,69,66,False
8,3,467,533,0.467000000,0.033000000,533,68,67,False
8,4,457,543,0.457000000,0.043000000,543,67,68,False
8,5,480,520,0.480000000,0.020000000,520,66,69,False
8,6,478,522,0.478000000,0.022000000,522,65,70,False
8,7,464,536,0.464000000,0.036000000,536,64,71,False
9,0,458,542,0.458000000,0.042000000,542,79,72,False
9,1,451,549,0.451000000,0.049000000,549,78,73,False
9,2,460,540,0.460000000,0.040000000,540,77,74,False
9,3,484,516,0.484000000,0.016000000,516,76,75,False
9,4,451,549,0.451000000,0.049000000,549,75,76,False
9,5,479,521,0.479000000,0.021000000,521,74,77,False
9,6,439,561,0.439000000,0.061000000,561,73,78,False
9,7,488,512,0.488000000,0.012000000,512,72,79,False
10,0,464,536,0.464000000,0.036000000,536,87,80,False
10,1,463,537,0.463000000,0.037000000,537,86,81,False
10,2,457,543,0.457000000,0.043000000,543,85,82,False
10,3,479,521,0.479000000,0.021000000,521,84,83,False
10,4,456,544,0.456000000,0.044000000,544,83,84,False
10,5,475,525,0.475000000,0.025000000,525,82,85,False
10,6,468,532,0.468000000,0.032000000,532,81,86,False
10,7,493,507,0.493000000,0.007000000,507,80,87,False
11,0,472,528,0.472000000,0.028000000,528,95,88,False
11,1,469,531,0.469000000,0.031000000,531,94,89,False
11,2,446,554,0.446000000,0.054000000,554,93,90,False
11,3,447,553,0.447000000,0.053000000,553,92,91,False
11,4,466,534,0.466000000,0.034000000,534,91,92,False
11,5,454,546,0.454000000,0.046000000,546,90,93,False
11,6,456,544,0.456000000,0.044000000,544,89,94,False
11,7,455,545,0.455000000,0.045000000,545,88,95,False
12,0,488,512,0.488000000,0.012000000,512,103,96,False
12,1,484,516,0.484000000,0.016000000,516,102,97,False
12,2,475,525,0.475000000,0.025000000,525,101,98,False
12,3,477,523,0.477000000,0.023000000,523,100,99,False
12,4,440,560,0.440000000,0.060000000,560,99,100,False
12,5,476,524,0.476000000,0.024000000,524,98,101,False
12,6,463,537,0.463000000,0.037000000,537,97,102,False
12,7,467,533,0.467000000,0.033000000,533,96,103,False
13,0,475,525,0.475000000,0.025000000,525,111,104,False
13,1,468,532,0.468000000,0.032000000,532,110,105,False
13,2,491,509,0.491000000,0.009000000,509,109,106,False
13,3,470,530,0.470000000,0.030000000,530,108,107,False
13,4,476,524,0.476000000,0.024000000,524,107,108,False
13,5,467,533,0.467000000,0.033000000,533,106,109,False
13,6,455,545,0.455000000,0.045000000,545,105,110,False
13,7,479,521,0.479000000,0.021000000,521,104,111,False
14,0,455,545,0.455000000,0.045000000,545,119,112,False
14,1,464,536,0.464000000,0.036000000,536,118,113,False
14,2,475,525,0.475000000,0.025000000,525,117,114,False
14,3,449,551,0.449000000,0.051000000,551,116,115,False
14,4,436,564,0.436000000,0.064000000,564,115,116,False
14,5,475,525,0.475000000,0.025000000,525,114,117,False
