label,run,source,window_index,packet_start,packet_end,packets,entropy_a,entropy_b,entropy_diff,min_entropy_a,min_entropy_b,min_entropy_diff,transition_entropy_diff,same_diff_transition_ratio,longest_same_diff_bin_run,autocorr_diff_lag,diff_mean_bin,diff_std_bin
random1_baseline_smoke,tdc_reset_enable_random1_baseline_ro0_smoke_no_xadc,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro0_smoke_no_xadc.bin,0,0,255,256,2.43975295,5.50462811,6.39368329,1.2451125,4.54056838,5.19264508,7.97082403,0,1,-0.0468739182,0.71484375,34.065576
random1_baseline_smoke,tdc_reset_enable_random1_baseline_ro0_smoke_no_xadc,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro0_smoke_no_xadc.bin,1,256,511,256,2.55401724,5.46935572,6.41109469,1.29956028,3.830075,4.830075,7.97082403,0.00392156863,2,0.02006695,-1.765625,34.8337192
random1_baseline_smoke,tdc_reset_enable_random1_baseline_ro0_smoke_no_xadc,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro0_smoke_no_xadc.bin,2,512,767,256,2.39740221,5.51094276,6.36411087,1.12963528,4.19264508,5,7.97082403,0.0196078431,2,0.0183621632,-4.48828125,36.0885602
random1_baseline_smoke,tdc_reset_enable_random1_baseline_ro0_smoke_no_xadc,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro0_smoke_no_xadc.bin,3,768,1023,256,2.92436143,5.45402096,6.31044626,1.25853301,4.0931094,4.54056838,7.97866716,0.0117647059,2,0.153784901,2.80859375,32.6646431
random1_baseline_smoke,tdc_reset_enable_random1_baseline_ro0_smoke_no_xadc,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro0_smoke_no_xadc.bin,4,1024,1279,256,2.38506545,5.40832072,6.31556901,1.2451125,3.54056838,4.0931094,7.97866716,0,1,-0.0526167197,-1.41015625,34.4242239
random1_baseline_smoke,tdc_reset_enable_random1_baseline_ro0_smoke_no_xadc,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro0_smoke_no_xadc.bin,5,1280,1535,256,2.41332416,5.47782226,6.3664429,1.25853301,4,4.67807191,7.9865103,0.00784313725,2,0.0393742765,-0.1953125,36.5172124
random1_baseline_smoke,tdc_reset_enable_random1_baseline_ro0_smoke_no_xadc,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro0_smoke_no_xadc.bin,6,1536,1791,256,2.63030532,5.41151446,6.36728629,1.28575448,3.830075,4.67807191,7.97082403,0.0117647059,2,0.0168012423,0.44140625,34.5488073
random1_baseline_smoke,tdc_reset_enable_random1_baseline_ro0_smoke_no_xadc,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro0_smoke_no_xadc.bin,7,1792,2047,256,2.42941481,5.48055226,6.35826491,1.19264508,4,4.54056838,7.97082403,0.0117647059,2,-0.162138088,0.1875,35.1367636
random1_baseline_smoke,tdc_reset_enable_random1_baseline_ro0_smoke_no_xadc,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro0_smoke_no_xadc.bin,8,2048,2303,256,2.67774502,5.51172903,6.43487602,1.29956028,4.0931094,5,7.9865103,0.0156862745,2,0.0135570911,0.625,35.1328013
random1_baseline_smoke,tdc_reset_enable_random1_baseline_ro0_smoke_no_xadc,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro0_smoke_no_xadc.bin,9,2304,2559,256,2.50759731,5.4325353,6.34249877,1.21864029,3.91253716,4.830075,7.95513775,0.0196078431,2,0.0892696228,0.4921875,34.8303442
random1_baseline_smoke,tdc_reset_enable_random1_baseline_ro0_smoke_no_xadc,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro0_smoke_no_xadc.bin,10,2560,2815,256,2.45618246,5.47244916,6.36491806,1.11735695,3.91253716,4.67807191,7.95217741,0.0274509804,3,0.182055743,-1.72265625,34.5177027
random1_baseline_smoke,tdc_reset_enable_random1_baseline_ro0_smoke_no_xadc,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro0_smoke_no_xadc.bin,11,2816,3071,256,2.79410166,5.50571236,6.49646792,1.28575448,4.29956028,5,7.97082403,0.0196078431,2,-0.00128784302,-1.0859375,34.3762406
random1_baseline_smoke,tdc_reset_enable_random1_baseline_ro0_smoke_no_xadc,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro0_smoke_no_xadc.bin,12,3072,3327,256,2.41728085,5.50453609,6.37500861,1.17982104,4.29956028,4.830075,7.96298089,0.0117647059,2,0.0603465891,0.5234375,35.4249197
random1_baseline_smoke,tdc_reset_enable_random1_baseline_ro0_smoke_no_xadc,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro0_smoke_no_xadc.bin,13,3328,3583,256,2.62786409,5.46522528,6.402993,1.29956028,3.830075,4.67807191,7.94729461,0.0235294118,2,-0.00221700806,0.1953125,33.5296319
random1_baseline_smoke,tdc_reset_enable_random1_baseline_ro0_smoke_no_xadc,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro0_smoke_no_xadc.bin,14,3584,3839,256,2.58410744,5.52939554,6.36443777,1.34178852,4,4.67807191,7.93945148,0.0156862745,2,0.0276252731,-0.98828125,35.8502859
random1_baseline_smoke,tdc_reset_enable_random1_baseline_ro0_smoke_no_xadc,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro0_smoke_no_xadc.bin,15,3840,4095,256,2.63820205,5.53998329,6.35613492,1.31349947,4.19264508,5.19264508,7.9865103,0.0117647059,2,-0.0496504569,-0.078125,34.6306244
random1_baseline_smoke,tdc_reset_enable_random1_baseline_ro0_smoke_no_xadc,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro0_smoke_no_xadc.bin,16,4096,4351,256,2.47027009,5.40437586,6.25366625,1.12963528,4,4.54056838,7.95513775,0.0156862745,2,-0.0182403077,0.89453125,33.4491802
random1_baseline_smoke,tdc_reset_enable_random1_baseline_ro0_smoke_no_xadc,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro0_smoke_no_xadc.bin,17,4352,4607,256,2.35615332,5.46858559,6.31585162,1.28575448,4.0931094,4.29956028,7.9865103,0.00784313725,2,0.0984412702,-0.80078125,34.5155174
random1_baseline_smoke,tdc_reset_enable_random1_baseline_ro0_smoke_no_xadc,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro0_smoke_no_xadc.bin,18,4608,4863,256,2.34501299,5.55123143,6.39637843,1.17982104,3.91253716,4.830075,7.97082403,0.0156862745,2,0.00292505483,0.5390625,35.9790576
random1_baseline_smoke,tdc_reset_enable_random1_baseline_ro0_smoke_no_xadc,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro0_smoke_no_xadc.bin,19,4864,5119,256,2.36116742,5.48996346,6.44451327,1.20558413,4.19264508,4.830075,7.97082403,0.00784313725,2,0.00314460754,2.0625,32.851478
random1_baseline_smoke,tdc_reset_enable_random1_baseline_ro0_smoke_no_xadc,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro0_smoke_no_xadc.bin,20,5120,5375,256,2.44110845,5.43744389,6.31135436,1.17982104,3.54056838,4.54056838,7.97082403,0.00784313725,2,-0.09581249,0.37109375,34.5907018
random1_baseline_smoke,tdc_reset_enable_random1_baseline_ro0_smoke_no_xadc,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro0_smoke_no_xadc.bin,21,5376,5631,256,2.32971547,5.42631417,6.42992211,1.08113676,4.19264508,5,7.96298089,0.00392156863,2,0.154074659,2.96875,35.3756175
random1_baseline_smoke,tdc_reset_enable_random1_baseline_ro0_smoke_no_xadc,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro0_smoke_no_xadc.bin,22,5632,5887,256,2.54556438,5.40844866,6.35669919,1.27207955,4,4.67807191,7.93945148,0.0196078431,2,0.00617646003,1.96484375,34.9929227
random1_baseline_smoke,tdc_reset_enable_random1_baseline_ro0_smoke_no_xadc,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro0_smoke_no_xadc.bin,23,5888,6143,256,2.48740072,5.51439326,6.39172999,1.27207955,4.54056838,5.19264508,7.94729461,0.0235294118,2,0.0417574659,-1.06640625,37.7847293
random1_baseline_smoke,tdc_reset_enable_random1_baseline_ro0_smoke_no_xadc,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro0_smoke_no_xadc.bin,24,6144,6399,256,2.36972154,5.48391133,6.34168021,1.28575448,4.0931094,5.19264508,7.95513775,0.00392156863,2,0.031515533,-0.62109375,36.1275652
random1_baseline_smoke,tdc_reset_enable_random1_baseline_ro0_smoke_no_xadc,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro0_smoke_no_xadc.bin,25,6400,6655,256,2.51028254,5.42234486,6.3376344,1.25853301,3.830075,4.830075,7.9865103,0.0117647059,2,-0.0710082358,-0.01953125,35.1902896
