board,context,implementation,warmup,kind,index,p1,signed_bias,abs_bias,beta_factor,min_entropy,worst_x,worst_p1,source_file
z7020_b02,board2_crossboard_full_map,restart_reduced_xor_w10_except_data_ro5_board2_sync.payload,10,except_data_ro,5,0.564141000,0.064141000,0.064141000,-0.128282000,0.825872304,613,0.613000000,data\hardware\20260529_fpga1_board2\restart_reduced_xor_crossboard\summary\board2_reduced_xor_w5_w10_w11_full_map_mechanism.csv
z7020_b02,board2_crossboard_full_map,restart_reduced_xor_w10_except_data_ro6_board2_sync.payload,10,except_data_ro,6,0.500649000,0.000649000,0.000649000,-0.001298000,0.998128596,548,0.548000000,data\hardware\20260529_fpga1_board2\restart_reduced_xor_crossboard\summary\board2_reduced_xor_w5_w10_w11_full_map_mechanism.csv
z7020_b02,board2_crossboard_full_map,restart_reduced_xor_w10_except_data_ro7_board2_sync.payload,10,except_data_ro,7,0.562058000,0.062058000,0.062058000,-0.124116000,0.831209082,612,0.612000000,data\hardware\20260529_fpga1_board2\restart_reduced_xor_crossboard\summary\board2_reduced_xor_w5_w10_w11_full_map_mechanism.csv
z7020_b02,board2_crossboard_full_map,restart_reduced_xor_w11_all640_board2_sync.payload,11,all640,all,0.473738000,-0.026262000,0.026262000,0.052524000,0.926146870,606,0.394000000,data\hardware\20260529_fpga1_board2\restart_reduced_xor_crossboard\summary\board2_reduced_xor_w5_w10_w11_full_map_mechanism.csv
z7020_b02,board2_crossboard_full_map,restart_reduced_xor_w11_data_ro0_board2_sync.payload,11,data_ro,0,0.234159000,-0.265841000,0.265841000,0.531682000,0.384883197,901,0.099000000,data\hardware\20260529_fpga1_board2\restart_reduced_xor_crossboard\summary\board2_reduced_xor_w5_w10_w11_full_map_mechanism.csv
z7020_b02,board2_crossboard_full_map,restart_reduced_xor_w11_data_ro1_board2_sync.payload,11,data_ro,1,0.548195000,0.048195000,0.048195000,-0.096390000,0.867238925,751,0.751000000,data\hardware\20260529_fpga1_board2\restart_reduced_xor_crossboard\summary\board2_reduced_xor_w5_w10_w11_full_map_mechanism.csv
z7020_b02,board2_crossboard_full_map,restart_reduced_xor_w11_data_ro2_board2_sync.payload,11,data_ro,2,0.311222000,-0.188778000,0.188778000,0.377556000,0.537889032,750,0.250000000,data\hardware\20260529_fpga1_board2\restart_reduced_xor_crossboard\summary\board2_reduced_xor_w5_w10_w11_full_map_mechanism.csv
z7020_b02,board2_crossboard_full_map,restart_reduced_xor_w11_data_ro3_board2_sync.payload,11,data_ro,3,0.427671000,-0.072329000,0.072329000,0.144658000,0.805083385,755,0.245000000,data\hardware\20260529_fpga1_board2\restart_reduced_xor_crossboard\summary\board2_reduced_xor_w5_w10_w11_full_map_mechanism.csv
z7020_b02,board2_crossboard_full_map,restart_reduced_xor_w11_data_ro4_board2_sync.payload,11,data_ro,4,0.501393000,0.001393000,0.001393000,-0.002786000,0.995986240,580,0.420000000,data\hardware\20260529_fpga1_board2\restart_reduced_xor_crossboard\summary\board2_reduced_xor_w5_w10_w11_full_map_mechanism.csv
z7020_b02,board2_crossboard_full_map,restart_reduced_xor_w11_data_ro5_board2_sync.payload,11,data_ro,5,0.335267000,-0.164733000,0.164733000,0.329466000,0.589153118,796,0.204000000,data\hardware\20260529_fpga1_board2\restart_reduced_xor_crossboard\summary\board2_reduced_xor_w5_w10_w11_full_map_mechanism.csv
z7020_b02,board2_crossboard_full_map,restart_reduced_xor_w11_data_ro6_board2_sync.payload,11,data_ro,6,0.431280000,-0.068720000,0.068720000,0.137440000,0.814209555,756,0.244000000,data\hardware\20260529_fpga1_board2\restart_reduced_xor_crossboard\summary\board2_reduced_xor_w5_w10_w11_full_map_mechanism.csv
z7020_b02,board2_crossboard_full_map,restart_reduced_xor_w11_data_ro7_board2_sync.payload,11,data_ro,7,0.560680000,0.060680000,0.060680000,-0.121360000,0.834750486,671,0.671000000,data\hardware\20260529_fpga1_board2\restart_reduced_xor_crossboard\summary\board2_reduced_xor_w5_w10_w11_full_map_mechanism.csv
z7020_b02,board2_crossboard_full_map,restart_reduced_xor_w11_except_data_ro0_board2_sync.payload,11,except_data_ro,0,0.600821000,0.100821000,0.100821000,-0.201642000,0.734992856,654,0.654000000,data\hardware\20260529_fpga1_board2\restart_reduced_xor_crossboard\summary\board2_reduced_xor_w5_w10_w11_full_map_mechanism.csv
z7020_b02,board2_crossboard_full_map,restart_reduced_xor_w11_except_data_ro1_board2_sync.payload,11,except_data_ro,1,0.506494000,0.006494000,0.006494000,-0.012988000,0.981382916,568,0.568000000,data\hardware\20260529_fpga1_board2\restart_reduced_xor_crossboard\summary\board2_reduced_xor_w5_w10_w11_full_map_mechanism.csv
z7020_b02,board2_crossboard_full_map,restart_reduced_xor_w11_except_data_ro2_board2_sync.payload,11,except_data_ro,2,0.649974000,0.149974000,0.149974000,-0.299948000,0.621546086,696,0.696000000,data\hardware\20260529_fpga1_board2\restart_reduced_xor_crossboard\summary\board2_reduced_xor_w5_w10_w11_full_map_mechanism.csv
z7020_b02,board2_crossboard_full_map,restart_reduced_xor_w11_except_data_ro3_board2_sync.payload,11,except_data_ro,3,0.498443000,-0.001557000,0.001557000,0.003114000,0.995514428,556,0.444000000,data\hardware\20260529_fpga1_board2\restart_reduced_xor_crossboard\summary\board2_reduced_xor_w5_w10_w11_full_map_mechanism.csv
z7020_b02,board2_crossboard_full_map,restart_reduced_xor_w11_except_data_ro4_board2_sync.payload,11,except_data_ro,4,0.594156000,0.094156000,0.094156000,-0.188312000,0.751086324,646,0.646000000,data\hardware\20260529_fpga1_board2\restart_reduced_xor_crossboard\summary\board2_reduced_xor_w5_w10_w11_full_map_mechanism.csv
z7020_b02,board2_crossboard_full_map,restart_reduced_xor_w11_except_data_ro5_board2_sync.payload,11,except_data_ro,5,0.485010000,-0.014990000,0.014990000,0.029980000,0.957383676,578,0.422000000,data\hardware\20260529_fpga1_board2\restart_reduced_xor_crossboard\summary\board2_reduced_xor_w5_w10_w11_full_map_mechanism.csv
z7020_b02,board2_crossboard_full_map,restart_reduced_xor_w11_except_data_ro6_board2_sync.payload,11,except_data_ro,6,0.494616000,-0.005384000,0.005384000,0.010768000,0.984548104,573,0.427000000,data\hardware\20260529_fpga1_board2\restart_reduced_xor_crossboard\summary\board2_reduced_xor_w5_w10_w11_full_map_mechanism.csv
z7020_b02,board2_crossboard_full_map,restart_reduced_xor_w11_except_data_ro7_board2_sync.payload,11,except_data_ro,7,0.512789000,0.012789000,0.012789000,-0.025578000,0.963562780,567,0.567000000,data\hardware\20260529_fpga1_board2\restart_reduced_xor_crossboard\summary\board2_reduced_xor_w5_w10_w11_full_map_mechanism.csv
