run,source,packets,seq_gaps,seq_wraps,clock_period_ps,bins,lane_a_mean_bin,lane_a_std_bin,lane_a_shannon_bin,lane_a_min_entropy_bin,lane_a_used_bins,lane_a_dead_bins,lane_a_max_dnl_lsb,lane_a_min_dnl_lsb,lane_a_peak_abs_inl_lsb,lane_a_mean_phase_ps,lane_a_std_phase_ps,lane_b_mean_bin,lane_b_std_bin,lane_b_shannon_bin,lane_b_min_entropy_bin,lane_b_used_bins,lane_b_dead_bins,lane_b_max_dnl_lsb,lane_b_min_dnl_lsb,lane_b_peak_abs_inl_lsb,lane_b_mean_phase_ps,lane_b_std_phase_ps,diff_mean_bin,diff_std_bin,diff_mean_ps,diff_std_ps,bin_pearson_r,phase_pearson_r,coarse_lsb_std,flag_nonzero_ratio
tdc_pair_random3_ro0_ro6_repeat02_2mib,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\tdc_pairs\tdc_pair_random3_ro0_ro6_repeat02_2mib.bin,262143,0,4,5000.0,256,31.65622198571009,18.177547803662314,5.605840512740544,4.532134255836797,63,193,10.06449533270009,-1.0,190.99999999999997,2500.0,1442.929326182544,30.92796679674834,19.726797559137403,5.577408584046454,4.036827469250848,64,192,14.596739184338318,-1.0,191.00000000000006,2500.0,1442.722253539261,0.7282551889617499,26.856944176625348,-4.580373207190017e-14,2043.0407353984513,-0.0024062151903662945,-0.0025274226593747914,18918.654589699927,1.0
