family,mode,a_index,a_name,b_index,b_name,relation,freq_a_mhz,freq_b_mhz,abs_delta_f_mhz,beat_period_ns
random1,all_on,4,data4,5,data5,data_data,456.7197845249755,457.1792309576292,0.4594464326536922,2176.532298279373
random1,all_on,0,data0,1,data1,data_data,413.9182953710507,412.9739922613508,0.944303109699888,1058.98200453646
random1,all_on,2,data2,4,data4,data_data,454.8121693121693,456.7197845249755,1.9076152128062063,524.2147332893961
random1,all_on,2,data2,5,data5,data_data,454.8121693121693,457.1792309576292,2.3670616454598985,422.4647050988438
random1,all_on,2,data2,7,data7,data_data,454.8121693121693,446.3046033300686,8.507565982100743,117.54243247762311
random1,all_on,1,data1,6,data6,data_data,412.9739922613508,403.26156409251274,9.712428168838073,102.96086443228059
random1,all_on,4,data4,7,data7,data_data,456.7197845249755,446.3046033300686,10.41518119490695,96.01369206029777
random1,all_on,0,data0,6,data6,data_data,413.9182953710507,403.26156409251274,10.656731278537961,93.83740415918547
random1,all_on,5,data5,7,data7,data_data,457.1792309576292,446.3046033300686,10.874627627560642,91.95717170725013
random1,all_on,3,data3,7,data7,data_data,433.6559392603478,446.3046033300686,12.64866406972078,79.05973267120494
random1,all_on,0,data0,3,data3,data_data,413.9182953710507,433.6559392603478,19.73764388929709,50.66460848157559
random1,all_on,1,data1,3,data3,data_data,412.9739922613508,433.6559392603478,20.681946998996978,48.35134719417362
random1,all_on,2,data2,3,data3,data_data,454.8121693121693,433.6559392603478,21.156230051821524,47.267400550595795
random1,all_on,3,data3,4,data4,data_data,433.6559392603478,456.7197845249755,23.06384526462773,43.357904483241896
random1,all_on,3,data3,5,data5,data_data,433.6559392603478,457.1792309576292,23.523291697281422,42.51105724780727
random1,all_on,3,data3,6,data6,data_data,433.6559392603478,403.26156409251274,30.39437516783505,32.90082439524052
random1,all_on,0,data0,7,data7,data_data,413.9182953710507,446.3046033300686,32.38630795901787,30.877246065387116
random1,all_on,1,data1,7,data7,data_data,412.9739922613508,446.3046033300686,33.33061106871776,30.002450238259925
random1,all_on,0,data0,2,data2,data_data,413.9182953710507,454.8121693121693,40.89387394111861,24.453540435906326
random1,all_on,1,data1,2,data2,data_data,412.9739922613508,454.8121693121693,41.8381770508185,23.901614995924792
random1,all_on,0,data0,4,data4,data_data,413.9182953710507,456.7197845249755,42.80148915392482,23.36367308164795
random1,all_on,6,data6,7,data7,data_data,403.26156409251274,446.3046033300686,43.04303923755583,23.23256019355348
random1,all_on,0,data0,5,data5,data_data,413.9182953710507,457.1792309576292,43.26093558657851,23.11554261231107
random1,all_on,1,data1,4,data4,data_data,412.9739922613508,456.7197845249755,43.74579226362471,22.859341396167036
random1,all_on,1,data1,5,data5,data_data,412.9739922613508,457.1792309576292,44.2052386962784,22.621753201486257
random1,all_on,2,data2,6,data6,data_data,454.8121693121693,403.26156409251274,51.550605219656575,19.398414349143152
random1,all_on,4,data4,6,data6,data_data,456.7197845249755,403.26156409251274,53.45822043246278,18.706196949884713
random1,all_on,5,data5,6,data6,data_data,457.1792309576292,403.26156409251274,53.91766686511647,18.546796590840202
random1,all_on,6,data6,8,sample,data_sample,403.26156409251274,89.98873487779791,313.2728292147148,3.1921057517395086
random1,all_on,1,data1,8,sample,data_sample,412.9739922613508,89.98873487779791,322.9852573835529,3.0961165475502663
random1,all_on,0,data0,8,sample,data_sample,413.9182953710507,89.98873487779791,323.9295604932528,3.087090904816726
random1,all_on,3,data3,8,sample,data_sample,433.6559392603478,89.98873487779791,343.66720438254987,2.9097917614706685
random1,all_on,7,data7,8,sample,data_sample,446.3046033300686,89.98873487779791,356.31586845227065,2.806498639377753
random1,all_on,2,data2,8,sample,data_sample,454.8121693121693,89.98873487779791,364.8234344343714,2.7410519873823826
random1,all_on,4,data4,8,sample,data_sample,456.7197845249755,89.98873487779791,366.7310496471776,2.7267939296715507
random1,all_on,5,data5,8,sample,data_sample,457.1792309576292,89.98873487779791,367.1904960798313,2.7233820337838726
