enabled,priority,run,kind,bitstream,bytes,out_file,metadata_dir,analyze_group,notes
1,P0,random1_ro_freq_fixed_run02_2mib,raw,data\vivado_runs\fpga1_ro_freq_probe_fixed\random1_seed1_x36y35\RO_FREQ_trng_probe_top.bit,2MiB,data\hardware\20260511_fpga1_board1\ro_freq\random1_ro_freq_fixed_run02_2mib.bin,data\hardware\20260511_fpga1_board1\metadata,ro_freq_run02,RO_FREQ repeat for biased random1
1,P0,random3_ro_freq_fixed_run02_2mib,raw,data\vivado_runs\fpga1_ro_freq_probe_fixed\random3_seed3_x36y35\RO_FREQ_trng_probe_top.bit,2MiB,data\hardware\20260511_fpga1_board1\ro_freq\random3_ro_freq_fixed_run02_2mib.bin,data\hardware\20260511_fpga1_board1\metadata,ro_freq_run02,RO_FREQ repeat for high-entropy random3
1,P0,random1_ro_freq_fixed_run03_2mib,raw,data\vivado_runs\fpga1_ro_freq_probe_fixed\random1_seed1_x36y35\RO_FREQ_trng_probe_top.bit,2MiB,data\hardware\20260511_fpga1_board1\ro_freq\random1_ro_freq_fixed_run03_2mib.bin,data\hardware\20260511_fpga1_board1\metadata,ro_freq_run03,Second RO_FREQ repeat for biased random1
1,P0,random3_ro_freq_fixed_run03_2mib,raw,data\vivado_runs\fpga1_ro_freq_probe_fixed\random3_seed3_x36y35\RO_FREQ_trng_probe_top.bit,2MiB,data\hardware\20260511_fpga1_board1\ro_freq\random3_ro_freq_fixed_run03_2mib.bin,data\hardware\20260511_fpga1_board1\metadata,ro_freq_run03,Second RO_FREQ repeat for high-entropy random3
1,P0,random3_ro_freq_fixed_run01_5mib,raw,data\vivado_runs\fpga1_ro_freq_probe_fixed\random3_seed3_x36y35\RO_FREQ_trng_probe_top.bit,5MiB,data\hardware\20260511_fpga1_board1\ro_freq\random3_ro_freq_fixed_run01_5mib.bin,data\hardware\20260511_fpga1_board1\metadata,ro_freq_run01_5mib,Pair with existing random1 5MiB RO_FREQ run
1,P1,tdc_near_run03_2mib,tdc,data\vivado_runs\fpga1_tdc_matrix\tdc_ro_near_x36y35\RO_TDC_sysclk_top.bit,2MiB,data\hardware\20260511_fpga1_board1\tdc\tdc_near_run03_2mib.bin,data\hardware\20260511_fpga1_board1\metadata,tdc_baseline_repeat,Near TDC baseline repeat
1,P1,tdc_far_run02_2mib,tdc,data\vivado_runs\fpga1_tdc_matrix\tdc_ro_far_x24y25\RO_TDC_sysclk_top.bit,2MiB,data\hardware\20260511_fpga1_board1\tdc\tdc_far_run02_2mib.bin,data\hardware\20260511_fpga1_board1\metadata,tdc_baseline_repeat,Far TDC baseline repeat
1,P1,original_fpga1_run01_10mib,trng,fpga1\xc7z020clg400\xc7z020clg400.runs\impl_1\RO_TRNG_top.bit,10MiB,data\hardware\20260511_fpga1_board1\trng\original_fpga1_run01_10mib.bin,data\hardware\20260511_fpga1_board1\metadata,original_trng,Original fpga1 implementation baseline
1,P1,original_fpga1_repeat02_5mib,trng,fpga1\xc7z020clg400\xc7z020clg400.runs\impl_1\RO_TRNG_top.bit,5MiB,data\hardware\20260511_fpga1_board1\trng\original_fpga1_repeat02_5mib.bin,data\hardware\20260511_fpga1_board1\metadata,original_trng,Original fpga1 implementation repeat
