enabled,priority,run,kind,bitstream,bytes,out_file,metadata_dir,analyze_group,idle_timeout_sec,notes
1,P0,tdc_mask_random1_ro0_ro1_pair_only,tdc,data\vivado_runs\fpga1_tdc_mask_perturb\tdc_mask_random1_ro0_ro1_pair_only\RO_TDC_pair_mask_perturb_top.bit,8MiB,data\hardware\20260511_fpga1_board1\tdc_mask_perturb\tdc_mask_random1_ro0_ro1_pair_only_20260525.bin,data\hardware\20260511_fpga1_board1\metadata,tdc_mask_perturb_20260525,120,"random1 bad reference; only measured pair enabled"
1,P0,tdc_mask_random1_ro0_ro1_all_data_on,tdc,data\vivado_runs\fpga1_tdc_mask_perturb\tdc_mask_random1_ro0_ro1_all_data_on\RO_TDC_pair_mask_perturb_top.bit,8MiB,data\hardware\20260511_fpga1_board1\tdc_mask_perturb\tdc_mask_random1_ro0_ro1_all_data_on_20260525.bin,data\hardware\20260511_fpga1_board1\metadata,tdc_mask_perturb_20260525,120,"random1 bad reference; all 8 data ROs enabled; tests switching/perturbation effect"
1,P0,tdc_mask_random1_ro0_ro1_pair_plus_sample,tdc,data\vivado_runs\fpga1_tdc_mask_perturb\tdc_mask_random1_ro0_ro1_pair_plus_sample\RO_TDC_pair_mask_perturb_top.bit,8MiB,data\hardware\20260511_fpga1_board1\tdc_mask_perturb\tdc_mask_random1_ro0_ro1_pair_plus_sample_20260525.bin,data\hardware\20260511_fpga1_board1\metadata,tdc_mask_perturb_20260525,120,"random1 bad reference; measured pair plus baseline sample RO enabled"
1,P0,tdc_mask_random3_ro0_ro6_pair_only,tdc,data\vivado_runs\fpga1_tdc_mask_perturb\tdc_mask_random3_ro0_ro6_pair_only\RO_TDC_pair_mask_perturb_top.bit,8MiB,data\hardware\20260511_fpga1_board1\tdc_mask_perturb\tdc_mask_random3_ro0_ro6_pair_only_20260525.bin,data\hardware\20260511_fpga1_board1\metadata,tdc_mask_perturb_20260525,120,"random3 good reference; only measured pair enabled"
1,P0,tdc_mask_random3_ro0_ro6_all_data_on,tdc,data\vivado_runs\fpga1_tdc_mask_perturb\tdc_mask_random3_ro0_ro6_all_data_on\RO_TDC_pair_mask_perturb_top.bit,8MiB,data\hardware\20260511_fpga1_board1\tdc_mask_perturb\tdc_mask_random3_ro0_ro6_all_data_on_20260525.bin,data\hardware\20260511_fpga1_board1\metadata,tdc_mask_perturb_20260525,120,"random3 good reference; all 8 data ROs enabled"
1,P0,tdc_mask_random1_local_sample_ro0_ro1_pair_plus_sample,tdc,data\vivado_runs\fpga1_tdc_mask_perturb\tdc_mask_random1_local_sample_ro0_ro1_pair_plus_sample\RO_TDC_pair_mask_perturb_top.bit,8MiB,data\hardware\20260511_fpga1_board1\tdc_mask_perturb\tdc_mask_random1_local_sample_ro0_ro1_pair_plus_sample_20260525.bin,data\hardware\20260511_fpga1_board1\metadata,tdc_mask_perturb_20260525,120,"random1 with local sample RO placement; pair plus local sample RO enabled"
