enabled,priority,run,kind,bitstream,bytes,out_file,metadata_dir,analyze_group,idle_timeout_sec,notes
1,P0,tdc_reset_enable_random3_goodref_ro3,tdc,data\vivado_runs\fpga1_tdc_reset_enable\tdc_reset_enable_random3_goodref_ro3\RO_TDC_pair_reset_enable_top.bit,2MiB,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random3_goodref_ro3_2mib.bin,data\hardware\20260511_fpga1_board1\metadata,tdc_reset_enable_random3_ro3_20260524,30,random3 good reference sample RO vs data RO3; checks good-placement data-RO stability
1,P0,tdc_reset_enable_random3_goodref_ro3_repeat02,tdc,data\vivado_runs\fpga1_tdc_reset_enable\tdc_reset_enable_random3_goodref_ro3\RO_TDC_pair_reset_enable_top.bit,2MiB,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random3_goodref_ro3_repeat02_2mib.bin,data\hardware\20260511_fpga1_board1\metadata,tdc_reset_enable_random3_ro3_20260524,30,repeat02 random3 good reference sample RO vs data RO3
