enabled,priority,run,kind,bitstream,bytes,out_file,metadata_dir,analyze_group,notes
1,P0,tdc_pair_random1_ro4_ro5_run01_2mib,tdc,data\vivado_runs\fpga1_tdc_pairs\random1_ro4_ro5\RO_TDC_pair_sysclk_top.bit,2MiB,data\hardware\20260511_fpga1_board1\tdc_pairs\tdc_pair_random1_ro4_ro5_run01_2mib.bin,data\hardware\20260511_fpga1_board1\metadata,tdc_pairs,random1 closest RO_FREQ pair data4/data5
1,P0,tdc_pair_random1_ro0_ro1_run01_2mib,tdc,data\vivado_runs\fpga1_tdc_pairs\random1_ro0_ro1\RO_TDC_pair_sysclk_top.bit,2MiB,data\hardware\20260511_fpga1_board1\tdc_pairs\tdc_pair_random1_ro0_ro1_run01_2mib.bin,data\hardware\20260511_fpga1_board1\metadata,tdc_pairs,random1 second close RO_FREQ pair data0/data1
1,P0,tdc_pair_random1_ro2_ro4_run01_2mib,tdc,data\vivado_runs\fpga1_tdc_pairs\random1_ro2_ro4\RO_TDC_pair_sysclk_top.bit,2MiB,data\hardware\20260511_fpga1_board1\tdc_pairs\tdc_pair_random1_ro2_ro4_run01_2mib.bin,data\hardware\20260511_fpga1_board1\metadata,tdc_pairs,random1 additional close pair data2/data4
1,P0,tdc_pair_random3_ro3_ro7_run01_2mib,tdc,data\vivado_runs\fpga1_tdc_pairs\random3_ro3_ro7\RO_TDC_pair_sysclk_top.bit,2MiB,data\hardware\20260511_fpga1_board1\tdc_pairs\tdc_pair_random3_ro3_ro7_run01_2mib.bin,data\hardware\20260511_fpga1_board1\metadata,tdc_pairs,random3 closest RO_FREQ pair data3/data7
1,P0,tdc_pair_random3_ro3_ro5_run01_2mib,tdc,data\vivado_runs\fpga1_tdc_pairs\random3_ro3_ro5\RO_TDC_pair_sysclk_top.bit,2MiB,data\hardware\20260511_fpga1_board1\tdc_pairs\tdc_pair_random3_ro3_ro5_run01_2mib.bin,data\hardware\20260511_fpga1_board1\metadata,tdc_pairs,random3 additional close pair data3/data5
1,P0,tdc_pair_random3_ro0_ro6_run01_2mib,tdc,data\vivado_runs\fpga1_tdc_pairs\random3_ro0_ro6\RO_TDC_pair_sysclk_top.bit,2MiB,data\hardware\20260511_fpga1_board1\tdc_pairs\tdc_pair_random3_ro0_ro6_run01_2mib.bin,data\hardware\20260511_fpga1_board1\metadata,tdc_pairs,random3 additional close pair data0/data6
