enabled,priority,run,kind,bitstream,bytes,out_file,metadata_dir,analyze_group,notes
1,S0,random1_repeat03,trng,data\vivado_runs\fpga1_ro_trng_matrix\random_seed1_x36y35\seed_1\RO_TRNG_top.bit,20MiB,data\hardware\20260511_fpga1_board1\trng\random1_repeat03.bin,data\hardware\20260511_fpga1_board1\metadata,short_trng_repeat,20MiB long repeat for biased random1
1,S0,random3_repeat03,trng,data\vivado_runs\fpga1_ro_trng_matrix\random_seed3_x36y35\seed_1\RO_TRNG_top.bit,20MiB,data\hardware\20260511_fpga1_board1\trng\random3_repeat03.bin,data\hardware\20260511_fpga1_board1\metadata,short_trng_repeat,20MiB long repeat for high-entropy random3
1,S1,random1_ro_freq_fixed_run04_5mib,raw,data\vivado_runs\fpga1_ro_freq_probe_fixed\random1_seed1_x36y35\RO_FREQ_trng_probe_top.bit,5MiB,data\hardware\20260511_fpga1_board1\ro_freq\random1_ro_freq_fixed_run04_5mib.bin,data\hardware\20260511_fpga1_board1\metadata,ro_freq_run04_5mib,5MiB RO_FREQ repeat for random1
1,S1,random3_ro_freq_fixed_run04_5mib,raw,data\vivado_runs\fpga1_ro_freq_probe_fixed\random3_seed3_x36y35\RO_FREQ_trng_probe_top.bit,5MiB,data\hardware\20260511_fpga1_board1\ro_freq\random3_ro_freq_fixed_run04_5mib.bin,data\hardware\20260511_fpga1_board1\metadata,ro_freq_run04_5mib,5MiB RO_FREQ repeat for random3
