enabled,priority,placement,warmup_bytes,repeat_tag,bitstream,initial_entropy_msb,initial_entropy_lsb,column_x_cutoff,notes
1,P0,same_column,0,placement01,data\vivado_runs\restart_auto_same_column_formal_bits_1000x125_warmup0_header_delay60s\RO_TRNG_restart_auto_top.bit,0.834068,0.834502,0,same_column no-warmup restart contrast; H_I from 20260514 non-IID 1M continuous smoke
1,P0,same_column,12,placement01,data\vivado_runs\restart_auto_same_column_formal_bits_1000x125_warmup12_header_delay60s\RO_TRNG_restart_auto_top.bit,0.834068,0.834502,0,same_column warmup12 restart contrast
1,P0,sparse,0,placement01,data\vivado_runs\restart_auto_sparse_formal_bits_1000x125_warmup0_header_delay60s\RO_TRNG_restart_auto_top.bit,0.734432,0.742313,0,sparse no-warmup restart contrast; H_I from 20260514 non-IID 1M continuous smoke
1,P0,sparse,12,placement01,data\vivado_runs\restart_auto_sparse_formal_bits_1000x125_warmup12_header_delay60s\RO_TRNG_restart_auto_top.bit,0.734432,0.742313,0,sparse warmup12 restart contrast
1,P1,compact,0,placement01,data\vivado_runs\restart_auto_compact_formal_bits_1000x125_warmup0_header_delay60s\RO_TRNG_restart_auto_top.bit,0.872029,0.834591,0,compact no-warmup restart contrast; H_I from 20260514 non-IID 1M continuous smoke
1,P1,compact,12,placement01,data\vivado_runs\restart_auto_compact_formal_bits_1000x125_warmup12_header_delay60s\RO_TRNG_restart_auto_top.bit,0.872029,0.834591,0,compact warmup12 restart contrast
1,P1,checker,0,placement01,data\vivado_runs\restart_auto_checker_formal_bits_1000x125_warmup0_header_delay60s\RO_TRNG_restart_auto_top.bit,0.863144,0.865884,0,checker no-warmup restart contrast; H_I from 20260514 non-IID 1M continuous smoke
1,P1,checker,12,placement01,data\vivado_runs\restart_auto_checker_formal_bits_1000x125_warmup12_header_delay60s\RO_TRNG_restart_auto_top.bit,0.863144,0.865884,0,checker warmup12 restart contrast
